compound,reversal_score,DAM_up,IFN_up,Chemokine_up,Homeo_down
dinaciclib,2.7151654239945957,0.1342954114243033,0.0999602624610004,,0.0905548033415685
cyclosporine,2.69459080426257,0.1121100254436075,0.0930614005896247,0.0709473774154047,
losartan,2.6876261169289064,0.1218142129798249,0.0930614005896247,0.0652492185586419,
BRD-K68202742 (trichostatin a),2.6844565036742774,0.1121100254436075,0.1218854763412035,0.0557727228614829,
HG-9-91-01,2.676837808675103,0.0233199345962955,,0.0494644949445085,
sid 26681509,2.674898406823867,0.0419481749800835,,0.0238773240139173,
BRD-K03736784,2.674221107581273,0.0819547247011537,0.1459888792470103,0.0709473774154047,
digitoxin,2.6726576280984236,0.1153770161807785,0.1182129743924885,0.057393629639306,
BRD-K81473043,2.669744561613174,0.1121100254436075,0.0999602624610004,0.0709473774154047,
BRD-K92301463,2.6623154785822227,0.0179232489464157,,0.0716695587296754,
AZD-6482,2.6608337014368497,0.1211717984940226,0.0930614005896247,0.0709473774154047,
SB-203580,2.6585372917411747,0.1218142129798249,0.0930614005896247,0.0709473774154047,
KIN001-127,2.6585372917411747,0.1218142129798249,0.0930614005896247,0.0709473774154047,
garcinol,2.6585372917411747,0.1218142129798249,0.0930614005896247,0.0709473774154047,
veliparib,2.6585372917411747,0.1218142129798249,0.0930614005896247,0.0709473774154047,
aminopurvalanol a,2.65641958484573,0.1224096540503466,0.0930614005896247,0.0709473774154047,
akt inhibitor iv,2.6539531073029585,0.1218142129798249,0.0942974209770508,0.0709473774154047,
CP-724714,2.6539531073029585,0.1218142129798249,0.0942974209770508,0.0709473774154047,
BRD-K23478508 (digoxin),2.6515845833845018,0.1116088975214478,0.1059154709788274,0.0709473774154047,
BRD-K00313977,2.6508687015148107,0.1218142129798249,0.0951382858416288,0.0709473774154047,
GW-5074,2.6508687015148107,0.1218142129798249,0.0951382858416288,0.0709473774154047,
ic 261,2.6508687015148107,0.1218142129798249,0.0951382858416288,0.0709473774154047,
chloroxine,2.6508687015148107,0.1218142129798249,0.0951382858416288,0.0709473774154047,
triciribine,2.648535050273796,0.1224096540503466,0.0930614005896247,0.0725758305445804,
AST1306,2.648387924187329,0.1218142129798249,0.0958200281023653,0.0709473774154047,
manumycin a,2.6474766054712373,0.050982354201072,,0.0202478719563194,
mycophenolic acid,2.6467407682873403,0.12516833841852,0.0930614005896247,0.0709473774154047,
serdemetan,2.643920518655386,0.0250707882950337,,,0.0905548033415685
BRD-K10846167,2.6434003175425507,0.1224096540503466,0.1379877871771796,,0.0905548033415685
u-0126,2.6431829351197726,,0.1409112346319952,0.0709473774154047,0.0905548033415685
kuc104495 kuc104495n,2.6360669526930387,0.131031622262386,0.1173627504027322,,0.0979338226049086
pf 750,2.6357901709479106,0.1218142129798249,0.0993581474570771,0.0709473774154047,
k784-3188,2.630067369074252,0.1218142129798249,0.101008282770875,0.0709473774154047,
aristolochic acid,2.6297491427545574,0.1221112151334031,0.1007935598701709,0.0709473774154047,
cay10594,2.625679134073896,0.1218142129798249,0.1022921440477512,0.0709473774154047,
s1205,2.625078938507739,0.0610175574098164,0.2431624203337603,0.0709473774154047,
BRD-K07061353,2.6244727359110662,0.1218142129798249,0.1026479497200891,0.0709473774154047,
BRD-K05649647,2.621966877903758,0.1218142129798249,0.1033909680742094,0.0709473774154047,
BRD-K12184916,2.6172688736354806,0.1218142129798249,0.104798509779421,0.0709473774154047,
carbamazepine,2.6172688736354806,0.1218142129798249,0.104798509779421,0.0709473774154047,
dg-041,2.6069605142677896,0.1218142129798249,0.1079544517802669,0.0709473774154047,
finasteride,2.5983821577319164,0.12530829809901,0.1068098160403869,0.0709473774154047,
mst- 312,2.596479236390123,0.123152069231149,0.1097520059180196,0.0709473774154047,
sutent,2.5924975228401563,0.1218142129798249,0.0999602624610004,0.0798781971188994,
dactinomycin,2.5863076760023573,0.115505709848125,0.1224404006111138,0.0709473774154047,
abt-751,2.5708298031908146,0.115505709848125,0.1280183080046726,0.0709473774154047,
s1011,2.561453329227541,0.1218142129798249,0.1230621611310526,0.0709473774154047,
BRD-U51951544,2.5585243232353667,0.0782309542598466,0.1736210044754663,0.0882102487409429,
decitabine,2.551523594901772,0.0233199345962955,,0.0709473774154047,
BRD-K83670234,2.5495439759451157,0.125715070959418,0.1205774449976703,0.0720393477388743,
strophanthidin,2.5481527110841786,0.0235016422970334,,0.0709473774154047,
t542500,2.5457034270515524,0.133128626433715,0.1645856767446116,,0.0905548033415685
homoharringtonine,2.544474142866833,0.0321901145852481,,0.048389837996101,
daunorubicin,2.5437672612466744,0.1313999104162143,0.1177906289462688,0.0709473774154047,
BRD-K26304855,2.535688041980171,0.1218142129798249,0.1325351721883034,0.0709473774154047,
16-hydroxytriptolide,2.5328434529323824,0.1224096540503466,0.1328127439196764,0.0709473774154047,
GSK-J4,2.524335685494419,0.1218142129798249,,0.0097153385393118,
menadione,2.520082933362209,0.0250707882950337,,0.0709473774154047,
su 5416,2.520082933362209,0.0250707882950337,,0.0709473774154047,
RAF 265,2.520082933362209,0.0250707882950337,,0.0709473774154047,
BRD-K53903639,2.516118941293238,0.1472066185647099,0.1106638578590578,0.0709473774154047,
ag 9,2.513482026654134,0.1490867072957258,0.1097520059180196,0.0709473774154047,
tyrphostin ag 1478,2.508402588495377,0.0567294069083395,,0.0264384786213588,
fluprostenol,2.5040745887385274,0.0260121550611618,,0.0709473774154047,
cyproheptadine hydrochloride,2.4996999215563265,0.0262755007486298,,0.0709473774154047,
BRD-K89059493,2.491528708624763,0.0356090018021584,,,0.0905548033415685
ibrutinib,2.4855365903194735,0.0271465305484156,,0.0709473774154047,
tl hras26 brd-k01877528,2.47945789124737,0.0275291645502979,,0.0709473774154047,
v4877,2.4777410257994674,0.0250707882950337,,0.0801426559097681,
ncgc00183255-01,2.4755338399525373,0.131031622262386,0.1202793330413224,0.0848538479394975,
vinblastine sulfate,2.4659471165989886,0.0283990496082999,,0.0709473774154047,
KIN236,2.456153638140803,0.0233792564221558,0.0930614005896247,,
hdac6 inhibitor isox,2.4434884941669077,0.0299062823190676,,0.0709473774154047,
mk-0591,2.4434884941669077,0.0299062823190676,,0.0709473774154047,
BRD-K56343971,2.4406147264186853,0.0301048312075603,,0.0709473774154047,
vu0418946-2,2.4406147264186853,0.0301048312075603,,0.0709473774154047,
azd8055,2.4406147264186853,0.0301048312075603,,0.0709473774154047,
IOX2,2.429633040274579,0.0248514247481417,0.0930614005896247,,
SB-216763,2.4157457157185585,0.0318790379878039,,0.0709473774154047,
gr-103,2.411528400335921,0.0321901145852481,,0.0709473774154047,
c3393m50,2.4032247624462437,0.2033070015583599,0.1022921440477512,0.0709473774154047,
donepezil hydrochloride,2.4009956276708735,0.0329803526620689,,0.0709473774154047,
ei-293,2.3986561685284364,0.1224096540503466,0.1954221805270671,0.0709473774154047,
BRD-K53932786,2.388613500987087,0.0339341849063702,,0.0709473774154047,
BRD-K81814927,2.387555972386774,0.1233056010701849,0.1999356240242078,0.0709473774154047,
perhexiline maleate,2.3753689658651234,0.1218142129798249,,0.0149164795860727,
BRD-K84203638,2.375171397105117,0.1950489226456341,0.1668080264544173,,0.0905548033415685
BRD-A68930007 (ouabain),2.3745502294778706,0.0350510226498863,,0.0709473774154047,
securinine,2.3698035762022203,0.0378910091467303,,0.0652492185586419,
BRD-K94991378,2.3649451435145754,0.0358348655563627,,0.0709473774154047,
emetine hydrochloride,2.357639123099145,0.0358348655563627,,0.0724550852582116,
vincristine sulfate,2.3516756942661,0.0369466637997162,,0.0709473774154047,
ei-156,2.344231367185474,0.037585432818703,,0.0709473774154047,
digoxin,2.3390837378682896,0.1023049501421942,,0.02059560327509,
BRD-K06765193,2.333730534093372,0.1239612387208105,,0.0164524071350269,
BRD-K87909389,2.3272354260432473,0.0364549721298525,,0.0774033494652302,
skf 86002 dihydrochloride,2.3226478923715304,0.1218142129798249,,0.0173607178928083,
BX-795,2.3214791252011286,0.0318790379878039,0.0930614005896247,,
biperiden hydrochloride,2.319665057187397,0.0397727724738621,,0.0709473774154047,
km 00927,2.319665057187397,0.0397727724738621,,0.0709473774154047,
s1249,2.3157636281736966,0.1438075354324762,0.1878699272269216,0.0765968911757195,
BRD-K68548958,2.315462848259227,0.0401594794388719,,0.0709473774154047,
pd 407824,2.315462848259227,0.0401594794388719,,0.0709473774154047,
iniparib,2.3130534586417664,0.1218142129798249,,0.0178468150146266,
cct 018159,2.306719984441132,0.0406279568012118,,0.0717081951865504,
t 0070907,2.3037156710098494,0.0412605727214939,,0.0709473774154047,
s6005,2.30056356165919,0.0552745157625213,,,0.0905548033415685
BRD-A40431293,2.2972883504421917,0.1236475280125219,,0.0183298015947087,
GDC-0068,2.294460725366874,0.1218142129798249,0.0188278894104701,,
BRD-K08316444,2.293622306645597,0.0379533351288845,,0.0810792429692802,
BRD-A63583287,2.2894654259005396,0.0426368878388163,,0.0709473774154047,
t7765,2.2894654259005396,0.0426368878388163,,0.0709473774154047,
t5323840,2.27929245335947,0.0436474091411486,,0.0709473774154047,
ncgc00165199-01,2.2739035613795404,0.0441923769742927,,0.0709473774154047,
stock1s-53863,2.268774374104818,0.115505709848125,,0.0216659489526367,
BRD-U25771771,2.2656738579275593,0.0450377893208696,,0.0709473774154047,
ag 494,2.2598903042356513,0.0456415745877434,,0.0709473774154047,
k784-3187,2.2575229706035236,0.0456415745877434,,0.0714324446498854,
"chrysene-1,4-quinone",2.2485991103751544,0.141113129512527,,0.0178768844368708,
piplartine,2.2421103900123827,0.0475489064111829,,0.0709473774154047,
"ingenol 3, 20-dibenzoate",2.2404840635605825,0.1950489226456341,0.1173627504027322,0.1040363715709168,
arachidonyl trifluoro-methyl ketone,2.2370095574971103,0.1218142129798249,,0.0222134287186446,
s1122,2.2370095574971103,0.1218142129798249,,0.0222134287186446,
ALW-II-49-7,2.2214618724683928,,0.0930614005896247,0.017964001181879,
resveratrol,2.2197408968127808,0.0665805857264399,,,0.0905548033415685
BRD-A51777634,2.2185197784913018,0.1218142129798249,,0.0234276011862022,
BRD-A52193669,2.211831037038644,0.050982354201072,,0.0709473774154047,
prostaglandin a1,2.211831037038644,0.050982354201072,,0.0709473774154047,
mg-132,2.2059787163760296,0.0516740149570675,,0.0709473774154047,
puromycin hydrochloride,2.2003741762231313,0.1218142129798249,,0.0246836753156144,
telmisartan,2.1954807762883015,0.1218142129798249,,0.0250337882885844,
hy-10459,2.191296315651119,0.061572681011783,,0.0594489961065834,
BRD-K49371609,2.1803518805722195,0.0543726293376519,,0.0716695587296754,
BRD-K77547920,2.173203776009222,0.055724624022134,,0.0709473774154047,
l-6307,2.173203776009222,0.055724624022134,,0.0709473774154047,
BRD-K81795824,2.1650033421485535,0.0567868241137537,,0.0709473774154047,
pf3845,2.1533551111265483,0.1224096540503466,,0.028089015832972,
BRD-K19166598,2.1508871586090157,0.0070650109841068,,,
BRD-K56411643,2.133796104518705,0.0610175574098164,,0.0709473774154047,
oxindole i,2.131471388282511,0.0613450513983856,,0.0709473774154047,
Y-27632,2.131471388282511,0.0613450513983856,,0.0709473774154047,
nafcillin sodium salt monohydrate,2.1187245052248573,,0.0316707262320832,0.0709473774154047,
BRD-U00779237,2.106567830914045,0.0649655458853249,,0.0709473774154047,
BRD-K61717269,2.0955443544283714,0.1218142129798249,,0.0333769849110493,
clobetasol propionate,2.0723326848640617,0.1285019248912812,,0.0333769849110493,
zk 164015,2.0657170226251313,0.0713729915561979,,0.0709473774154047,
jas07 008,2.0366587628575683,0.0768567694884655,,0.0703191947928694,
forskolin,2.033568797093492,0.0768567694884655,,0.0709473774154047,
pioglitazone hydrochloride,2.033568797093492,0.0768567694884655,,0.0709473774154047,
bufalin,2.0287371274839097,0.0777166005274006,,0.0709473774154047,
BRD-K02646507,2.0282901389599077,0.0711242270636586,,0.0793625066706192,
hli 373,2.0221663386508038,0.0782309542598466,,0.0717081951865504,
thm-i-94,2.0211280678487773,0.0749295156560544,,0.0759055896889387,
BRD-K92317137,2.0074733241848444,0.1224096540503466,,0.0427453381039107,
mln2238,2.006025935669608,0.0818888905608815,,0.0709473774154047,
gr 103691,2.006025935669608,0.0818888905608815,,0.0709473774154047,
bumetanide,2.0012865005886504,0.1218142129798249,,0.0437793611355409,
CG-930,1.9993125735601163,0.0100158411125375,,,
gant 58,1.9951726838521597,0.0818888905608815,,0.073198622968714,
BRD-U86922168,1.9924695177539005,0.0828415490752248,,0.0727114555829903,
strophantine octahydrate,1.9826356044891957,0.0864202102310235,,0.0709473774154047,
"tyrphostin b44, (+) enantiomer",1.9826356044891957,0.0864202102310235,,0.0709473774154047,
phenolphthalein,1.9826356044891957,0.0864202102310235,,0.0709473774154047,
BRD-K10705233,1.9826356044891957,0.0864202102310235,,0.0709473774154047,
BRD-K17953061,1.9780748310243408,0.1285019248912812,,0.0437793611355409,
proscillaridin a,1.9653819861756259,0.1106890353666233,,0.0547194550926795,
1391-0741,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
atorvastatin,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
BRD-K89558221,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
norgestimate,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
itavastatin ca,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
rho kinase inhibitor iii [rockout],1.9623394312065399,,,0.0709473774154047,0.0905548033415685
chlorambucil,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
terfenadine,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
sdm25n hydrochloride,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
BRD-K05549170,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
939792-14-0,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
u0126,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
AZD7762,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
BRD-K00627859,1.9623394312065399,,,0.0709473774154047,0.0905548033415685
BRD-K19181733,1.9620179358558145,,,0.0709473774154047,0.0906218632003973
hy-10159,1.9613558346632156,0.0907601256154806,,0.0709473774154047,
isoxsuprine hydrochloride,1.9613558346632156,0.0907601256154806,,0.0709473774154047,
vu0418934-2,1.9599302167227286,,,0.0709473774154047,0.0910585449331282
BRD-K53423944,1.958633474695684,,,0.0717081951865504,0.0905548033415685
ncgc00242340-01,1.9586158809583052,0.0907601256154806,,0.0715090960990052,
qs 11,1.9573905445950999,0.1218142129798249,,,0.0905548033415685
VX-745,1.9573905445950999,0.1218142129798249,,,0.0905548033415685
BRD-K71935468,1.9573905445950999,0.1218142129798249,,,0.0905548033415685
BRD-K16541732,1.9573905445950999,0.1218142129798249,,,0.0905548033415685
BRD-K32896438,1.9573905445950999,0.1218142129798249,,,0.0905548033415685
hy-10161,1.9570646538386622,,,0.0709473774154047,0.0916613541827236
suloctidil,1.9570646538386622,,,0.0709473774154047,0.0916613541827236
BRD-K37798499,1.9570326906807796,,,0.0720393477388743,0.0905548033415685
api-2,1.9569536269296177,0.121936824629024,,,0.0905548033415685
nafronyl oxalate,1.9568159199974509,,,0.0720843082778734,0.0905548033415685
BRD-A31107743,1.9567494661798093,0.1224096540503466,,0.0494644949445085,
BRD-K51556300,1.9567494661798093,0.1224096540503466,,0.0494644949445085,
methotrexate,1.956332955305189,0.1221112151334031,,,0.0905548033415685
quercetin,1.956332955305189,0.1221112151334031,,,0.0905548033415685
camptothecin,1.955272837699655,0.1224096540503466,,,0.0905548033415685
BRD-K26664453,1.95495134234893,0.1224096540503466,,,0.0906218632003973
s1003,1.95495134234893,0.1224096540503466,,,0.0906218632003973
BRD-K96704748,1.952105703684738,0.1233056010701849,,,0.0905548033415685
ncgc00185087-01,1.9513795287995075,,,0.0709473774154047,0.0928691336502539
pik-90,1.94722461990203,0.124606986455418,,,0.0906218632003973
ncgc00165188-01,1.9469660139543472,0.1225011337078354,,,0.0922346019970215
BRD-K05104363,1.9395310636129879,0.095437676888818,,0.0709473774154047,
lanatoside c,1.9324430864598847,,,0.0745952972611129,0.0931939574688029
BRD-K00317371,1.9267529648653698,0.1218142129798249,,,0.0971737743244338
mitoxantrone dihydrochloride,1.9201126467255123,0.098996438084018,,0.0716695587296754,
BRD-K98731749,1.9183560193491545,0.1002062716184425,,0.0709473774154047,
ncgc00238427-01,1.9129112259698464,0.095437676888818,,0.0765968911757195,
ncgc00188012-01,1.9055589679940148,0.1372554317539788,,,0.0905548033415685
bisacodyl,1.8991723693883737,0.1392887813949889,,,0.0905548033415685
apigenin triacetate,1.8985102385546513,0.1048915937880922,,0.0709473774154047,
pifithrin- ?,1.8985102385546513,0.1048915937880922,,0.0709473774154047,
phenamil,1.8985102385546513,0.1048915937880922,,0.0709473774154047,
cinobufagin,1.8955492539607208,0.1056091796182522,,0.0709473774154047,
BRD-K49010888,1.8896884127284939,0.1218142129798249,,0.0603624737465757,
BRD-K15592317,1.8896884127284939,0.1218142129798249,,0.0603624737465757,
cvf-csc-7 brd-a32595718,1.8850609872910613,,0.1318944932104875,0.0333769849110493,
ag 592,1.8845118245403059,0.1083275942544626,,0.0709473774154047,
jte 907,1.8845118245403059,0.1083275942544626,,0.0709473774154047,
s1175,1.8831944686497124,0.1083275942544626,,0.0712168960348166,
BRD-K36055864 (cycloheximide),1.8751463202858623,0.1106890353666233,,0.0709473774154047,
btb06091sc,1.8696064718233187,0.1121100254436075,,0.0709473774154047,
BRD-K64517075,1.8696064718233187,0.1121100254436075,,0.0709473774154047,
BRD-A43155244,1.860612059672286,0.1144560788364986,,0.0709473774154047,
er 27319 maleate,1.8596533324221145,0.1438075354324762,,0.0534818325852333,
BRD-A16820783,1.856647469514313,0.115505709848125,,0.0709473774154047,
vx-680,1.856647469514313,0.115505709848125,,0.0709473774154047,
BRD-K99633092,1.856647469514313,0.115505709848125,,0.0709473774154047,
tamoxifen citrate,1.8559186688969849,,0.0674784840917345,0.0709473774154047,
brefeldin a,1.8528879656670219,0.0940765471282074,,0.0926911630224745,
ipsapirone,1.845052022343424,0.1186311937540381,,0.0709473774154047,
BRD-A24054354,1.845052022343424,0.1186311937540381,,0.0709473774154047,
levofloxacin,1.845052022343424,0.1186311937540381,,0.0709473774154047,
tws119,1.845052022343424,0.1186311937540381,,0.0709473774154047,
estradiol,1.8413460658325682,0.1186311937540381,,0.0717081951865504,
isotretinoin,1.8389393347616747,0.1211717984940226,,0.0703191947928694,
hemado,1.8358493689975983,0.1211717984940226,,0.0709473774154047,
BRD-K91701654,1.8358493689975983,0.1211717984940226,,0.0709473774154047,
BRD-K60219430,1.8355853357760887,0.1221112151334031,,0.0703191947928694,
diflorasone diacetate,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K47764688,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
mdl 29951,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
maprotiline hydrochloride,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
dephostatin,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K55722623,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
curcumin,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
trequinsin hydrochloride,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
s1216,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K53414658,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
cimaterol,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
clebopride maleate,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
curcubitacin i,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ct-incb,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K05331696,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K06623064,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
s1266,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
dexamethasone,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
hki-272,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K64857848,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
tyrphostin 46,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
gr-237,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
gitoxigenin,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
mw-ras12,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
gbr 13069 dihydrochloride,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K25737009,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
fu jmbii227b,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
stock1n-27488,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K41925105,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ncgc00165193-01,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ski ii,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K86761848,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
penitrem a,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
hinokitiol,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
at-mlpcn csc-006,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
KIN001-269,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
paroxetine hydrochloride,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
15-delta prostaglandin j2,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
kirromycin,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
1483-0018,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-A41250203,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
lasalocid sodium,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
5-azacytidine,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
lfm-a13,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
"15-deoxy-?12,14-prostaglandin j2",1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K88551539,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K15107389,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
r(+)-6-bromo-apb,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
GSK-J2,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
16beta-bromoandrosterone,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K66254772,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K12621773,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
"methyl 2,5-dihydroxycinnamate",1.8335529593019233,0.1218142129798249,,0.0709473774154047,
hy-10181,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K19540840,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K01436366,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
s1315,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
s1172,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ncgc00181920-01,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ncgc00167094-01,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K00859168,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-U37049823,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
s1176,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ncgc00182388-01,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ncgc00181736-02,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
e3380,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
pnu 74654,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
pp 2,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
pimozide,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
podofilox,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
pi 103 hydrochloride,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-U32365159,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
a2478,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
s1452,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
trifluoperazine dihydrochloride,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
piceatannol,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
cccp,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
gr 127935 hydrochloride,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K70161581,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K64606589,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
brl 15572 hydrochloride,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
brivanib,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K97926541,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
d-64131,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K52075040,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K57037351,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
cytarabine,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
sb 225002,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
aloisine,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
alprostadil,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
s-8599,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
hy-70044,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K83691318,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ag-879,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
akt inhibitor x,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K33720404,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
pd 98059,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K94325918,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K45399554,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
pac 1,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
bisindolylmaleimide iv,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K05323277,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K74623475,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
hy-70061,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
bml-257,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ro 90-7501,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
cay10618,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K19295594,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
rottlerin ncgc00025228-11,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
chemistry 1735,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
mls-0390979,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
mln4924,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K19724398,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
niguldipine hydrochloride,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
retinoic acid,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K40373196,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K42499654,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K42489623,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K51443908,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
elesclomol,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
dl-pdmp,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
methylene blue,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
ei-346,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
BRD-K43620258,1.8335529593019233,0.1218142129798249,,0.0709473774154047,
