compound,reversal_score,DAM_up,IFN_up,Chemokine_up,Homeo_down
WYE-125132,7.736360762118513,0.0022412661134664,0.0001806762481645,0.0487968556332482,0.0905548033415685
JNK-9L,7.596587135058503,0.0305855492020319,7.084268552244793e-06,0.0709473774154047,0.0905548033415685
belinostat,7.575549344335754,0.0001218188538825,0.0315627621222852,0.0169085285917282,0.0905548033415685
NVP-AUY922,7.493872557238019,0.0040598804512121,2.476919718485543e-05,0.0169085285917282,
sirolimus,7.490139675348859,0.0103019669103922,0.0001492641596604,0.0178270840713839,0.0905548033415685
OSI-027,7.467613871251509,0.0127109718653122,0.0027949685805446,0.0008969201407788,0.0810779587216714
TWS-119,7.3972971094256,0.0250707882950337,1.6119178895020406e-05,0.0709473774154047,0.0905548033415685
JW-7-24-1,7.334437380777121,0.0269686263415016,0.0001242401803372,0.0169085285917282,0.0598149138714917
PF-477736,7.2411342357820425,0.0211739086112267,0.0001309440386387,0.0169085285917282,0.0905548033415685
AKT-inhibitor-1-2,7.231982117770668,0.0250707882950337,0.0017375533011883,0.0709473774154047,0.0031343703246024
MLN-8054,7.161368447817522,0.0250707882950337,3.1787307433034575e-05,0.0709473774154047,0.0905548033415685
GSK-1059615,7.094859435798101,0.0039078353614286,0.0014117842247002,0.0197513912877777,0.0905548033415685
celastrol,7.086991452308498,0.0124290701906704,0.0045646765031258,0.001471170522567,0.0905548033415685
GDC-0941,7.079801570013306,0.0255412412876284,0.0001806762481645,0.0154225117334131,0.0905548033415685
TG-101348,7.03451720208584,0.0301048312075603,0.0002317467978042,0.0111430293882756,0.0906218632003973
torin-1,6.902086858585226,0.0369466637997162,0.0001492641596604,0.0196258052945585,0.0905548033415685
NVP-BEZ235,6.885997663088588,0.0101575914242209,0.0008579699093783,0.017964001181879,0.0905548033415685
AT-7519,6.850010552490983,0.0240623991925528,0.0001224222429059,0.047513109463092,0.0905548033415685
canertinib,6.822193662611979,0.0250707882950337,0.0007799739232903,0.0076750018140839,0.0905548033415685
AZD-7762,6.807743484624129,0.0124393789384984,0.0027949685805446,0.0053617427974205,0.0905548033415685
rocilinostat,6.803929287533996,0.050982354201072,0.0001651068162211,0.0157365369410499,0.0905548033415685
PF-3758309,6.801137284536264,0.0167211173477776,0.0005116880830762,0.0236789786384691,0.0810779587216714
QL-X-138,6.799008133782349,0.0049834347057134,0.0007572678951931,0.0636707488186836,0.0905548033415685
PHA-767491,6.794877586966634,0.0250707882950337,9.127825276892892e-05,0.0709473774154047,0.0905548033415685
GSK-1070916,6.76850129661365,0.0250707882950337,0.0001806762481645,0.0386698924248685,0.0905548033415685
afatinib,6.758369687301098,0.0058107744784413,0.0007127412777942,0.0709473774154047,0.0820921606209938
olaparib,6.715233713996415,0.1218142129798249,1.1290054496543612e-06,,0.0905548033415685
GW-843682X,6.519109136345268,0.0262755007486298,0.000525802244756,0.0256869787988156,0.0905548033415685
GSK-461364,6.482771029573575,0.0283990496082999,0.0097929558603551,0.001471170522567,0.0865094826580499
SAR-245408,6.447957325366417,0.005928053582384,0.0002698271875974,0.0196258052945585,
HG-6-64-01,6.444008741817247,0.0051563538509195,0.0942974209770508,0.0013611986258435,0.0905548033415685
XMD16-144,6.3811299245934014,0.0250707882950337,0.0156518883249895,0.0013611986258435,0.0905548033415685
selumetinib,6.349021196352463,0.0066337307778685,0.0111282305733622,0.011065237033589,0.0905548033415685
CP466722,6.299215570523326,0.0329803526620689,0.0002698271875974,0.0709473774154047,0.0905548033415685
Y-39983,6.295442213696543,0.0040598804512121,0.0001858314988916,0.0709473774154047,
NVP-TAE226,6.283436274415591,0.0250707882950337,0.0003978038289559,0.0709473774154047,0.0905548033415685
NVP-TAE684,6.246095433902529,0.0186432787076129,0.0040548220402153,0.0112231994088773,0.0905548033415685
XMD11-85H,6.210059178228426,0.0321901145852481,0.0003594985664776,0.0709473774154047,0.0905548033415685
MK-2206,6.193263971826164,0.0223443024953223,0.0010000307032315,0.0709473774154047,0.0598149138714917
saracatinib,6.1405540563693854,0.0054734906201496,0.0145249008841761,0.0197513912877777,0.0901597853860074
UNC0638,6.038308209177931,0.0194223296469141,0.0012725452478913,0.0709473774154047,0.0810779587216714
alvocidib,6.032795781073157,0.0593517107463419,0.0007127412777942,0.0277422988473473,0.0905548033415685
linifanib,5.9807830103135275,0.0112912549084517,0.0238163728456391,0.0076750018140839,0.0905548033415685
I-BET151,5.925564978870174,0.0250707882950337,0.0005116880830762,0.0076750018140839,
HG-5-113-01,5.8621107060190525,0.1218142129798249,0.0001854229353473,0.0709473774154047,0.0905548033415685
