gene,log2FC,pvalue,padj
Gm14494,4.962506569813802,0.0009113740080028718,0.13306676310090576
Dis3,2.2207098531902147,0.0009307533701759067,0.13368503341565838
Gp1bb,-3.3552779461209874,0.000950258744847176,0.13368503341565838
Rrn3,-0.4022720609062578,0.0009515102733522247,0.13368503341565838
Rest,1.1555826156255868,0.0009554582111897189,0.13368503341565838
Gps2,0.8721348081198634,0.0009682497287951072,0.13368503341565838
Gm7324,-1.9930508302975287,0.0009713565438106922,0.13368503341565838
Prdm13,-2.4729393314578947,0.0009763730082611851,0.13368503341565838
Rsbn1l,1.1355732599925563,0.0009849607295322254,0.13368503341565838
Cfi,4.48848834119031,0.0009956821527699897,0.13368503341565838
Pfkl,0.21513020503824976,0.0009991161536311575,0.13368503341565838
Lrp10,3.9614924630281934,0.0009995379336384367,0.13368503341565838
Gucy1a2,-2.204869054436117,0.0010089785859184587,0.13368503341565838
Ccrl2,1.6910961583313213,0.0010143244055548632,0.13368503341565838
Ptpro,-0.6308933559156262,0.0010151403429356559,0.13368503341565838
Apoc2,1.2483042265400606,0.0010255612317869723,0.13368503341565838
Cds1,1.264623013593626,0.001026049757978208,0.13368503341565838
Guf1,2.2256174625864666,0.0010309104367666121,0.13368503341565838
Treml2,2.075627375079227,0.0010338681008424618,0.13368503341565838
Wdr46-ps,0.719115530842843,0.001038441324141068,0.13368503341565838
Tuba4a,-1.1069426397032451,0.0010393591257917352,0.13368503341565838
Dgkb,-1.7852512739267352,0.0010478515790967628,0.13368503341565838
Hmmr,2.149986787685422,0.0010517125124097331,0.13368503341565838
Ilf2,-0.3434639077691539,0.0010591407119138244,0.13384193943711012
Ccdc47,-0.4002308519105089,0.0010653586529050017,0.1338449716896755
Sh3rf3,-2.40000356408182,0.0010886994592057952,0.135986743433399
Nupr1,1.4126159803876988,0.0010974790370590426,0.1361621224667647
Steap3,-1.6203603489504097,0.001107693470297515,0.1361621224667647
Ifit3,2.8190438191357234,0.0011090070597505942,0.1361621224667647
Pmfbp1,-2.9099954376402795,0.0011193984213985913,0.13666147168362802
Stard8,-1.2415614996649484,0.0011298407578813135,0.13716139852279385
Gm20431,2.7562290432564067,0.0011558407723777171,0.13888077192852177
Or4c116,-1.9682922357615291,0.0011568577420118433,0.13888077192852177
Hdac2,3.000932673926613,0.001174397461362454,0.1397373041629957
Raly,2.946492004074649,0.0011870315786338473,0.1397373041629957
Tollip,-0.5845171821175654,0.0011872931629473777,0.1397373041629957
Htr5a,-4.554033450569127,0.0011898590386409,0.1397373041629957
Kif19a,1.592520377127781,0.0012069196342555696,0.14097473717096543
Mmp25,3.650833962705179,0.0012222191797853837,0.1413062734984293
Bbc3,2.3943003125801976,0.0012228364637052282,0.1413062734984293
2300009A05Rik,2.2965844119575696,0.0012361526351412908,0.1418353673061697
B3gnt2,3.6581242920471873,0.001246735531804609,0.1418353673061697
H2bc8,1.8881086966836378,0.001264361484406605,0.1418353673061697
Golga2,-0.6324457072202012,0.001268368728309276,0.1418353673061697
Tmem120b,1.0827638022092438,0.0012689757047888667,0.1418353673061697
Mettl27,-1.6891173635794567,0.0012728253906522935,0.1418353673061697
Gm28778,-2.7353495237940906,0.0012733611577304326,0.1418353673061697
Gbp9,1.1340916077399967,0.0013025076002828758,0.14378540472059867
Slc15a4,3.4521558230136407,0.0013093858537747618,0.14378540472059867
Fgr,2.014640269861605,0.0013122170930826517,0.14378540472059867
Dlat,-0.556769109344339,0.001319592959021306,0.14378540472059867
Arpc1b,0.5458616345449165,0.001328185153540723,0.14378540472059867
Slamf8,2.0864999318086674,0.0013318494632363319,0.14378540472059867
Drd5,-5.886125547983231,0.0013374458026211454,0.14378540472059867
Creg1,0.7765269562120363,0.0013533581700877566,0.14477582523478383
Aacs,-1.2393671096335108,0.0013679104291500577,0.1456117067167665
Il1rap,1.1927122284046483,0.0013972835742130456,0.14761326868893804
Ptges2,1.79272017471812,0.0014118576881188762,0.14761326868893804
Csf1,3.552729042903186,0.0014307475089884896,0.14761326868893804
Slc38a8,-5.002429954655202,0.0014373079301876286,0.14761326868893804
Nampt,1.3327213305021335,0.001445626816354893,0.14761326868893804
Pip4p1,3.809370549641903,0.0014508049829478967,0.14761326868893804
Rnf128,3.6455354313113713,0.001457833355088463,0.14761326868893804
Ccnt1,-0.5799754517408555,0.0014605983695020186,0.14761326868893804
Alg2,-1.0111003619653562,0.0014678743840060837,0.14761326868893804
Klrb1b,6.654512972337589,0.0014688158326543821,0.14761326868893804
Cfb,3.572494075490088,0.0014740611336949178,0.14761326868893804
Itgax,2.9632431451740384,0.0014794584686069654,0.14761326868893804
Mipep,3.414047673984446,0.0014854558871405187,0.14761326868893804
Rprd1b,-0.5581223596625104,0.0014977824972894243,0.14761326868893804
St14,1.472852134166093,0.001501016480934209,0.14761326868893804
Homer3,1.6322448308265658,0.0015018092984192667,0.14761326868893804
Spp1,4.55386749504197,0.0015045699407392561,0.14761326868893804
Gpatch1,-0.43815065987092083,0.001510991111441226,0.14761326868893804
Egr1,4.218463565181868,0.0015193776230297707,0.14761326868893804
Cd72,2.7371690191564593,0.0015287995729148607,0.14761326868893804
Bmper,-4.489034241938087,0.0015301666984276052,0.14761326868893804
Jph3,-1.2635014037641028,0.0015379122239686353,0.14770108998994774
Nudt4,1.0445797716966307,0.0015538308663463638,0.1479318070884389
Phactr3,-1.858652473307595,0.0015611362940927776,0.1479318070884389
Cd22,2.1763421572739805,0.0015689364092640705,0.1479318070884389
Zc3h14,1.124598380471081,0.0015706090020744332,0.1479318070884389
Cdc34,1.9603876983269153,0.0015788366742763669,0.1479318070884389
Gbp6,1.9591020973770412,0.0015851432428749905,0.1479318070884389
Maged1,-0.8578863946422128,0.0015882354224868258,0.1479318070884389
Ifi214,2.7591375636546243,0.0016373839926312052,0.15146611082685935
Rrp7a,0.575038900931105,0.0016422670151896466,0.15146611082685935
Crygb,-4.588534897773015,0.0016541617576925941,0.15146611082685935
Chrna2,-1.6810345563911913,0.0016577515634320162,0.15146611082685935
Egr2,2.235070403938673,0.0016648269097128598,0.15146611082685935
G2e3,0.7762358417788136,0.0016705348384447932,0.15146611082685935
