source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,tissue,condition
BAM,DAM-like MG,Apoe,Trem2,3.9011278,0.0,13.584373,1.9085148237615432,2.770145784932234,0.043896563,0.9599831,0.0027609997879886423,1.730340578660427e-08,Retina,Sham
BAM,Homeostatic MG,Apoe,Trem2,3.7674115,0.0,12.199186,1.7376680210697666,2.7288138680582827,0.039420467,0.9578654,0.0027609997879886423,6.921159982951353e-08,Retina,Sham
BAM,Proliferating MG,Apoe,Trem2,3.6159654,0.0,10.630335,1.5441719608243656,2.3663463083537417,0.03435088,0.9549983,0.0027609997879886423,1.557215557662384e-07,Retina,Sham
BAM,Iron+ MG (Fth1+),Apoe,Trem2,3.6096416,0.0,10.564823,1.5360917246173251,2.7180965860445214,0.034139182,0.9548653,0.0027609997879886423,2.7683021278282573e-07,Retina,Sham
BAM,BAM,Apoe,Trem2,3.5459821,0.0,9.905366,1.4547562218073575,2.334634201175306,0.032008212,0.95345587,0.0027609997879886423,4.325345473890009e-07,Retina,Sham
BAM,MHCII+ MG,Apoe,Trem2,3.4112513,0.0,8.509669,1.2826150868996313,2.501096567563,0.027498158,0.9499675,0.0027609997879886423,6.228315935040253e-07,Retina,Sham
BAM,Activated MG (Ccl5+),Apoe,Trem2,3.387967,0.0,8.268466,1.252865739233246,2.342572477970081,0.026718732,0.9492797,0.0027609997879886423,8.477181094717147e-07,Retina,Sham
BAM,Neutrophil,Apoe,Trem2,3.3645275,0.0,8.02565,1.2229173898583254,2.1979906512929364,0.025934098,0.9485574,0.0027609997879886423,1.107191358849476e-06,Retina,Sham
BAM,DAM-like MG,Apoe,Lrp1,3.2810583,0.0,7.160983,1.7771909863920865,2.6240518547421123,0.043592114,0.9457039,0.0027609997879886423,2.093100078385222e-06,Retina,Sham
BAM,Neutrophil,Apoe,Lrp1,3.2564993,0.0,6.906572,1.7446006165637356,2.543320729095912,0.0420434,0.94476765,0.0027609997879886423,2.923249420511572e-06,Retina,Sham
BAM,Homeostatic MG,Apoe,Lrp1,3.2361095,0.0,6.6953497,1.7175432819747853,2.675959324299888,0.040757596,0.94395167,0.0027609997879886423,3.390178440262972e-06,Retina,Sham
BAM,Proliferating MG,Apoe,Lrp1,3.225425,0.0,6.5846677,1.703364288240883,2.496708532961665,0.040083826,0.94350904,0.0027609997879886423,3.891672810799418e-06,Retina,Sham
BAM,T cell,Apoe,Trem2,3.2202988,0.0,6.531565,1.0386411802044562,2.0577342591740315,0.021106109,0.94329286,0.006259731350047011,4.427729497143286e-06,Retina,Sham
BAM,BAM,Apoe,Abca1,3.21709,0.0,6.498324,2.1185185476883,3.035742474731455,0.0674015,0.94315624,0.001503323649562024,5.603516851051597e-06,Retina,Sham
BAM,BAM,Apoe,Lrp1,3.1195686,0.0,5.4880857,1.5628913447921668,2.3719462751559686,0.03340844,0.9384537,0.0027609997879886423,1.8825780534728905e-05,Retina,Sham
NK cell,NK cell,Lgals1,Ptprc,2.820715,0.0,7.6245427,5.646779723051051,2.750086967338282,0.07686788,0.947292,0.0004865962566633399,2.4959090986971988e-05,Retina,Sham
Iron+ MG (Fth1+),DAM-like MG,Apoe,Trem2,2.802074,0.0,7.8194375,1.093675787397599,2.274931198275473,0.025267739,0.9479186,0.0027609997879886423,3.0486623973889077e-05,Retina,Sham
BAM,B cell,Apoe,Sorl1,3.066357,0.0,4.9368577,2.4323566393184555,3.185214054424784,0.058925726,0.9353249,0.0025562256958650002,3.817181933804107e-05,Retina,Sham
Iron+ MG (Fth1+),DAM-like MG,C1qb,Lrp1,2.7341857,0.0,5.6488333,0.5445183255908782,0.6539510969472284,0.021011695,0.9392822,0.006517542184401451,4.3196548953820576e-05,Retina,Sham
BAM,B cell,App,Cd74,2.8222702,0.0,4.8489037,2.4546334102389538,2.670336526648936,0.060248055,0.9347791,0.0022945312732854787,4.671864801053187e-05,Retina,Sham
BAM,BAM,Apoe,Lrp6,3.0453477,0.0,4.7192197,2.0255266911757737,2.852361291962576,0.060959313,0.9339478,0.0021732730756830695,6.855274646791002e-05,Retina,Sham
Iron+ MG (Fth1+),Neutrophil,C1qb,Lrp1,2.7096267,0.0,5.448145,0.5119279557625273,0.5732199713010286,0.020265205,0.9382424,0.008181453488894716,6.855274646791002e-05,Retina,Sham
BAM,MHCII+ MG,Apoe,Lrp1,3.0313535,0.0,4.5742536,1.4458286550189774,2.6567989691122755,0.027845534,0.9329789,0.0027609997879886423,8.704797112412428e-05,Retina,Sham
Iron+ MG (Fth1+),Homeostatic MG,C1qb,Lrp1,2.6892369,0.0,5.2815256,0.48487062117357704,0.7058585665050046,0.01964544,0.9373364,0.009878378871552308,9.455124544247663e-05,Retina,Sham
Iron+ MG (Fth1+),Proliferating MG,C1qb,Lrp1,2.6785524,0.0,5.194216,0.4706916274396749,0.5266077751667815,0.019320676,0.93684506,0.01111378684101719,9.97253405129374e-05,Retina,Sham
Iron+ MG (Fth1+),Homeostatic MG,Apoe,Trem2,2.6683578,0.0,7.0220957,0.9228289847058225,2.2335992814015215,0.022691209,0.9451989,0.004149831758093618,0.00010503695823188729,Retina,Sham
NK cell,Homeostatic MG,Ccl5,Ccr5,2.641009,0.0,5.0755134,4.43618824928107,3.170636597019427,0.11108042,0.9361577,6.167343467579342e-05,0.00011607259380290832,Retina,Sham
BAM,NK cell,Mrc1,Ptprc,2.5552282,0.0,5.8209233,3.1374191864406415,2.6415997701367293,0.088371634,0.94013226,0.0003074145012514001,0.00014925464912780137,Retina,Sham
Neutrophil,DAM-like MG,Apoe,Trem2,2.5515652,0.0,6.5054264,0.9079482550681193,0.675637419920633,0.021021644,0.9431855,0.006489140256113739,0.00015573409445417282,Retina,Sham
DAM-like MG,DAM-like MG,C1qb,Lrp1,2.5503483,0.0,5.1405063,0.3105548901808904,0.32166389725823286,0.019120898,0.93653685,0.01197846605309075,0.0001623508529856268,Retina,Sham
DAM-like MG,Neutrophil,C1qb,Lrp1,2.525789,0.0,4.9578776,0.27796452035253943,0.24093277161203308,0.018441582,0.9354533,0.014972278963156636,0.00017599603650805286,Retina,Sham
Iron+ MG (Fth1+),Proliferating MG,Apoe,Trem2,2.5169117,0.0,6.119034,0.7293329244604215,1.8711317216969805,0.019773053,0.9415225,0.009457798430404988,0.0001830244477095423,Retina,Sham
Iron+ MG (Fth1+),BAM,C1qb,Lrp1,2.572696,0.0,4.3291936,0.33021868399095855,0.401845517361085,0.016103094,0.93123674,0.037595993165165584,0.00019019003949825023,Retina,Sham
Iron+ MG (Fth1+),Iron+ MG (Fth1+),Apoe,Trem2,2.5105877,0.0,6.0813236,0.7212526882533811,2.22288199938776,0.019651197,0.94135207,0.009862843779024102,0.00019019003949825023,Retina,Sham
DAM-like MG,Homeostatic MG,C1qb,Lrp1,2.5053992,0.0,4.806252,0.2509071857635892,0.373571366816009,0.017877586,0.9345092,0.01874509573345752,0.00019382430930256814,Retina,Sham
DAM-like MG,DAM-like MG,Apoe,Trem2,2.4981277,0.0,6.225128,0.8683298958631036,1.563742996772635,0.020115888,0.9419939,0.00861490649267299,0.00019749282673572086,Retina,Sham
DAM-like MG,Proliferating MG,C1qb,Lrp1,2.4947147,0.0,4.726799,0.23672819202968706,0.19432057547778592,0.01758205,0.9339973,0.02126288790486454,0.0002049327075877916,Retina,Sham
DAM-like MG,B cell,App,Cd74,2.7614715,0.0,4.2910686,2.368241038821124,2.5901611908331903,0.053316902,0.930953,0.0027609997879886423,0.00022022376825595917,Retina,Sham
Iron+ MG (Fth1+),BAM,Apoe,Trem2,2.4469283,0.0,5.701727,0.6399171854434134,1.8394196145185446,0.018424567,0.93954736,0.015132166615853584,0.0002241322030032075,Retina,Sham
NK cell,T cell,Lgals1,Ptprc,2.4406178,0.0,5.9181986,5.101398776325442,2.225394596368756,0.059665136,0.940597,0.0021848672561996436,0.00023205189716589373,Retina,Sham
Iron+ MG (Fth1+),Homeostatic MG,Gnai2,P2ry12,2.4342475,0.0,5.8761463,0.4970610140924635,1.0709843193264503,0.019216744,0.94039744,0.01157065060276019,0.00023606310845847533,Retina,Sham
Neutrophil,Homeostatic MG,Gnai2,P2ry12,2.4281769,0.0,5.843892,0.4887116344860113,0.7077092668702543,0.019111263,0.940243,0.01201443064721252,0.0002401085724082796,Retina,Sham
NK cell,Neutrophil,Lgals1,Ptprc,2.4196534,0.0,5.8240848,5.071318181507626,2.2625771958987384,0.058716316,0.9401476,0.0019910616215455864,0.0002441882859803411,Retina,Sham
Neutrophil,Homeostatic MG,Apoe,Trem2,2.4178486,0.0,5.8420734,0.7371014523763426,0.634305503046682,0.018878086,0.94023424,0.012835797806407742,0.0002483022461396942,Retina,Sham
Homeostatic MG,DAM-like MG,C1qb,Lrp1,2.4051974,0.0,4.739152,0.1258389089063167,0.15361527927685947,0.017627997,0.9340777,0.05512608354356235,0.0002524504498513733,Retina,Sham
BAM,DAM-like MG,C1qb,Lrp1,2.4005752,0.01,4.7263713,0.11994495866600074,0.08111454497598802,0.017580457,0.93399453,0.09319107628498531,0.00025663289408041297,Retina,Sham
Proliferating MG,DAM-like MG,C1qb,Lrp1,2.3828287,0.07,4.677301,0.0973587828182682,0.05809175442023595,0.017397933,0.9336721,0.12758840234081675,0.0002737050615238736,Retina,Sham
BAM,DAM-like MG,Apoe,Abca1,2.9865181,0.0,4.109796,1.8143586850342797,2.6606061143192603,0.042627368,0.9295528,0.0027609997879886423,0.00027805866317868604,Retina,Sham
Homeostatic MG,Neutrophil,C1qb,Lrp1,2.3806384,0.08,4.570782,0.09324853907796574,0.0728841536306597,0.01700172,0.9329552,0.11525527892992839,0.00027805866317868604,Retina,Sham
BAM,Neutrophil,C1qb,Lrp1,2.3760161,0.14,4.5584555,0.0873545888376498,0.0003834193297882482,0.01695587,0.9328707,0.26205089654061375,0.00028244648714103346,Retina,Sham
Iron+ MG (Fth1+),NK cell,B2m,Klrd1,2.3734694,0.0,5.554105,8.370340348528002,2.2406083666079746,0.09969969,0.9387981,0.00014052301226406838,0.00028686853037595053,Retina,Sham
NK cell,B cell,Lgals1,Ptprc,2.3733954,0.0,5.616422,5.004945016331928,2.104393834197097,0.056622736,0.93911785,0.0027609997879886423,0.0002913247898484717,Retina,Sham
DAM-like MG,Homeostatic MG,Apoe,Trem2,2.3644114,0.0,5.5903573,0.6974830931713271,1.522411079898684,0.018064687,0.93898475,0.017400607364063448,0.00030489883534200375,Retina,Sham
Homeostatic MG,Homeostatic MG,C1qb,Lrp1,2.3602483,0.0,4.430995,0.06619120448901555,0.20552274883463562,0.01648176,0.9319772,0.10574488318148918,0.00030949192941528563,Retina,Sham
Proliferating MG,Neutrophil,C1qb,Lrp1,2.3582697,0.15,4.5111284,0.06476841298991724,-0.022639371225963822,0.016779829,0.93254316,0.3444243911692579,0.0003141192245513439,Retina,Sham
BAM,Homeostatic MG,C1qb,Lrp1,2.355626,0.03,4.4190454,0.0602972542486996,0.13302201453376417,0.016437313,0.93189156,0.11363800609032329,0.00031878076740130353,Retina,Sham
Homeostatic MG,Proliferating MG,C1qb,Lrp1,2.3495638,0.11,4.3577456,0.05201221075511338,0.026271957496412535,0.016209299,0.93144697,0.19151180055904907,0.0003234764559211486,Retina,Sham
BAM,Proliferating MG,C1qb,Lrp1,2.3449416,0.2,4.345993,0.04611826051479742,-0.046228776804458915,0.016165584,0.93136066,0.4483660688061076,0.0003282063363988411,Retina,Sham
Proliferating MG,Homeostatic MG,C1qb,Lrp1,2.3378797,0.16,4.3731656,0.03771107840096706,0.1099992239780121,0.016266657,0.9315596,0.16416110342206727,0.0003329704057994157,Retina,Sham
Proliferating MG,Proliferating MG,C1qb,Lrp1,2.3271952,0.32,4.300872,0.023532084667064877,-0.06925156736021099,0.015997749,0.93102634,0.5519791996137373,0.0003377686610879067,Retina,Sham
DAM-like MG,BAM,C1qb,Lrp1,2.3888583,0.01,3.9396183,0.09625524858097076,0.06955831767208942,0.014654011,0.92815554,0.10970908730271711,0.0003377686610879067,Retina,Sham
Homeostatic MG,DAM-like MG,Ly86,Cd180,2.3258939,0.01,4.892464,0.11030076708672895,0.2763898095058763,0.018347703,0.9350512,0.0644719466430781,0.0003426010992293486,Retina,Sham
NK cell,BAM,Ccl5,Ccr5,2.4962595,0.0,3.9119573,4.264205592065836,2.6516095951507253,0.08561535,0.9279202,0.0003862676848849037,0.00034746771718877594,Retina,Sham
Neutrophil,NK cell,B2m,Klrd1,2.3183951,0.0,5.32368,8.298850143642884,1.8710351785111905,0.09556343,0.93756944,0.00018535240465325801,0.0003523685119312231,Retina,Sham
Activated MG (Ccl5+),DAM-like MG,C1qb,Lrp1,2.3139572,0.38,4.4868655,0.009710002489239228,0.012022033040383517,0.01668958,0.93237334,0.30598021792423985,0.0003672759798229793,Retina,Sham
Iron+ MG (Fth1+),MHCII+ MG,Apoe,Trem2,2.3121974,0.0,4.8983364,0.46777605053568727,2.005881980906239,0.015828488,0.9350876,0.041921894084071855,0.00037231345171065877,Retina,Sham
Homeostatic MG,Homeostatic MG,Ly86,Cd180,2.3026724,0.0,4.751039,0.08050759937392342,0.401018967077043,0.017817331,0.9341548,0.08903688371728118,0.00038249087727553236,Retina,Sham
BAM,T cell,Apoe,Sorl1,2.9618578,0.0,3.854337,2.211920254120771,3.0090925156475,0.04600489,0.9274224,0.0027609997879886423,0.00038249087727553236,Retina,Sham
Neutrophil,T cell,Tnfsf10,Ccr6,0.04264976,0.88,0.0014733901,-0.07469367991278021,-0.08833228722547568,0.0031516925,0.19989654,1.0,0.0003946156961556471,Retina,Sham
Activated MG (Ccl5+),Neutrophil,C1qb,Lrp1,2.2893982,0.59,4.327459,-0.022880367339111723,-0.06870909260581626,0.016096642,0.9312239,0.5492838195210946,0.00039801317457214516,Retina,Sham
BAM,NK cell,Apoe,Sorl1,2.959468,0.0,3.8295782,2.2068787603326636,2.9808215778088663,0.04570937,0.9272052,0.0027609997879886423,0.0004085321099948244,Retina,Sham
Iron+ MG (Fth1+),Activated MG (Ccl5+),Apoe,Trem2,2.2889132,0.0,4.7594943,0.4380267028693021,1.8473578913133195,0.015379836,0.93420947,0.05027211887040377,0.0004085321099948244,Retina,Sham
NK cell,Homeostatic MG,Tln1,Itgb5,2.2859395,0.0,5.209057,0.7786524581975128,0.9283573158124676,0.022956816,0.9369294,0.0038692944144179055,0.00041384278976874854,Retina,Sham
DAM-like MG,NK cell,B2m,Klrd1,2.2776132,0.0,5.153051,8.245911358780399,1.849715956871892,0.09250052,0.93660927,0.00022760540639128808,0.00041918766381369657,Retina,Sham
Proliferating MG,B cell,App,Cd74,2.709667,0.0,3.815754,2.2946285214077453,2.4758143631407883,0.047411077,0.9270831,0.0027609997879886423,0.00041918766381369657,Retina,Sham
Activated MG (Ccl5+),Homeostatic MG,C1qb,Lrp1,2.2690084,0.79,4.195113,-0.049937701928061906,0.06392950259815966,0.015604363,0.93022263,0.6841670651204171,0.0004245666155720126,Retina,Sham
Neutrophil,Proliferating MG,Apoe,Trem2,2.2664027,0.0,5.0907655,0.5436053921309416,0.27183794334214073,0.016450306,0.9362473,0.03282257208084526,0.0004299796985888009,Retina,Sham
NK cell,Proliferating MG,Ccl5,Ccr5,2.4802566,0.0,3.7833195,4.245191737062579,2.6143733775235276,0.082800046,0.92679405,0.000481456406242599,0.0004354269098290961,Retina,Sham
Iron+ MG (Fth1+),Neutrophil,Apoe,Trem2,2.2654736,0.0,4.619725,0.4080783534943814,1.7027760646361751,0.014928185,0.9332875,0.06120368576973577,0.0004354269098290961,Retina,Sham
B cell,B cell,Btla,Cd79a,2.2629907,0.0,4.3541646,7.474384669703836,3.5230760979605735,0.73717517,0.9314207,5.295701601977548e-08,0.0004409082462579326,Retina,Sham
Neutrophil,B cell,App,Cd74,2.7036948,0.0,3.7609565,2.2861419530604246,2.4674263351758086,0.046730213,0.92659265,0.0027609997879886423,0.0004409082462579326,Retina,Sham
Homeostatic MG,Proliferating MG,Ly86,Cd180,2.2603276,0.36,4.4931474,0.0261779126532461,0.14828936302651075,0.016850187,0.93241745,0.28932404530375144,0.00045197328254136735,Retina,Sham
Neutrophil,Iron+ MG (Fth1+),Apoe,Trem2,2.2600787,0.0,5.059393,0.5355251559239012,0.6235882210329204,0.016348928,0.9360626,0.03426105195079921,0.0004575569763260345,Retina,Sham
Activated MG (Ccl5+),Proliferating MG,C1qb,Lrp1,2.258324,0.77,4.125763,-0.0641166956619641,-0.11532128874006342,0.015346404,0.9296797,0.8185622291668764,0.0004631747831593808,Retina,Sham
MHCII+ MG,DAM-like MG,C1qb,Lrp1,2.2552588,0.88,4.324559,-0.06499368595076177,0.05328605468906189,0.016085858,0.9312025,0.8569914769688896,0.00047451278439825117,Retina,Sham
BAM,Neutrophil,Apoe,Sorl1,2.9488811,0.0,3.7199106,2.1845468113509923,2.9664706510641934,0.044400394,0.92621857,0.0027609997879886423,0.00047451278439825117,Retina,Sham
NK cell,DAM-like MG,Ccl5,Ccr5,2.4686675,0.0,3.6901608,4.231422072357432,2.6710489705083127,0.08076122,0.92594373,0.0005661014386506906,0.0004802329125300055,Retina,Sham
Neutrophil,Neutrophil,Lyz2,Itgal,2.2433376,0.0,4.025504,4.6564336031175095,3.128375176348213,0.094612814,0.9288713,0.00020066623723518067,0.000491775468484903,Retina,Sham
Proliferating MG,DAM-like MG,Ly86,Cd180,2.2415905,0.51,4.621573,-0.010523048578011923,-0.04790254926432591,0.017331809,0.93329996,0.45561279485472467,0.000497597890238115,Retina,Sham
Proliferating MG,NK cell,B2m,Klrd1,2.2352598,0.0,4.975849,8.190934005209373,1.7804059622295068,0.08931964,0.9355625,0.0002813742199545786,0.0005093450061212381,Retina,Sham
MHCII+ MG,Neutrophil,C1qb,Lrp1,2.2306998,0.91,4.170919,-0.09758405577911272,-0.027445070957137885,0.015514368,0.93003464,0.9465253422219259,0.0005152696941812181,Retina,Sham
Iron+ MG (Fth1+),Proliferating MG,Gnai2,P2ry12,2.222258,0.01,4.9383245,0.214308267154599,0.4629150459470579,0.016149787,0.9353339,0.051626820808862474,0.0005272213153631873,Retina,Sham
Homeostatic MG,BAM,C1qb,Lrp1,2.2437077,1.0,3.6320257,-0.08846073269360294,-0.09849030030928396,0.013509872,0.92539746,1.0,0.000533248306601439,Retina,Sham
Proliferating MG,Homeostatic MG,Ly86,Cd180,2.218369,0.8,4.4879785,-0.040316216290817455,0.07672660830684075,0.016830802,0.93238115,0.7016716422339038,0.0005393093076094333,Retina,Sham
Neutrophil,Proliferating MG,Gnai2,P2ry12,2.2161872,0.01,4.9112177,0.20595888754814679,0.09963999349086183,0.016061142,0.93516725,0.0725366981638508,0.0005454043791765251,Retina,Sham
BAM,BAM,C1qb,Lrp1,2.2390852,0.99,3.6222305,-0.09435468293391888,-0.1709910346101554,0.013473438,0.92530423,1.0,0.0005454043791765251,Retina,Sham
DAM-like MG,Proliferating MG,Apoe,Trem2,2.2129655,0.0,4.871421,0.5039870329259261,1.1599435201941428,0.015741516,0.9349202,0.04334137102986128,0.0005576967218481381,Retina,Sham
MHCII+ MG,Homeostatic MG,C1qb,Lrp1,2.2103097,1.0,4.0433607,-0.1246413903680629,0.10519352424683803,0.015039896,0.92901736,1.0,0.0005701253103365534,Retina,Sham
DAM-like MG,DAM-like MG,Ly86,Cd180,2.2096193,0.79,4.5188403,-0.05634213319855007,-0.0036976538736024356,0.016946541,0.93259686,0.6841670651204171,0.0005763907558930586,Retina,Sham
Iron+ MG (Fth1+),MHCII+ MG,C1qb,Lrp1,2.4844809,0.0,3.608331,0.2131559942177691,0.6866982113173918,0.013421737,0.92517126,0.1158877111850865,0.0005763907558930586,Retina,Sham
Proliferating MG,Homeostatic MG,Gnai2,P2ry12,2.209495,0.0,4.6820173,0.18794099815758378,0.47095310670704005,0.015311587,0.9337033,0.051978819515718706,0.0005826901203620466,Retina,Sham
BAM,Activated MG (Ccl5+),Apoe,Lrp1,2.936957,0.0,3.596384,1.3205625126638059,2.3746950514261123,0.021892803,0.9250563,0.005126095720542435,0.0005826901203620466,Retina,Sham
DAM-like MG,Iron+ MG (Fth1+),Apoe,Trem2,2.2066412,0.0,4.8413997,0.4959067967188856,1.5116937978849225,0.015644504,0.93473184,0.04462776669090979,0.000589023668305394,Retina,Sham
Proliferating MG,BAM,C1qb,Lrp1,2.2213387,0.98,3.5846236,-0.11694085878165143,-0.19401382516590748,0.013333553,0.92494273,1.0,0.000595391127644894,Retina,Sham
NK cell,NK cell,B2m,Klrd1,2.203074,0.0,4.8411875,8.149154387020229,1.6944583689984842,0.08690238,0.9347305,0.0003559134763035441,0.0006017927658350919,Retina,Sham
MHCII+ MG,Proliferating MG,C1qb,Lrp1,2.1996253,0.99,3.9765189,-0.1388203841019651,-0.07405726709138505,0.014791269,0.9284657,1.0,0.0006082283079053707,Retina,Sham
Neutrophil,NK cell,Lyz2,Itgal,2.197744,0.0,3.729431,4.411540514053627,2.939854930975124,0.0876541,0.9263059,0.000319482085335517,0.0006146980242024286,Retina,Sham
Neutrophil,BAM,Apoe,Trem2,2.1964192,0.0,4.743585,0.4541896531139335,0.24012583616370486,0.015328428,0.93410647,0.05162868168287292,0.0006212016368637529,Retina,Sham
DAM-like MG,Homeostatic MG,Ly86,Cd180,2.1863978,0.97,4.3882155,-0.0861353009113556,0.12093150369756422,0.016456673,0.93166906,1.0,0.00064091692633112,Retina,Sham
DAM-like MG,Homeostatic MG,Gnai2,P2ry12,2.1828668,0.0,4.540539,0.15131694131963666,0.38687389166183017,0.014848911,0.93274724,0.06327440671125208,0.0006609384159628965,Retina,Sham
Iron+ MG (Fth1+),DAM-like MG,Apoe,Lrp1,2.1820047,0.0,4.1220055,0.9623519500281423,2.128837268085351,0.025092492,0.9296499,0.0027609997879886423,0.0006676801804536741,Retina,Sham
BAM,DAM-like MG,Ly86,Cd180,2.1787539,0.93,4.4196606,-0.10057722813827455,-0.1407150074542367,0.016574595,0.931896,1.0,0.0006744560983603797,Retina,Sham
NK cell,BAM,Lgals1,Ptprc,2.177354,0.0,4.7363467,4.723656148544298,1.82012074397228,0.047750134,0.93405944,0.0027609997879886423,0.0006812658788133386,Retina,Sham
BAM,Neutrophil,Apoe,Ldlr,2.9250185,0.0,3.4727135,2.2266913854919785,2.9763750593281073,0.095028736,0.9238343,0.0011379532440714234,0.0006812658788133386,Retina,Sham
Proliferating MG,Proliferating MG,Ly86,Cd180,2.1760242,0.88,4.244366,-0.09464590301149478,-0.1760029957436915,0.015917208,0.93060046,1.0,0.0006881098080568889,Retina,Sham
BAM,T cell,Mrc1,Ptprc,2.1751308,0.0,4.5182223,2.5920382397150328,2.1169073991672036,0.068594396,0.9325926,0.0012814392064527237,0.0006949877387774365,Retina,Sham
NK cell,DAM-like MG,Tln1,Itgb5,2.1648178,0.0,4.686385,0.6045651772972404,0.5171845203584935,0.02065335,0.93373215,0.007314063004052336,0.0007158252122280883,Retina,Sham
Iron+ MG (Fth1+),Neutrophil,Apoe,Lrp1,2.1574457,0.0,3.9755611,0.9297615801997914,2.048106142439151,0.02420102,0.9284577,0.0029397017893900775,0.0007228391170622316,Retina,Sham
Homeostatic MG,B cell,App,Cd74,2.6676042,0.0,3.4298203,2.234858933164752,2.4712803809431643,0.04261582,0.92339593,0.0027609997879886423,0.0007298868581433301,Retina,Sham
BAM,Homeostatic MG,Ly86,Cd180,2.1555324,1.0,4.2919025,-0.13037039585108007,-0.016085849883070047,0.01609548,0.9309593,1.0,0.0007298868581433301,Retina,Sham
BAM,Neutrophil,Mrc1,Ptprc,2.1541667,0.0,4.4463716,2.5619576448972166,2.154089998697186,0.06750358,0.93208694,0.0013834240219696907,0.0007512342646264752,Retina,Sham
Activated MG (Ccl5+),BAM,C1qb,Lrp1,2.1524675,1.0,3.4386764,-0.2045896391106804,-0.24008354654575992,0.012790681,0.923487,1.0,0.0007584179162344757,Retina,Sham
BAM,T cell,Apoe,Lrp1,2.9187348,0.0,3.407619,1.2963816277614155,2.1042867459254166,0.020743705,0.9231659,0.007135810781806049,0.0007728874342353184,Retina,Sham
T cell,Neutrophil,Mdk,Sdc4,0.039523497,0.6,0.0015571913,-0.008722368465139088,-0.0473261459130986,0.0036524946,0.20435698,1.0,0.0007891967860055503,Retina,Sham
Iron+ MG (Fth1+),MHCII+ MG,Gnai2,P2ry12,2.144823,0.07,4.59576,0.11102615249533487,0.7115424563810953,0.015029499,0.93312544,0.10844046503241649,0.0008022337120964357,Retina,Sham
Iron+ MG (Fth1+),Activated MG (Ccl5+),Gnai2,P2ry12,2.144681,0.09,4.5951304,0.11083641174785186,0.5714073786933529,0.015027442,0.93312114,0.12164955499520218,0.000809655090642131,Retina,Sham
DAM-like MG,Proliferating MG,Ly86,Cd180,2.144053,0.96,4.150018,-0.1404649876320329,-0.13179810035296802,0.015563386,0.929871,1.0,0.0008171105763387311,Retina,Sham
DAM-like MG,BAM,Apoe,Trem2,2.142982,0.0,4.539199,0.41457129390891795,1.128231413015707,0.014667974,0.932738,0.0689309910233835,0.0008245998494491467,Retina,Sham
BAM,B cell,App,Rpsa,2.1427062,0.0,3.4123545,1.321569884308095,1.3821103140743864,0.023652129,0.9232151,0.003248676219732419,0.0008321232250825517,Retina,Sham
BAM,Homeostatic MG,Gnai2,P2ry12,2.1426196,0.0,4.326701,0.09596166743852638,0.35901134399377166,0.014149598,0.9312183,0.08564975776062404,0.0008396803806179547,Retina,Sham
Neutrophil,Homeostatic MG,Tln1,Itgb5,2.1414208,0.0,4.51125,0.576993207293619,0.7957756793410098,0.019881517,0.932544,0.009153122834357699,0.0008548968221846649,Retina,Sham
NK cell,DAM-like MG,Lgals1,Ptprc,2.1393209,0.0,4.565606,4.669084084614175,1.7640319244884153,0.04602879,0.93291974,0.0027609997879886423,0.0008625557789558719,Retina,Sham
Neutrophil,MHCII+ MG,Gnai2,P2ry12,2.1387525,0.14,4.5705333,0.10267677288888266,0.3482674039248992,0.014947002,0.9329535,0.1524824286298157,0.0008702488266791264,Retina,Sham
Neutrophil,Activated MG (Ccl5+),Gnai2,P2ry12,2.1386101,0.12,4.5699077,0.10248703214139965,0.20813232623715683,0.014944956,0.9329492,0.1396292865314161,0.000885736530695949,Retina,Sham
Homeostatic MG,Neutrophil,Ly86,Cd180,2.137908,0.98,3.7475772,-0.13088954451700657,0.018553674571019085,0.014054151,0.92647135,1.0,0.0008935311794786023,Retina,Sham
Iron+ MG (Fth1+),BAM,Gnai2,P2ry12,2.137783,0.1,4.5646152,0.10163591449580905,0.3983579617141344,0.014927648,0.93291295,0.12792414971679741,0.0009013599099554092,Retina,Sham
NK cell,Homeostatic MG,Gnai2,P2ry12,2.1376708,0.13,4.300408,0.08915525151291712,0.37435171841969517,0.014063611,0.9310229,0.14644197572682072,0.0009092223865341857,Retina,Sham
Iron+ MG (Fth1+),Homeostatic MG,Apoe,Lrp1,2.1370556,0.0,3.8539774,0.9027042456108413,2.180744737643127,0.023460887,0.9274193,0.0034242645723605468,0.000917118940177782,Retina,Sham
Iron+ MG (Fth1+),DAM-like MG,Gnai2,P2ry12,2.1349282,0.15,4.551986,0.09782815323361338,0.40471962219219937,0.0148863485,0.9328262,0.15811043270659644,0.0009410118630746488,Retina,Sham
Neutrophil,BAM,Gnai2,P2ry12,2.1317124,0.16,4.53956,0.09328653488935684,0.03508290925793833,0.014845709,0.9327405,0.17152134627624596,0.0009652096938251354,Retina,Sham
Neutrophil,DAM-like MG,Gnai2,P2ry12,2.1288576,0.17,4.5270004,0.08947877362716117,0.0414445697360033,0.014804636,0.93265355,0.17054159733835886,0.0009815110851019173,Retina,Sham
