source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,tissue,condition
Homeostatic MG,DAM-like MG,Tgfb1,Acvrl1,0.562561,0.0,0.20095025,0.18707516347034198,0.07810812341002984,0.0104932925,0.78105646,0.09084684184425285,0.41257128184637537,Retina,MB
BAM,Proliferating MG,Arf6,Pld1,0.6777576,0.01,0.20096974,0.22272867348458467,0.04564223137224016,0.008356107,0.78106475,0.2468219227008073,0.4126343149191346,Retina,MB
DAM-like MG,T cell,Ccl5,Ccrl2,0.1643846,1.0,0.024731824,-0.1620395628041934,-0.973509912288878,0.0022113333,0.5558535,1.0,0.412637886503627,Retina,MB
pDC,Neutrophil,Gnai2,Oprm1,0.8593186,0.61,0.50585544,-0.024447292240438068,-0.12675420415809446,0.003883023,0.84985065,1.0,0.4126556879947927,Retina,MB
BAM,gdT cell,Adam10,Notch1,0.6057483,0.04,0.1799149,0.055009917455150485,-0.1057398768344181,0.0067670415,0.7714553,0.716809783573729,0.4127137943370681,Retina,MB
T cell,Homeostatic MG,Timp2,Itgb1,0.8592862,0.78,0.7357892,-0.015561551815703813,-0.3361069607805305,0.0054125325,0.87222505,1.0,0.4127403389361378,Retina,MB
MHCII+ Mac/APC,gdT cell,S100a8,Cd69,0.55638623,0.0,0.20103814,0.8667972703071892,0.07299285672166977,0.014950774,0.78109384,0.09705941852142934,0.41276054329306633,Retina,MB
Activated MG (Ccl5+),Neutrophil,H2-Aa,Lag3,0.546718,0.93,0.17990497,-0.06669853374232342,-0.18711834314433518,0.0032761123,0.77145046,1.0,0.4127768419240938,Retina,MB
B cell,pDC,L1cam,Itgav_Itgb3,0.16233498,1.0,0.024734026,-0.3146219385928057,-0.5838213836242273,0.0018239045,0.5558645,1.0,0.41285247113844786,Retina,MB
Activated MG (Ccl5+),Homeostatic MG,Apoe,Scarb1,1.5437306,0.95,0.48335373,0.02459952223286068,-0.3455971594817707,0.0083389105,0.84692436,1.0,0.41285763511850604,Retina,MB
T cell,DAM-like MG,Tgm2,Itgb1,0.5767069,0.0,0.17986552,0.10325089988700539,-0.15772983308408764,0.009123077,0.77143115,1.0,0.412903099361693,Retina,MB
BAM,B cell,Timp2,Itgb1,0.53803617,1.0,0.2010953,-0.36475647008540985,-0.961798511446573,0.0014792754,0.78111815,1.0,0.41295000562394196,Retina,MB
Homeostatic MG,T cell,Cd14,Itgb1,0.8592471,0.0,0.6850189,0.2811731053758585,0.27377874984213646,0.012682066,0.8681876,0.013537472726344266,0.41299428374703034,Retina,MB
pDC,gdT cell,Lrpap1,Sorl1,0.62342274,0.0,0.201104,0.2389226929782952,0.08317380859760981,0.00449866,0.7811219,0.6368007888010958,0.41301307726436365,Retina,MB
T cell,B cell,Tgfb1,Cxcr4,0.51317894,0.0,0.1868922,0.43374209726976287,0.1954601781749889,0.02264815,0.7747921,0.019548208845750547,0.413029382542524,Retina,MB
pDC,B cell,Gnai2,Oprm1,0.73779416,0.98,0.17978677,-0.1726976521141449,-0.4826493787743258,0.0013800705,0.7713925,1.0,0.413029382542524,Retina,MB
T cell,gdT cell,Sema3c,Nrp1_Plxna2,0.1636222,0.0,0.024739401,0.6388109822927588,0.15647019672840667,0.038591906,0.5558913,0.03283527853125077,0.4130670135337652,Retina,MB
Neutrophil,NK cell,Hgf,Itgb1,0.75806206,0.0,0.20114738,0.4494005692858165,0.5694849388033579,0.021736262,0.7811403,0.013537472726344266,0.4130762983680475,Retina,MB
T cell,gdT cell,Gnai2,S1pr1,0.73917544,0.0,0.20114823,0.17619127252649613,0.036277615201501176,0.0066286144,0.7811406,0.30936132331301225,0.41313938286697754,Retina,MB
NK cell,Iron+ MG (Fth1+),Selplg,Itgb2,0.8591931,0.89,0.66651535,-0.044746587765463884,-0.22519052428361397,0.0058735735,0.86661285,1.0,0.41316364551626705,Retina,MB
DAM-like MG,NK cell,Adam17,Notch1,0.589715,0.0,0.20115964,0.2654121492521273,0.12283416120037755,0.011132554,0.78114545,0.050472760696978786,0.4132026168589841,Retina,MB
NK cell,T cell,Itgb3bp,Itgb5,0.8336212,0.99,0.17974012,-0.04881672765996274,-0.2298424818743934,0.0055099735,0.7713696,1.0,0.413218927125266,Retina,MB
Proliferating MG,Neutrophil,Rtn4,Rtn4rl1,0.85917073,0.65,0.5301397,-0.06145694841837955,-0.3344461504286912,0.0057898927,0.85281783,1.0,0.41324833638038994,Retina,MB
T cell,DAM-like MG,Adam15,Itgav,0.6419586,0.0,0.20117557,0.08862785953686705,-0.10060670813645156,0.0076752645,0.78115225,0.6890440628174522,0.4132657142177336,Retina,MB
BAM,gdT cell,Lpl,Sdc1,0.15930957,0.0,0.024754448,0.8993880754075769,0.32544699267784793,0.09436942,0.5559664,0.013537472726344266,0.41328157444097435,Retina,MB
MHCII+ Mac/APC,NK cell,Cd14,Itga4,0.55476964,0.0,0.17971718,0.1211320803392053,0.11548274772905759,0.004686604,0.7713583,0.880956155353898,0.41328202614438236,Retina,MB
DAM-like MG,MHCII+ Mac/APC,Bsg,Slc16a7,0.5781161,0.0,0.2011979,0.18298302219099008,0.13069254118716278,0.006953209,0.7811617,0.2517676865437934,0.41332881799960197,Retina,MB
DAM-like MG,MHCII+ Mac/APC,Il16,Cd9,0.56031764,1.0,0.17971271,-0.2411415190947538,-0.5055162859980662,0.004038433,0.7713561,1.0,0.4133451315867015,Retina,MB
Iron+ MG (Fth1+),pDC,Mif,Egfr,0.5913651,0.0,0.2012214,1.5323713151993277,1.2359047202456703,0.14526697,0.78117174,3.075527558900473e-05,0.41339207131925626,Retina,MB
Homeostatic MG,Proliferating MG,Adam10,Gpnmb,0.675278,0.01,0.17969535,0.11105256115021823,-0.01851938597133268,0.0051873117,0.7713477,0.7405224147062845,0.41340838657065715,Retina,MB
Neutrophil,Activated MG (Ccl5+),F13a1,Itgb1,0.51299566,0.0,0.20027123,0.2986848735157748,0.6386535860718991,0.02735501,0.78076696,0.013537472726344266,0.41340838657065715,Retina,MB
Homeostatic MG,Iron+ MG (Fth1+),Pros1,Mertk,0.8590053,1.0,0.53124815,-0.21539952301542448,-0.6759019077286816,0.0041449615,0.8529489,1.0,0.413417738064365,Retina,MB
DAM-like MG,MHCII+ MG,Adam9,Itga6,0.53462666,1.0,0.20125984,0.015205085542481817,0.1428692157381436,0.009051189,0.7811881,1.0,0.41345518796290853,Retina,MB
Homeostatic MG,Homeostatic MG,Adam10,Cd44,0.6752687,0.13,0.17967303,-0.01614066744685541,-0.36785164602865184,0.0021779544,0.77133673,1.0,0.41347150487493006,Retina,MB
Neutrophil,Proliferating MG,Il1f9,Il1rap_Il1rl2,0.1587562,0.07,0.024754534,0.35686830169772527,0.07602292801195887,0.055856943,0.5559668,0.36723522094175487,0.41349612348403,Retina,MB
MHCII+ Mac/APC,T cell,S100a4,Ccr5,0.85898685,0.0,0.7374224,0.43239424040920593,0.7288381885954509,0.015370225,0.87234855,0.013537472726344266,0.4135024488829049,Retina,MB
Proliferating MG,T cell,H2-K1,Cd8a,1.0979086,0.01,0.48463786,0.4443000965286176,0.4022147748448691,0.018577537,0.84709626,0.03700830424741792,0.4135024488829049,Retina,MB
Activated MG (Ccl5+),Proliferating MG,Gnas,Adora1,0.81602275,1.0,0.17966783,-0.03179505593040184,-0.0376720973703584,0.011071604,0.7713341,1.0,0.41359790391819895,Retina,MB
MHCII+ Mac/APC,BAM,Grn,Tnfrsf1a,0.52138054,1.0,0.20128058,-0.0966072083845212,-0.2037527773780422,0.0054943087,0.7811969,1.0,0.4136448627850978,Retina,MB
Homeostatic MG,gdT cell,Calr,Itgav,0.85893166,0.98,0.6906694,-0.10773937469506469,-0.4013644325417892,0.0042827246,0.86865693,1.0,0.4136718904698091,Retina,MB
NK cell,pDC,Tnf,Notch1,0.15766865,1.0,0.02476709,-0.20911288994107582,-0.47805826533169926,0.0021593596,0.5560294,1.0,0.4137106302936041,Retina,MB
Activated MG (Ccl5+),pDC,Hsp90aa1,Egfr,0.53900087,0.01,0.17964531,0.832550409497533,0.4909489035932168,0.042198498,0.771323,0.017473895821398494,0.4137243287191318,Retina,MB
gdT cell,BAM,Hspa8,Adrb2,1.0958204,0.0,0.48443294,0.16797620296170812,0.02720032590732696,0.007817973,0.84706885,0.18080994267050712,0.4137565732560634,Retina,MB
Proliferating MG,pDC,Fgf13,Egfr,0.5916205,0.0,0.20132664,1.030589963208646,0.5342256415442654,0.08495075,0.78121644,0.012198550259163516,0.41383445239153416,Retina,MB
BAM,pDC,Mfng,Notch1,0.15769179,0.75,0.024773942,-0.02990340363876834,-0.11733873823991625,0.0048174984,0.55606353,1.0,0.4139251556110158,Retina,MB
MHCII+ Mac/APC,Homeostatic MG,Adam10,Tspan14,0.8587181,0.09,0.6882655,0.05187501048730156,0.07645227497411067,0.0067062657,0.8684579,0.466155196026174,0.41392605472655986,Retina,MB
DAM-like MG,MHCII+ MG,Pdgfb,Lrp1,0.85871786,0.0,0.657051,0.11040680642335869,0.2655105928803788,0.010476321,0.8657841,0.1652040643190857,0.4140108054324567,Retina,MB
T cell,BAM,Crtam,Cadm1,0.6197157,0.0,0.20144323,0.19976555534549284,0.1975205812848213,0.016827758,0.78126585,0.041210356880878034,0.4140557612291782,Retina,MB
BAM,T cell,Cadm1,Crtam,0.6197157,0.0,0.20144323,0.19976555534549284,0.1975205812848213,0.016827758,0.78126585,0.041210356880878034,0.4140557612291782,Retina,MB
pDC,Proliferating MG,Hspa8,Adrb2,0.9540678,0.23,0.48423252,0.06008477346573564,-0.01527150869860966,0.007814739,0.8470421,0.6386228201733831,0.41409556278457776,Retina,MB
NK cell,Iron+ MG (Fth1+),Sorbs1,Itgb5,0.858692,0.8,0.5154183,0.3618451466726294,0.11411598765668352,0.018854054,0.8510416,0.4859286524960462,0.41409556278457776,Retina,MB
gdT cell,Activated MG (Ccl5+),Lgals3bp,Itgb1,0.51274705,1.0,0.19989145,-0.15235314598640406,-0.13687542215942605,0.0028013291,0.7806044,1.0,0.4141037576941582,Retina,MB
Proliferating MG,pDC,Mfng,Notch1,0.15770835,0.55,0.024778847,-0.029865648022596208,-0.1485912719635582,0.0048184525,0.556088,0.9650179744268107,0.4141396386989607,Retina,MB
Proliferating MG,pDC,Lpl,Cd44,0.5954146,0.0,0.20144859,0.6380807242943478,0.6554664006503355,0.029840054,0.7812682,0.005819957178959054,0.4141507548414428,Retina,MB
B cell,BAM,Ptpn6,Clec12a,0.85860634,0.0,0.5796619,1.0368941323780736,0.7815647466350425,0.03745957,0.8583348,0.0017444425908977816,0.414180326782267,Retina,MB
DAM-like MG,Iron+ MG (Fth1+),Psap,Sort1,1.4633961,0.0,0.4841649,0.21160596812290333,0.2480037935906676,0.0051250393,0.847033,0.3487384918026841,0.4142650974248686,Retina,MB
B cell,MHCII+ Mac/APC,Apoe,Sorl1,0.85859257,1.0,0.5379615,-0.4971752750904334,-1.8948508355742826,0.0015840172,0.8537347,1.0,0.4142650974248686,Retina,MB
Proliferating MG,B cell,Adam17,Itgb1,0.5387859,0.99,0.20145628,-0.1696684613482078,-0.6828353235350344,0.002280613,0.7812714,1.0,0.4142772922718087,Retina,MB
Activated MG (Ccl5+),Proliferating MG,B2m,Tfrc,0.97093344,0.84,0.17953663,-0.01049381806131947,0.07354478677362088,0.0036591326,0.7712697,1.0,0.41429363080596165,Retina,MB
Iron+ MG (Fth1+),Activated MG (Ccl5+),Gas6,Mertk,0.8585882,1.0,0.6130238,0.11364740643102383,0.26314712893483555,0.015344856,0.861703,0.8000519411864674,0.41434987471172624,Retina,MB
B cell,BAM,Itgb3bp,Itgb5,1.1836647,0.0,0.48413476,0.34552070487885367,0.1779361273672629,0.0148412585,0.847029,0.024440169837230664,0.41434987471172624,Retina,MB
MHCII+ Mac/APC,Proliferating MG,Tgs1,Rxra,0.21060514,0.99,0.02478266,-0.0738302895715993,-0.08467680743082541,0.004336409,0.556107,1.0,0.41435414029204043,Retina,MB
Neutrophil,BAM,Vegfb,Nrp1,0.8876104,0.0,0.20150678,0.4195001124075366,0.4942985781960386,0.008227761,0.7812928,0.11152248151751085,0.4144670750590437,Retina,MB
Proliferating MG,Iron+ MG (Fth1+),Serpine1,Lrp1,0.5300589,0.31,0.17948449,0.03849885612474898,0.12288279597434038,0.010248273,0.77124405,0.7193097448160927,0.4144834185826334,Retina,MB
gdT cell,DAM-like MG,Lgals1,Itgb1,0.85857654,0.0,0.7252876,0.5678051007942363,0.3310229172428328,0.013753667,0.8714218,0.013537472726344266,0.4145194492155858,Retina,MB
B cell,Homeostatic MG,Gdf11,Bmpr2,0.5718868,0.0,0.20152,0.8243279061213206,0.39317896632462623,0.05583401,0.7812985,0.013537472726344266,0.41453030107349,Retina,MB
Activated MG (Ccl5+),T cell,Apoe,Ldlr,1.5421281,0.99,0.4739884,-0.044043599677995135,-0.4576623930579181,0.004812957,0.84565175,1.0,0.4145737917187612,Retina,MB
B cell,BAM,Apoe,Scarb1,0.72968245,1.0,0.20152335,-0.40623487540263936,-1.8349362230226725,0.0034767187,0.7812999,1.0,0.4145936769091332,Retina,MB
DAM-like MG,Neutrophil,Hsp90b1,Tlr1,0.88042766,0.0,0.1794605,0.21491469032530042,0.13037834196302844,0.0067576524,0.7712323,0.28603256884395734,0.4146100237606942,Retina,MB
MHCII+ Mac/APC,pDC,Cd200r1,Cd200,0.15902835,0.0,0.024783831,0.37206517960835384,0.2621094582219782,0.020997377,0.5561128,0.013537472726344266,0.4146758400774503,Retina,MB
pDC,MHCII+ Mac/APC,Cd200,Cd200r1,0.15902835,0.0,0.024783831,0.37206517960835384,0.2621094582219782,0.020997377,0.5561128,0.013537472726344266,0.4146758400774503,Retina,MB
MHCII+ MG,Neutrophil,Selplg,Itgb2,0.858479,1.0,0.6939967,-0.03259383502476247,0.23953651966901657,0.00611575,0.8689309,1.0,0.414689002266414,Retina,MB
pDC,Neutrophil,App,Notch2,0.55234396,1.0,0.20153597,-0.11479692332282374,-0.23722225392191626,0.0028519314,0.7813052,1.0,0.4147203045375417,Retina,MB
B cell,gdT cell,Itgb2,Thy1,0.62391734,0.0,0.20153853,1.140302117008508,0.4180378781652376,0.013710866,0.7813063,0.013537472726344266,0.4148469579468932,Retina,MB
BAM,MHCII+ MG,Adam9,Itgb5,0.9620768,0.09,0.48390803,0.1393811900485921,0.23171126999822636,0.013010511,0.84699863,0.466155196026174,0.41485862989580913,Retina,MB
DAM-like MG,Homeostatic MG,App,Notch2,0.8582876,0.0,0.73061955,0.24056523530800472,0.05094319908630729,0.010338982,0.8718316,0.13162749274146276,0.41485862989580913,Retina,MB
Iron+ MG (Fth1+),Activated MG (Ccl5+),Spp1,Ptger4,0.52789295,0.0,0.17937273,0.47517091558582725,1.1110273906188892,0.016919803,0.77118915,0.013537472726344266,0.4148633114554117,Retina,MB
BAM,Proliferating MG,Tgfb1,Eng,0.5477422,0.01,0.20154056,0.15051251668866206,-0.07923362075289059,0.010994635,0.7813072,0.5733098234181081,0.4149102225879743,Retina,MB
MHCII+ Mac/APC,BAM,Actr2,Ldlr,0.52324635,0.33,0.17935783,0.035712136619565876,0.10110284681885334,0.0059558772,0.77118176,0.7410160891249012,0.41492657775905917,Retina,MB
T cell,DAM-like MG,Adam17,Il6ra,0.85827756,0.0,0.67820686,0.18042019832456785,-0.027140758143931243,0.010432457,0.8676147,0.3468932360361046,0.41494345367033103,Retina,MB
pDC,Activated MG (Ccl5+),B2m,Klrd1,1.1550809,0.0,0.48382756,0.13394797562852573,0.35136779676253815,0.005152531,0.84698784,0.7536800247184345,0.41494345367033103,Retina,MB
NK cell,DAM-like MG,Angpt1,Itgb1,0.57644403,0.0,0.17935684,0.5799596860312088,0.2425736740407874,0.052121114,0.7711813,0.013537472726344266,0.4149899939773173,Retina,MB
BAM,gdT cell,Tgm2,Itgb3,0.17725462,0.38,0.024788063,0.018939916245849675,-0.09479791294019627,0.006750122,0.55613387,0.792206200732484,0.41499751317834876,Retina,MB
Homeostatic MG,DAM-like MG,Sema3c,Nrp1_Plxna4,0.6826637,0.0,0.20156279,0.2515508470392952,0.1498178849526441,0.010965249,0.7813166,0.035520277745794984,0.4150369146590601,Retina,MB
B cell,Iron+ MG (Fth1+),Lrpap1,Lrp1,0.52997804,0.74,0.1793472,-0.08720430834382094,0.0500660737413639,0.0041028843,0.7711766,1.0,0.4150532731593012,Retina,MB
DAM-like MG,Neutrophil,Fn1,C5ar1,0.53238064,0.0,0.20157662,0.23847427848435615,0.2853043794512602,0.016297502,0.7813225,0.02242615283059831,0.415100342118923,Retina,MB
Neutrophil,MHCII+ Mac/APC,Calr,Itgav,0.8581722,1.0,0.66691214,-0.11056373535171554,-0.10026245425984004,0.0041354094,0.86664724,1.0,0.41519796482532134,Retina,MB
MHCII+ Mac/APC,MHCII+ Mac/APC,Spp1,Itga5_Itgb1,0.1601929,0.54,0.024799647,0.003904181966600532,-0.08114146690214613,0.004912708,0.55619156,0.9532356871446567,0.4152119673267005,Retina,MB
Proliferating MG,Neutrophil,Gnas,Adrb2,1.1487895,0.08,0.48374185,0.0899174705591303,-0.03962474238670355,0.007336539,0.8469764,0.45009041014302786,0.4152828151519395,Retina,MB
BAM,T cell,Adam10,Cadm1,0.85809195,0.66,0.7038823,-0.015701368537061375,-0.34061007913961727,0.0071237767,0.86973417,1.0,0.41536767211494163,Retina,MB
MHCII+ Mac/APC,DAM-like MG,Tnf,Tradd,0.17309423,1.0,0.024805648,-0.06849981407026984,-0.2299409049569024,0.004022533,0.55622137,1.0,0.4154263792576277,Retina,MB
MHCII+ Mac/APC,B cell,Gnai2,Oprm1,0.735977,0.99,0.17929973,-0.17447047474156321,-0.38780949394573394,0.0013763319,0.7711532,1.0,0.41543351409756857,Retina,MB
pDC,Neutrophil,Fam3c,Lifr,0.51224965,0.0,0.1934024,0.4146675935187054,0.4494848250049666,0.010816119,0.77776545,0.023292426749057762,0.41543351409756857,Retina,MB
T cell,Homeostatic MG,Il16,Cd9,1.1782837,0.0,0.48369214,0.2952806815764671,0.3237891778750509,0.010869339,0.8469697,0.02260785403296439,0.4154525357136717,Retina,MB
BAM,T cell,Adam10,Notch2,0.8579277,0.01,0.7035411,0.0671855696267877,-0.1445016784032691,0.006593538,0.8697067,0.9372042900314034,0.4155373578877062,Retina,MB
B cell,pDC,Apoe,Scarb1,0.7297378,1.0,0.2016678,-0.40609135766343607,-1.8332610919745713,0.0034792111,0.78136104,1.0,0.4155439408446653,Retina,MB
pDC,NK cell,Apoe,Sorl1,0.85790324,1.0,0.68986166,-0.2313735532754282,-1.8955655278049315,0.0020312844,0.8685902,1.0,0.4156222347521674,Retina,MB
B cell,BAM,Adam9,Itgav,0.72328705,0.0,0.17927493,0.2345757618673891,0.19339929235778489,0.008659008,0.771141,0.08535972925096515,0.4156237934372876,Retina,MB
NK cell,T cell,Txlna,Stx4a,0.15758678,0.88,0.024831608,-0.04067910419034351,-0.14011294264648913,0.0036363956,0.55635047,1.0,0.41564080968558303,Retina,MB
T cell,Iron+ MG (Fth1+),L1cam,Cd9,0.8751467,0.33,0.20176814,0.054612229343086294,0.10512266687455174,0.009096744,0.78140354,0.7410160891249012,0.415670761879503,Retina,MB
T cell,DAM-like MG,Ccl12,Ccr5,0.85784066,0.0,0.6759774,0.1317097939359705,-0.14472947989232232,0.009767401,0.8674255,0.7929592046027033,0.41570711825038864,Retina,MB
pDC,DAM-like MG,B2m,Hfe,1.1549963,0.0,0.48347583,0.18165673701948581,0.15624421402209132,0.009520696,0.84694076,0.0556028931018065,0.41570711825038864,Retina,MB
Neutrophil,Proliferating MG,Sema4a,Nrp1_Plxna4,0.70955783,0.0,0.20177653,0.36647355288297967,0.2946804214943931,0.014738372,0.7814072,0.013537472726344266,0.41573411024479623,Retina,MB
T cell,T cell,Il15,Il15ra_Il2rb_Il2rg,0.15795225,0.85,0.02485724,-0.016830574102430503,-0.12243123914982604,0.008244992,0.5564778,1.0,0.4158551979001278,Retina,MB
Proliferating MG,gdT cell,Sptan1,Ptpra,0.85775054,0.01,0.65284294,0.23696535487640857,0.050779154756066425,0.008039113,0.8654103,0.2468219227008073,0.41587690514548753,Retina,MB
Homeostatic MG,Homeostatic MG,Csf1,Csf3r,0.7710064,0.0,0.1791931,0.24179019846186794,0.23509744811414876,0.013840092,0.7711007,0.02130068178183483,0.4158774938004651,Retina,MB
Homeostatic MG,B cell,Adam17,Itgb1,0.51205003,1.0,0.18858372,-0.20330064584658358,-0.5898940430818642,0.0021348875,0.77557725,1.0,0.41594086316749324,Retina,MB
Neutrophil,BAM,Il1b,Il1r2_Il1rap,0.78233504,0.0,0.17918462,0.673526289478696,0.9333932640428186,0.01797651,0.7710965,0.013537472726344266,0.41594086316749324,Retina,MB
T cell,Activated MG (Ccl5+),Rps19,C5ar1,1.067492,0.0,0.4833754,0.015347787786226363,-0.07768795824963348,0.00345869,0.8469273,1.0,0.415961808541053,Retina,MB
MHCII+ Mac/APC,DAM-like MG,Gnai2,Igf1r,0.8577294,0.4,0.505095,-0.0041258846884822745,-0.1351601742021286,0.0036264954,0.8497547,1.0,0.415961808541053,Retina,MB
Activated MG (Ccl5+),NK cell,H2-Aa,Lag3,0.5590285,0.79,0.20185897,-0.04575407902012574,-0.21772175263069662,0.0036758997,0.781442,1.0,0.41598785549364503,Retina,MB
MHCII+ Mac/APC,BAM,Cd14,Itgb1,0.55338955,1.0,0.17917362,-0.11499625666757429,-0.3568886518312652,0.0033171226,0.7710911,1.0,0.4160043826880911,Retina,MB
NK cell,NK cell,Selplg,Itgb2,0.8577081,0.94,0.66316825,-0.04675926403992382,-0.4136489574758603,0.005844078,0.86632156,1.0,0.41604671856775455,Retina,MB
Iron+ MG (Fth1+),T cell,Fn1,Itga6,0.6189797,0.38,0.20187525,0.018365163102531046,0.1515740494636879,0.0077371597,0.7814489,0.792206200732484,0.41605137979825263,Retina,MB
Neutrophil,gdT cell,Farp2,Plxna2,0.16392231,0.0,0.024864675,0.6492139153277363,0.21204229937247066,0.044342194,0.5565147,0.015745402678977078,0.4160696046089989,Retina,MB
DAM-like MG,DAM-like MG,Sptan1,Ptpra,0.8576949,0.0,0.6106338,0.22677921220925465,-0.03418569045333142,0.007519349,0.86147004,0.373887294140664,0.4161316352249359,Retina,MB
Homeostatic MG,BAM,Mfng,Notch2,0.55081147,0.0,0.20195769,0.2005813889857342,0.104081717064864,0.009785526,0.78148377,0.06445596607353785,0.4161783040513283,Retina,MB
NK cell,B cell,Gnai2,Oprm1,0.73544407,1.0,0.17915688,-0.1749905851956779,-0.6892181203482979,0.0013752354,0.77108294,1.0,0.41619469252922137,Retina,MB
DAM-like MG,T cell,Plau,Itgb5,0.8407903,0.97,0.20198393,0.04120025584103394,-0.1522770914680226,0.011596393,0.78149486,1.0,0.41624170397122295,Retina,MB
Neutrophil,BAM,Tfpi,Sdc4,0.1869167,0.0,0.024868032,0.28033936233425627,0.1772761672408526,0.010738458,0.55653137,0.024624710178042273,0.41628396910847304,Retina,MB
Activated MG (Ccl5+),Proliferating MG,Apoe,Scarb1,1.5393989,0.93,0.4580388,0.013370359162031026,-0.3823888423840364,0.007902172,0.84340465,1.0,0.4162891892202436,Retina,MB
Proliferating MG,BAM,Adam15,Itgav,0.85751104,0.0,0.5308587,0.42206485791638493,0.3431832359512592,0.02025336,0.8529029,0.013537472726344266,0.4163014884281141,Retina,MB
NK cell,NK cell,Gnai2,Igf1r,0.7439822,1.0,0.20198576,-0.1463546926367731,-0.5910109668441379,0.0014502229,0.78149563,1.0,0.4163052541155232,Retina,MB
Neutrophil,Iron+ MG (Fth1+),Adam10,Axl,0.5403498,1.0,0.17910294,-0.14833088722861007,-0.25231712401635276,0.003401118,0.7710563,1.0,0.4163216459259611,Retina,MB
MHCII+ Mac/APC,Neutrophil,Gnai2,Oprm1,0.85750145,0.72,0.50448513,-0.026220114867856387,-0.031914319329502616,0.003872504,0.8496775,1.0,0.4163864249727989,Retina,MB
DAM-like MG,Iron+ MG (Fth1+),B2m,Hfe,1.3021088,0.0,0.4831944,0.2871645422578544,0.3392381119626796,0.009515153,0.846903,0.04992026685553524,0.4163864249727989,Retina,MB
MHCII+ Mac/APC,B cell,Tgm2,Itga4,0.7526567,0.0,0.20202938,0.5365266612508454,0.5351349389694526,0.01443408,0.7815141,0.013537472726344266,0.41643222999346335,Retina,MB
T cell,BAM,S100a4,Ccr5,0.85747266,0.0,0.59196776,0.35393879298052267,0.3097802033507733,0.012338488,0.85960716,0.013537472726344266,0.41647132004427234,Retina,MB
Homeostatic MG,MHCII+ MG,L1cam,Cd9,0.8501089,0.3,0.20203203,0.03839620799618035,0.21983285096650962,0.009108641,0.78151524,0.7080752901942347,0.4164956556985222,Retina,MB
BAM,B cell,Ccl2,Ccr9,0.16034028,0.27,0.024870448,0.019998955278549554,-0.11487790819631616,0.0041788435,0.55654335,1.0,0.41649835209957176,Retina,MB
NK cell,DAM-like MG,Gnai2,Igf1r,0.85719645,0.53,0.5046926,-0.004645995142596941,-0.43656880060469255,0.0036236062,0.8497038,1.0,0.41655626984026006,Retina,MB
NK cell,T cell,Angpt1,Itgb1,0.63773316,0.0,0.20208044,0.6474617136845451,0.528049349307554,0.058724593,0.7815357,0.012830703830578851,0.4166226702873784,Retina,MB
Neutrophil,BAM,Sema4a,Nrp1_Plxna4,0.6386439,0.04,0.17904304,0.1407159463325572,-0.014164635524966926,0.013149564,0.77102673,0.3654512399650257,0.41663907042877046,Retina,MB
pDC,Homeostatic MG,Grn,Tnfrsf1b,0.8571912,0.0,0.5663268,0.1760924819542255,0.22649478295404069,0.010460826,0.85691386,0.06084052412194927,0.41664122626279165,Retina,MB
T cell,Proliferating MG,Tgfb1,Eng,0.5118095,0.03,0.18472943,0.10883966389728607,-0.07175440256362059,0.010077538,0.77377504,0.5372209326388112,0.4167026610111738,Retina,MB
T cell,T cell,Lamc1,Itga6_Itgb1,0.60804844,0.0,0.17903483,0.1495745905125342,0.018470800007954702,0.011953675,0.77102274,0.20266155542719425,0.4167026610111738,Retina,MB
T cell,Activated MG (Ccl5+),Hras,Insr,0.16954988,1.0,0.024878029,-0.11751278377025944,-0.09514801293051475,0.0024775031,0.5565809,1.0,0.41671272323143665,Retina,MB
Activated MG (Ccl5+),pDC,Apoe,Scarb1,1.5382938,0.95,0.45158058,0.010505655477264057,-0.38405455886856166,0.007790754,0.8424646,1.0,0.416717912419582,Retina,MB
pDC,Proliferating MG,App,Cd74,0.5535345,1.0,0.20208493,-0.41904042677770753,-0.8517163151885592,0.0010109391,0.78153753,1.0,0.4167497106965369,Retina,MB
MHCII+ Mac/APC,MHCII+ MG,Sema4d,Plxnb2,0.51175463,1.0,0.18894792,-0.18426238638784112,0.009895637243012345,0.0030564247,0.7757451,1.0,0.4167661141716589,Retina,MB
NK cell,BAM,Adam10,Cadm1,0.8570982,0.69,0.6985403,-0.025328242463633632,-0.2527903357885325,0.0070697116,0.869302,1.0,0.416811158984863,Retina,MB
T cell,Homeostatic MG,Adam10,Tspan5,0.6091407,0.01,0.20214298,0.025576274637978635,-0.10231766519518343,0.005120787,0.7815621,0.7673782637960369,0.4168767769286233,Retina,MB
gdT cell,B cell,Cd40lg,Cd53,0.66479707,0.33,0.17899619,0.4080626874269617,0.028199286918365207,0.032009773,0.7710037,0.42156584880611353,0.41689318373781403,Retina,MB
Proliferating MG,pDC,Hgf,Nrp1,0.31846178,1.0,0.024880836,-0.14499203170263922,-0.24631304769727813,0.0028744794,0.5565949,1.0,0.416927052159925,Retina,MB
Activated MG (Ccl5+),BAM,Apoe,Scarb1,1.5382385,0.95,0.4512571,0.010362137738060787,-0.38572968991666295,0.007785173,0.8424171,1.0,0.4169322714054741,Retina,MB
