axis,tissue,condition,source,target,lr_means,magnitude_rank,specificity_rank
Apoe|Lrp1,Retina,MB,Neutrophil,BAM,2.1716561,0.0026109094203236,1.0
Apoe|Lrp1,Retina,MB,Proliferating MG,Iron+ MG (Fth1+),1.9546866,0.0029734470010383,0.8227601920309868
Apoe|Lrp1,Retina,MB,BAM,MHCII+ Mac/APC,2.7690175,0.0029904790673074,0.1838937022685288
Apoe|Lrp1,Retina,MB,MHCII+ Mac/APC,Proliferating MG,1.9509332,0.0030332684314993,0.7080752901942347
Apoe|Lrp1,Retina,MB,MHCII+ MG,Neutrophil,1.9691474,0.0030590863375151,0.6894944735964357
Apoe|Lrp1,Retina,MB,Activated MG (Ccl5+),Proliferating MG,1.9446669,0.003137187443938,1.0
Apoe|Lrp1,Retina,MB,Proliferating MG,Neutrophil,1.9082656,0.0037110751835946,1.0
Apoe|Lrp1,Retina,MB,MHCII+ Mac/APC,Iron+ MG (Fth1+),1.8915963,0.0040010413166466,1.0
Apoe|Lrp1,Retina,MB,T cell,T cell,2.007169,0.0040306291154491,1.0
Apoe|Lrp1,Retina,MB,T cell,BAM,2.0063074,0.0040801802867691,1.0
Apoe|Lrp1,Retina,MB,Activated MG (Ccl5+),Iron+ MG (Fth1+),1.88533,0.0041400352021153,1.0
Apoe|Lrp1,Retina,MB,DAM-like MG,MHCII+ Mac/APC,2.5374153,0.0046237433206882,0.281422458787067
Apoe|Lrp1,Retina,MB,MHCII+ Mac/APC,Neutrophil,1.8451753,0.004794408033267,1.0
Apoe|Lrp1,Retina,MB,Activated MG (Ccl5+),Neutrophil,1.8389091,0.0048917438500302,1.0
Apoe|Lrp1,Retina,MB,MHCII+ MG,T cell,1.9284062,0.0050010237446653,1.0
Apoe|Lrp1,Retina,MB,MHCII+ MG,BAM,1.9275447,0.0050340393151275,1.0
Apoe|Lrp1,Retina,MB,Neutrophil,MHCII+ MG,2.123005,0.0053133198707379,0.3841693369415207
Apoe|Lrp1,Retina,MB,Proliferating MG,T cell,1.8675244,0.0058940960077078,1.0
Apoe|Lrp1,Retina,MB,Proliferating MG,BAM,1.8666629,0.0059418357398415,1.0
Apoe|Lrp1,Retina,MB,Homeostatic MG,DAM-like MG,1.7922416,0.0061590033875496,1.0
Apoe|Lrp1,Retina,MB,MHCII+ Mac/APC,T cell,1.8044341,0.0067186506197178,1.0
Apoe|Lrp1,Retina,MB,MHCII+ Mac/APC,BAM,1.8035725,0.0067440772790027,1.0
Apoe|Lrp1,Retina,MB,Activated MG (Ccl5+),T cell,1.7981678,0.0068078508756976,1.0
Apoe|Lrp1,Retina,MB,Activated MG (Ccl5+),BAM,1.7973063,0.0068719196721604,1.0
Apoe|Lrp1,Retina,MB,Iron+ MG (Fth1+),Activated MG (Ccl5+),2.8497362,0.0075019310870143,0.1838937022685288
Apoe|Lrp1,Retina,MB,T cell,MHCII+ MG,1.9576564,0.0076772156716156,0.9460259798868602
Apoe|Lrp1,Retina,MB,Homeostatic MG,Homeostatic MG,1.7315028,0.0082289794503252,1.0
Apoe|Lrp1,Retina,MB,MHCII+ MG,MHCII+ MG,1.8788936,0.0091064533737334,1.0
Apoe|Lrp1,Retina,MB,BAM,Activated MG (Ccl5+),2.7116714,0.0091507288882025,0.1838937022685288
Apoe|Lrp1,Retina,MB,Proliferating MG,MHCII+ MG,1.8180118,0.010543533575841,1.0
Apoe|Lrp1,Retina,MB,Neutrophil,MHCII+ Mac/APC,2.0733228,0.0109107902522377,1.0
Apoe|Lrp1,Retina,MB,MHCII+ Mac/APC,MHCII+ MG,1.7549214,0.0126478159712827,1.0
Apoe|Lrp1,Retina,MB,Activated MG (Ccl5+),MHCII+ MG,1.7486551,0.0128911739673682,1.0
Apoe|Lrp1,Retina,MB,DAM-like MG,Activated MG (Ccl5+),2.4800692,0.0133313550283133,0.5507122661250746
Apoe|Lrp1,Retina,MB,Homeostatic MG,Proliferating MG,1.614708,0.0149003612068116,1.0
Apoe|Lrp1,Retina,MB,T cell,MHCII+ Mac/APC,1.9079742,0.0157743412702716,1.0
Apoe|Lrp1,Retina,MB,MHCII+ MG,MHCII+ Mac/APC,1.8292115,0.0186869089683372,1.0
Apoe|Lrp1,Retina,MB,Homeostatic MG,Iron+ MG (Fth1+),1.555371,0.0189386288236377,1.0
Apoe|Lrp1,Retina,MB,Proliferating MG,MHCII+ Mac/APC,1.7683296,0.0219275240746509,1.0
Apoe|Lrp1,Retina,MB,Homeostatic MG,Neutrophil,1.5089502,0.0234193251546441,1.0
Apoe|Lrp1,Retina,MB,MHCII+ Mac/APC,MHCII+ Mac/APC,1.7052393,0.0246467498002316,1.0
Apoe|Lrp1,Retina,MB,Activated MG (Ccl5+),MHCII+ Mac/APC,1.6989731,0.0249342830927826,1.0
Apoe|Lrp1,Retina,MB,Homeostatic MG,T cell,1.4682089,0.0271417665025433,1.0
Apoe|Lrp1,Retina,MB,Homeostatic MG,BAM,1.4673474,0.0273423332214152,1.0
Apoe|Lrp1,Retina,MB,Neutrophil,Activated MG (Ccl5+),2.015977,0.0293868877843208,1.0
Apoe|Lrp1,Retina,MB,Homeostatic MG,MHCII+ MG,1.4186962,0.0325038492741856,1.0
Apoe|Lrp1,Retina,MB,T cell,Activated MG (Ccl5+),1.8506283,0.0405386706285113,1.0
Apoe|Lrp1,Retina,MB,MHCII+ MG,Activated MG (Ccl5+),1.7718655,0.047139175242779,1.0
Apoe|Lrp1,Retina,MB,B cell,DAM-like MG,1.3136444,0.0500780951164808,1.0
Apoe|Lrp1,Retina,MB,Proliferating MG,Activated MG (Ccl5+),1.7109836,0.053100630225077,1.0
Apoe|Lrp1,Retina,MB,Homeostatic MG,MHCII+ Mac/APC,1.3690141,0.0579514860908568,1.0
Apoe|Lrp1,Retina,MB,MHCII+ Mac/APC,Activated MG (Ccl5+),1.6478933,0.0609278458343224,1.0
Apoe|Lrp1,Retina,MB,Activated MG (Ccl5+),Activated MG (Ccl5+),1.6416271,0.0621453173924295,1.0
Apoe|Lrp1,Retina,MB,B cell,Homeostatic MG,1.2529057,0.0664757814702755,1.0
Apoe|Lrp1,Retina,MB,NK cell,DAM-like MG,1.1689727,0.0961316761420172,1.0
Apoe|Lrp1,Retina,MB,gdT cell,DAM-like MG,1.1535826,0.1043119684603441,1.0
Apoe|Lrp1,Retina,MB,B cell,Proliferating MG,1.1361109,0.1140177668389215,1.0
Apoe|Lrp1,Retina,MB,NK cell,Homeostatic MG,1.108234,0.130552531091574,1.0
Apoe|Lrp1,Retina,MB,Homeostatic MG,Activated MG (Ccl5+),1.3116682,0.1317010256861456,1.0
Apoe|Lrp1,Retina,MB,gdT cell,Homeostatic MG,1.0928438,0.1390077364774854,1.0
Apoe|Lrp1,Retina,MB,B cell,Iron+ MG (Fth1+),1.076774,0.1498530308087576,1.0
Apoe|Lrp1,Retina,MB,B cell,Neutrophil,1.0303531,0.1844069516699229,1.0
Apoe|Lrp1,Retina,MB,NK cell,Proliferating MG,0.9914392,0.2206621555851405,1.0
Apoe|Lrp1,Retina,MB,B cell,T cell,0.98961174,0.2223044582877649,1.0
Apoe|Lrp1,Retina,MB,B cell,BAM,0.9887502,0.2227652176247548,1.0
Apoe|Lrp1,Retina,MB,pDC,DAM-like MG,0.9827328,0.2286590162753409,1.0
Apoe|Lrp1,Retina,MB,gdT cell,Proliferating MG,0.97604895,0.2350221854103916,1.0
Apoe|Lrp1,Retina,MB,B cell,MHCII+ MG,0.9400991,0.2800764713317321,1.0
Apoe|Lrp1,Retina,MB,NK cell,Iron+ MG (Fth1+),0.9321023,0.2905972484327554,1.0
Apoe|Lrp1,Retina,MB,pDC,Homeostatic MG,0.9219941,0.3055478374902277,1.0
Apoe|Lrp1,Retina,MB,gdT cell,Iron+ MG (Fth1+),0.91671205,0.3124169154898465,1.0
Apoe|Lrp1,Retina,MB,B cell,MHCII+ Mac/APC,0.890417,0.3541960714577176,1.0
Apoe|Lrp1,Retina,MB,NK cell,Neutrophil,0.8856814,0.3630109690832093,1.0
Apoe|Lrp1,Retina,MB,gdT cell,Neutrophil,0.8702911,0.3926175548901208,1.0
Apoe|Lrp1,Retina,MB,NK cell,T cell,0.84494007,0.4420754107283,1.0
Apoe|Lrp1,Retina,MB,NK cell,BAM,0.84407854,0.4436404123703641,1.0
Apoe|Lrp1,Retina,MB,B cell,Activated MG (Ccl5+),0.83307105,0.4644390065394196,1.0
Apoe|Lrp1,Retina,MB,gdT cell,T cell,0.8295498,0.4708276303098406,1.0
Apoe|Lrp1,Retina,MB,gdT cell,BAM,0.82868826,0.4726970623202213,1.0
Apoe|Lrp1,Retina,MB,pDC,Proliferating MG,0.80519927,0.5260370220335744,1.0
Apoe|Lrp1,Retina,MB,pDC,Activated MG (Ccl5+),0.50215936,0.531041910857541,1.0
Apoe|Lrp1,Retina,MB,NK cell,MHCII+ MG,0.79542744,0.5486183058442176,1.0
Apoe|Lrp1,Retina,MB,gdT cell,MHCII+ MG,0.78003716,0.588494135309342,1.0
Apoe|Lrp1,Retina,MB,pDC,Iron+ MG (Fth1+),0.74586236,0.6788944058580626,1.0
Apoe|Lrp1,Retina,MB,NK cell,MHCII+ Mac/APC,0.7457453,0.6795003605349033,1.0
Apoe|Lrp1,Retina,MB,gdT cell,MHCII+ Mac/APC,0.730355,0.7231581588572515,1.0
Apoe|Lrp1,Retina,MB,pDC,MHCII+ Mac/APC,0.55950534,0.8013749448228358,1.0
Apoe|Lrp1,Retina,MB,pDC,Neutrophil,0.69944143,0.8250720007108501,1.0
Apoe|Lrp1,Retina,MB,NK cell,Activated MG (Ccl5+),0.6883994,0.8624435653874788,1.0
Apoe|Lrp1,Retina,MB,gdT cell,Activated MG (Ccl5+),0.6730091,0.9145247329707102,1.0
Apoe|Lrp1,Retina,MB,pDC,T cell,0.6587001,0.967919220532163,1.0
Apoe|Lrp1,Retina,MB,pDC,BAM,0.6578386,0.971712940497798,1.0
Apoe|Lrp1,Retina,MB,pDC,MHCII+ MG,0.6091875,1.0,1.0
Apoe|Lrp1,OpticNerve,Sham,BAM,Neutrophil,3.0714011,2.565610507467779e-06,0.000858560606098
Apoe|Lrp1,OpticNerve,Sham,BAM,DAM-like MG,2.9083877,1.1897111275012518e-05,0.0013182191267871
Apoe|Lrp1,OpticNerve,Sham,BAM,Proliferating MG,2.8419757,3.0714830991425266e-05,0.0021693394111924
Apoe|Lrp1,OpticNerve,Sham,BAM,Homeostatic MG,2.7974775,5.827791058368034e-05,0.0034902693007422
Apoe|Lrp1,OpticNerve,Sham,BAM,BAM,2.7761514,7.857175645502304e-05,0.0043666193410942
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,Neutrophil,2.4901195,0.0001043822272633,0.0016646042405678
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,DAM-like MG,2.327106,0.000349409153077,0.0054775817141817
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,Proliferating MG,2.260694,0.0004734727070705,0.009648460650694
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),Neutrophil,2.2574272,0.0004842064456911,0.0035608709485909
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,Homeostatic MG,2.2161958,0.0006978642380381,0.0150378313020232
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,BAM,2.1948698,0.0009202480287388,0.0189412174859606
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),DAM-like MG,2.0944138,0.0011151912077269,0.0113534633487858
Apoe|Lrp1,OpticNerve,Sham,BAM,Iron+ MG (Fth1+),2.6441624,0.0011233752133253,0.0220062654614471
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),Proliferating MG,2.0280018,0.0016191523704186,0.0207083243692781
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),Homeostatic MG,1.9835036,0.0020358947582132,0.0318673965180469
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),BAM,1.9621774,0.0023556649480969,0.0404959342867388
Apoe|Lrp1,OpticNerve,Sham,BAM,MHCII+ Mac/APC,2.6024811,0.0024271862006008,0.0428312875393179
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,Iron+ MG (Fth1+),2.0628805,0.0055565105880169,0.1012439669908967
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,Neutrophil,1.808937,0.0057753467130198,0.3727188618662564
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,MHCII+ Mac/APC,2.0211992,0.0099821187542392,0.1850410148447533
Apoe|Lrp1,OpticNerve,Sham,BAM,T cell,2.523133,0.010419909527113,0.109825126958613
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),Iron+ MG (Fth1+),1.8301884,0.0108919656762822,0.2008654455184287
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,DAM-like MG,1.6459235,0.0126648209597705,0.7675952950865146
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,Neutrophil,1.6280694,0.0137965126692806,0.0595641899590703
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,Neutrophil,1.6099219,0.0150045420494313,0.5412137359981128
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),MHCII+ Mac/APC,1.788507,0.0166607645567464,0.3291062581538329
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,Proliferating MG,1.5795115,0.0172838425770057,0.8958611847887027
Apoe|Lrp1,OpticNerve,Sham,BAM,MHCII+ MG,2.488846,0.0177265805738287,0.1338055712976846
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,Homeostatic MG,1.5350134,0.0215677384909325,1.0
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,BAM,1.5136873,0.0240831582917947,1.0
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,T cell,1.9418513,0.0287849338039418,0.2974444080581718
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,DAM-like MG,1.465056,0.0309107885227166,0.1918865892633951
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,DAM-like MG,1.4469085,0.0340170832391324,1.0
Apoe|Lrp1,OpticNerve,Sham,BAM,NK cell,2.399489,0.0441457875476365,0.2240739481068385
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,Proliferating MG,1.398644,0.0444279786991155,0.3032493517907109
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),T cell,1.709159,0.0476433464096312,0.8206764877053488
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,Iron+ MG (Fth1+),1.3816983,0.0489798605168693,1.0
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,Proliferating MG,1.3804965,0.0494985476116053,1.0
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,MHCII+ MG,1.9075643,0.0504386601403304,0.2974444080581718
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,Homeostatic MG,1.3541458,0.057363290954027,0.4548274835258222
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,MHCII+ Mac/APC,1.3400168,0.0610392619836274,1.0
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,Homeostatic MG,1.3359983,0.0630628096210124,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,BAM,1.3328197,0.0639394808575268,0.7239972939425121
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,Neutrophil,1.3259014,0.0662452268993492,1.0
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,BAM,1.3146722,0.0696835140897492,1.0
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),MHCII+ MG,1.674872,0.0794403472496914,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,Neutrophil,1.2091494,0.1250506819391008,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,Iron+ MG (Fth1+),1.2008307,0.1302843729611619,1.0
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,T cell,1.2606689,0.1350355562377416,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,Neutrophil,1.1831665,0.1425583696252582,1.0
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,Iron+ MG (Fth1+),1.1826832,0.1433206397935107,1.0
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,DAM-like MG,1.1628879,0.1580571393453449,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,MHCII+ Mac/APC,1.1591494,0.161438275083958,1.0
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,MHCII+ Mac/APC,1.1410018,0.1777866959099387,1.0
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,MHCII+ MG,1.2263819,0.2053234264846641,1.0
Apoe|Lrp1,OpticNerve,Sham,DAM-like MG,NK cell,1.8182073,0.2188595192885383,0.8614869860202867
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,Proliferating MG,1.096476,0.219933776783045,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,T cell,1.0798013,0.2386638111754746,1.0
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,T cell,1.0616537,0.2575997428111596,1.0
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,Homeostatic MG,1.0519779,0.2700753751882416,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,DAM-like MG,1.0461359,0.2773625512689988,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,Neutrophil,1.0377609,0.2873558602654818,1.0
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,BAM,1.0306517,0.2957560107709249,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,MHCII+ MG,1.0455143,0.3066007995671379,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,DAM-like MG,1.020153,0.3089538129885951,1.0
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,MHCII+ MG,1.0273669,0.3189160857061567,1.0
Apoe|Lrp1,OpticNerve,Sham,Iron+ MG (Fth1+),NK cell,1.585515,0.3473361412920507,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,Proliferating MG,0.979724,0.3675745935557412,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,Proliferating MG,0.9537411,0.4096500218248232,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,NK cell,0.53723735,0.4384441875452166,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,Homeostatic MG,0.93522584,0.4433644929160452,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,BAM,0.9138998,0.4822688898413601,1.0
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,NK cell,0.6539893,0.4885539403478809,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,Homeostatic MG,0.9092429,0.4911247199737623,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,NK cell,0.51125443,0.5060683794312614,1.0
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,Iron+ MG (Fth1+),0.8986627,0.5101552467781539,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,BAM,0.8879168,0.5284313150882307,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,DAM-like MG,0.8747474,0.5532513156502292,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,T cell,0.4894927,0.5663282299713747,1.0
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,MHCII+ Mac/APC,0.85698134,0.589113407268776,1.0
Apoe|Lrp1,OpticNerve,Sham,Neutrophil,NK cell,1.1370249,0.6165498566156185,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,MHCII+ MG,0.45520583,0.6643191408223863,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,Proliferating MG,0.8083354,0.6981053872007266,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,MHCII+ MG,0.60061145,0.7522382186104901,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,Iron+ MG (Fth1+),0.7819107,0.7653740479886108,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,MHCII+ Mac/APC,0.5688408,0.7715116382012543,1.0
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,T cell,0.77763325,0.776025659823051,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ MG,NK cell,0.9561573,0.798284646116142,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,Homeostatic MG,0.7638373,0.808567526944909,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,MHCII+ MG,0.6265944,0.8128965443200633,1.0
Apoe|Lrp1,OpticNerve,Sham,Homeostatic MG,NK cell,0.9380098,0.8202218614921298,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,Iron+ MG (Fth1+),0.7559278,0.8267352815026859,1.0
Apoe|Lrp1,OpticNerve,Sham,Proliferating MG,MHCII+ MG,0.74334633,0.8644172633163691,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,BAM,0.74251115,0.8667874093935448,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,MHCII+ Mac/APC,0.74022937,0.8727202386348748,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,Iron+ MG (Fth1+),0.61052215,0.8980670683759377,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,T cell,0.63489836,0.9138757001194652,1.0
Apoe|Lrp1,OpticNerve,Sham,T cell,MHCII+ Mac/APC,0.71424645,0.949911952193912,1.0
Apoe|Lrp1,OpticNerve,Sham,NK cell,T cell,0.6608813,0.9789658219794732,1.0
Apoe|Lrp1,OpticNerve,Sham,MHCII+ Mac/APC,NK cell,0.36584878,1.0,1.0
Apoe|Lrp1,OpticNerve,MB,BAM,DAM-like MG,2.9987807,4.0087975146372326e-05,0.0021261137254306
Apoe|Lrp1,OpticNerve,MB,DAM-like MG,DAM-like MG,2.9144635,5.101663523840581e-05,0.0025666521297645
Apoe|Lrp1,OpticNerve,MB,Iron+ MG (Fth1+),DAM-like MG,2.9130795,5.33599864147477e-05,0.002584162911468
Apoe|Lrp1,OpticNerve,MB,BAM,Proliferating MG,2.9172606,8.260265364229297e-05,0.005408444450291
Apoe|Lrp1,OpticNerve,MB,BAM,Homeostatic MG,2.9136126,8.557599452109683e-05,0.0057077178933386
Apoe|Lrp1,OpticNerve,MB,DAM-like MG,Proliferating MG,2.8329434,9.481074772708216e-05,0.0067450286558436
Apoe|Lrp1,OpticNerve,MB,Iron+ MG (Fth1+),Proliferating MG,2.8315594,9.799389875144146e-05,0.0067811513688312
Apoe|Lrp1,OpticNerve,MB,DAM-like MG,Homeostatic MG,2.8292954,0.0001012294880755,0.00705298852642
Apoe|Lrp1,OpticNerve,MB,Iron+ MG (Fth1+),Homeostatic MG,2.8279114,0.0001045175099821,0.0070978285772308
Apoe|Lrp1,OpticNerve,MB,BAM,BAM,2.894109,0.000107857958754,0.0071805902466004
Apoe|Lrp1,OpticNerve,MB,DAM-like MG,BAM,2.8097918,0.0001290012795657,0.0092278703471757
Apoe|Lrp1,OpticNerve,MB,Iron+ MG (Fth1+),BAM,2.8084078,0.0001327085560873,0.009291881099505
Apoe|Lrp1,OpticNerve,MB,BAM,Iron+ MG (Fth1+),2.865485,0.0001520305069093,0.0110344655350973
Apoe|Lrp1,OpticNerve,MB,DAM-like MG,Iron+ MG (Fth1+),2.7811677,0.0001946001987224,0.0144353349309737
Apoe|Lrp1,OpticNerve,MB,Iron+ MG (Fth1+),Iron+ MG (Fth1+),2.7797837,0.0001991448867692,0.0144992292006875
Apoe|Lrp1,OpticNerve,MB,MHCII+ MG,DAM-like MG,2.1194026,0.0028743266713523,0.0757852236342645
Apoe|Lrp1,OpticNerve,MB,MHCII+ MG,Proliferating MG,2.0378826,0.0037786063254542,0.4933035755528865
Apoe|Lrp1,OpticNerve,MB,MHCII+ MG,Homeostatic MG,2.0342345,0.0038379243861455,0.3151061507610544
Apoe|Lrp1,OpticNerve,MB,MHCII+ MG,BAM,2.014731,0.0041413428129107,0.5757335818810521
Apoe|Lrp1,OpticNerve,MB,BAM,T cell,2.6733186,0.0043288503060517,0.2560103323180924
Apoe|Lrp1,OpticNerve,MB,MHCII+ MG,Iron+ MG (Fth1+),1.9861069,0.0046722837954785,0.3544187087050538
Apoe|Lrp1,OpticNerve,MB,DAM-like MG,T cell,2.5890014,0.0050059628109901,0.3000518795294675
Apoe|Lrp1,OpticNerve,MB,Iron+ MG (Fth1+),T cell,2.5876174,0.0050286109246678,0.3006733299081302
Apoe|Lrp1,OpticNerve,MB,Homeostatic MG,DAM-like MG,1.9234068,0.0060747975851643,1.0
Apoe|Lrp1,OpticNerve,MB,BAM,MHCII+ Mac/APC,2.647851,0.0065565253346342,0.3794242928404501
Apoe|Lrp1,OpticNerve,MB,DAM-like MG,MHCII+ Mac/APC,2.5635338,0.007629538017152,0.4329926804031496
Apoe|Lrp1,OpticNerve,MB,Iron+ MG (Fth1+),MHCII+ Mac/APC,2.5621498,0.0077132225631916,0.4336471184960047
Apoe|Lrp1,OpticNerve,MB,BAM,MHCII+ MG,2.637858,0.007825497885469,0.4312073609198523
Apoe|Lrp1,OpticNerve,MB,Homeostatic MG,Proliferating MG,1.8418868,0.0081383489403159,1.0
Apoe|Lrp1,OpticNerve,MB,Homeostatic MG,Homeostatic MG,1.8382387,0.0082825383285788,1.0
Apoe|Lrp1,OpticNerve,MB,Homeostatic MG,BAM,1.8187351,0.0090220496531232,1.0
Apoe|Lrp1,OpticNerve,MB,DAM-like MG,MHCII+ MG,2.5535407,0.009112867454213,0.4476761346691056
Apoe|Lrp1,OpticNerve,MB,Iron+ MG (Fth1+),MHCII+ MG,2.5521567,0.009173661013017,0.4476761346691056
Apoe|Lrp1,OpticNerve,MB,Homeostatic MG,Iron+ MG (Fth1+),1.7901112,0.0103339001247601,1.0
Apoe|Lrp1,OpticNerve,MB,Proliferating MG,DAM-like MG,1.6920764,0.0156056152950362,1.0
Apoe|Lrp1,OpticNerve,MB,Proliferating MG,Proliferating MG,1.6105564,0.0224357596258507,1.0
Apoe|Lrp1,OpticNerve,MB,Proliferating MG,Homeostatic MG,1.6069082,0.0229081192014492,1.0
Apoe|Lrp1,OpticNerve,MB,Proliferating MG,BAM,1.5874046,0.024894261507263,1.0
Apoe|Lrp1,OpticNerve,MB,MHCII+ MG,T cell,1.7939404,0.0278913034061022,1.0
Apoe|Lrp1,OpticNerve,MB,Proliferating MG,Iron+ MG (Fth1+),1.5587807,0.0282577204925771,1.0
Apoe|Lrp1,OpticNerve,MB,T cell,DAM-like MG,1.5310175,0.0317692859623217,1.0
Apoe|Lrp1,OpticNerve,MB,MHCII+ MG,MHCII+ Mac/APC,1.7684729,0.0382181790626658,1.0
Apoe|Lrp1,OpticNerve,MB,MHCII+ MG,MHCII+ MG,1.7584796,0.0441205109462291,1.0
Apoe|Lrp1,OpticNerve,MB,Homeostatic MG,T cell,1.5979447,0.0444456978853776,1.0
Apoe|Lrp1,OpticNerve,MB,T cell,Proliferating MG,1.4494975,0.0462212011960039,1.0
Apoe|Lrp1,OpticNerve,MB,T cell,Homeostatic MG,1.4458493,0.0469539710927538,1.0
Apoe|Lrp1,OpticNerve,MB,T cell,BAM,1.4263457,0.0522352782227246,1.0
Apoe|Lrp1,OpticNerve,MB,T cell,Iron+ MG (Fth1+),1.3977218,0.0603877449799722,1.0
Apoe|Lrp1,OpticNerve,MB,Homeostatic MG,MHCII+ Mac/APC,1.5724771,0.0610668524636183,1.0
Apoe|Lrp1,OpticNerve,MB,Homeostatic MG,MHCII+ MG,1.5624839,0.0690906984825764,1.0
Apoe|Lrp1,OpticNerve,MB,Proliferating MG,T cell,1.3666142,0.0802152434931872,1.0
