,log2fc,p,fdr
Krt10,0.4502050028046837,0.967050196607923,0.9886124406279126
Krt13,-2.5321071643331146,0.42264973081037416,0.7637747757727058
Krt14,2.8968630369107546,0.42264973081037427,0.7637747757727058
Krt15,0.149045587142675,0.9476373822253648,0.9831909387072393
Krt18,-0.9533756026566024,0.3682775954875023,0.7637747757727058
Krt19,-1.9593670152212572,0.7713060332850552,0.911395546943268
Krt222,-3.0096733127065325,0.09357482921469898,0.7517629275291794
Krt24,4.483492662935322,0.42264973081037427,0.7637747757727058
Krt7,-4.60036166945446,0.18483836429705047,0.7517629275291794
Krt77,-3.9496239730336877,0.42264973081037427,0.7637747757727058
Krt78,-3.3538896589374088,0.42264973081037416,0.7637747757727058
Krt8,0.5404416156553897,0.7415629174226119,0.8999786057934525
Krt80,1.033087374252574,0.7801473967850674,0.9147097057838238
Krtap16-3,2.7768356509762047,0.9467394507145974,0.9829937881338925
