,log2fc,p,fdr
Bclaf3,-0.5339456070472578,0.3960375557277793,0.7637747757727058
Bco1,1.2460844555163357,0.42264973081037416,0.7637747757727058
Bco2,-0.41184453647344227,0.4895523983962876,0.7953990016951024
Bcor,0.2176059914949201,0.48604673046122066,0.7936831777269424
Bcorl1,-0.36815635210119824,0.9687846848779949,0.9888430893294755
Bcr,-1.0346391523853982,0.24550425287658303,0.7530939733468993
Bcs1l,-0.09843785481199638,0.7621427044979613,0.9080351050632457
Bdh1,-0.20640189799133465,0.8612311940187793,0.9488859165066981
Bdh2,0.09914961035929225,0.888477236180017,0.9609269097045091
Bdkrb1,3.2488688563591834,0.42264973081037427,0.7637747757727058
Bdnf,-0.1437887341808792,0.6636711677494229,0.8675270347859441
Bdp1,1.0798425605128823,0.4765480760358597,0.7889603844303981
BE692007,0.2758509195965198,0.5862750681867903,0.8341215226134104
BE949265,-2.8040698100977655,0.013964223795063175,0.7517629275291794
Bean1,-1.3641401213422053,0.23440302710426042,0.7517629275291794
Becn1,0.22012577958503907,0.05884310718164052,0.7517629275291794
Begain,-0.42106725625983743,0.4858264247901216,0.7936831777269424
Bend3,-0.44188444751881817,0.5121093700799012,0.804462430185022
Bend4,0.8025815859045816,0.8606336074688469,0.948587701576836
Bend5,-0.31628348714967974,0.6773561256265158,0.8738305121880022
Bend6,0.8539697926699937,0.07432653893411902,0.7517629275291794
Bend7,-3.3783681042318885,0.062251575481519515,0.7517629275291794
Best1,0.04912653643858811,0.8012619998159887,0.9241899331210914
Best2,1.4805876809986627,0.9490102793003903,0.983471544527374
Best3,-0.43669329419313563,0.8339128724878513,0.9368625391619048
Bet1,0.80654997920593,0.339860735762266,0.7637747757727058
Bet1l,0.8589707788670915,0.1350472074413485,0.7517629275291794
Bex1,-0.718376204641918,0.29528566781054705,0.7637747757727058
Bex2,-0.26534140104510184,0.4760105694989954,0.788736694375904
Bex3,0.27768938379285607,0.3514169375263434,0.7637747757727058
Bex4,-0.6763110801877484,0.339206377358528,0.7637747757727058
Bex6,0.3225812145490314,0.6058163802924803,0.8423580576201704
Bfar,0.3363105238147834,0.22438348833631602,0.7517629275291794
Bfsp1,-1.121006376108525,0.3518984343064536,0.7637747757727058
Bfsp2,-1.5363763627412181,0.11852477918182519,0.7517629275291794
Bglap2,1.5463413415504137,0.42264973081037427,0.7637747757727058
Bgn,-2.3207793144654425,0.26188680991688085,0.7592585799757732
Bhlha9,3.381568195384304,0.1932974100138953,0.7517629275291794
Bhlhb9,-0.874152765177625,0.30369989590455687,0.7637747757727058
Bhlhe22,-3.7680775096539887,0.3261815353159052,0.7637747757727058
Bhlhe23,-0.8048515501970779,0.7323623178756368,0.8962340852649935
Bhlhe40,0.2480264276012251,0.5982269060600433,0.8383577165412045
Bhlhe41,0.6175976582164161,0.35896838444155826,0.7637747757727058
Bicc1,-0.1307907729103404,0.6893683007986031,0.8782251462489942
Bicd1,-1.1429620903365514,0.2481665084527246,0.7548301884121433
Bicd2,-0.5972194301404293,0.3035715595563634,0.7637747757727058
Bicdl1,-2.609785367548734,0.051616542309971494,0.7517629275291794
Bicdl2,-2.013174916938914,0.23159905584668108,0.7517629275291794
Bicra,0.2503226466141381,0.8968303573628245,0.9634023640051211
Bicral,-0.9094006910964102,0.13202157040696794,0.7517629275291794
Bid,0.3980928972558427,0.08863000395538911,0.7517629275291794
Bik,1.0540240208947087,0.06723971670562914,0.7517629275291794
Bin1,-0.06014791761356297,0.7913407092262226,0.9202070052209954
Bin2,-0.06258452542727758,0.9220075708117237,0.9732125135342021
Bin3,0.27387480627957544,0.17273183732644795,0.7517629275291794
Birc2,0.12369916704972632,0.7577058968164123,0.9066490821166895
Birc3,0.3018054349966165,0.3267433463650016,0.7637747757727058
Birc5,1.7474270868430017,0.4580649636619293,0.7816043849306502
Birc6,0.3972258580650748,0.39366580558637565,0.7637747757727058
Birc7,-3.2174807032694988,0.42264973081037427,0.7637747757727058
Bivm,0.1586213729745968,0.519137920647094,0.8062602993549052
Blcap,0.06773359510521515,0.9373931306576304,0.9788384183663031
Blk,3.0566553757381603,0.287429195224188,0.7637747757727058
Blm,-0.4397395721784098,0.39844257964501395,0.7637747757727058
Blmh,0.6352503074894273,0.12227946481844165,0.7517629275291794
Blnk,0.5204422723481521,0.11350513804511443,0.7517629275291794
Bloc1s1,1.3536787386592743,0.06487384505553112,0.7517629275291794
Bloc1s2,0.6487537452861277,0.2931328332382493,0.7637747757727058
Bloc1s3,-0.8362236241630777,0.31796147389711554,0.7637747757727058
Bloc1s4,0.7222457949376169,0.7742981553551732,0.9122474141040795
Bloc1s5,0.3551264417628247,0.7134608886384662,0.8892352836121601
Bloc1s6,0.022602109143510733,0.8911009023384393,0.9619211494903863
Bloc1s6os,-0.7711197087666735,0.8096955166013733,0.9275765745233202
Bltp1,0.44818880070851563,0.41246691600879887,0.7637747757727058
Bltp2,-0.46409272711650396,0.4077806039088456,0.7637747757727058
Bltp3a,-0.08338004192226987,0.7165733585323159,0.8904115124043355
Bltp3b,1.216855411837265,0.3067044617762633,0.7637747757727058
Blvra,1.0020824783863884,0.0480742980831715,0.7517629275291794
Blvrb,1.4511531828613362,0.08794114935254077,0.7517629275291794
Blzf1,-0.5087317092875909,0.388583340170559,0.7637747757727058
Bmal1,-1.0913118442161136,0.15023688386450118,0.7517629275291794
Bmerb1,-0.8106686047164898,0.412938015056783,0.7637747757727058
Bmf,-0.6022833137267564,0.2466762946866091,0.753377666567593
Bmi1,-0.5256267898105788,0.15486515728110642,0.7517629275291794
Bmncr,-1.9302437630121734,0.5414077962604641,0.8154248091833087
Bmp1,-2.1160852120974094,0.12116960447915082,0.7517629275291794
Bmp15,0.4533432386898116,0.9303873275001633,0.9764581403746733
Bmp2,0.6534696284995782,0.4366005999591388,0.7693646874167788
Bmp2k,0.6387292633759339,0.3737962299616132,0.7637747757727058
Bmp3,-0.03049803561566475,0.8627707547920271,0.9492450217586117
Bmp4,0.4173834032530374,0.5811343285008042,0.8322255190672301
Bmp5,-1.2302448846551888,0.20783609774167108,0.7517629275291794
Bmp6,-3.6095403059108713,0.2590589589082414,0.7586323021372235
Bmp7,0.25608694746301697,0.7760685516697488,0.9132231450100131
Bmper,-4.118055720731847,0.04708479508409765,0.7517629275291794
Bmpr1a,-0.17142642733061422,0.579918029269345,0.8317807426679311
Bmpr1b,-1.4326220745163853,0.07330167566178335,0.7517629275291794
Bmpr2,0.9997741562585476,0.34539466712848677,0.7637747757727058
Bms1,1.251063010316527,0.21847893178302447,0.7517629275291794
Bmt2,1.3065946454294282,0.06951829273451866,0.7517629275291794
Bmx,1.1119578251488589,0.7901333833300327,0.919715033423131
Bmyc,0.4729294639981493,0.2314863879714663,0.7517629275291794
Bnc2,-4.8100292543275165,0.2390048553160879,0.7524593546480055
Bnip1,0.9239507030449289,0.19388133661176954,0.7517629275291794
Bnip2,0.07441487360227922,0.9782701697718021,0.9922039321858824
Bnip3,-0.1023938587518938,0.6392801879233413,0.8584754541960393
Bnip3l,0.4492007973046349,0.2344749440595924,0.7517629275291794
Bnip3l-ps,0.34250903792505205,0.8649161777495804,0.9503916133754537
Bnip5,-2.623325933231242,0.7381257347326559,0.8986592357405665
Boc,-1.001764504671121,0.21893677929468894,0.7517629275291794
Bod1,-0.6464791459452597,0.2994779995414051,0.7637747757727058
Bod1l,0.3354364060691865,0.8664743920130612,0.9508908659030287
Bok,-2.442988606613866,0.1484577466101389,0.7517629275291794
Bola1,1.952458746564079,0.10724391771778075,0.7517629275291794
Bola2,1.6289258862722042,0.01365922646617694,0.7517629275291794
Bola3,0.2486279934551524,0.7207801600151802,0.8920036020034325
Boll,-0.14920206901732427,0.5067734074892978,0.8022400967576493
Bop1,-0.6054385172912223,0.3115757966602175,0.7637747757727058
Bora,1.4985881751978394,0.12743300674369065,0.7517629275291794
Borcs5,-0.05626563384353384,0.6496409617322731,0.8623417372807879
Borcs6,-1.4782836382447782,0.10756268321498695,0.7517629275291794
Borcs7,1.0636845120580265,0.10952738978462244,0.7517629275291794
Borcs8,0.3075659828324501,0.2705912941801586,0.7621667439018888
Bpgm,-0.5410306067059121,0.4000428483905892,0.7637747757727058
Bphl,0.29371426211498347,0.360503136333994,0.7637747757727058
Bpnt1,-0.23608104586555226,0.4597626204849768,0.7828883703301012
Bpnt2,-0.5418149450869072,0.2582837056182273,0.7586323021372235
Bptf,0.34406406182660343,0.4876669985342007,0.7944307519666828
Braf,0.04119087210896111,0.7438701501304825,0.901245299221675
Brap,-0.29421258825077157,0.4313714536991239,0.7675917648050855
Brat1,0.2957618449678114,0.8775882031795535,0.9563190818859062
Brca1,-0.8587753696213186,0.2910806590056481,0.7637747757727058
Brca2,-0.09142087131330844,0.7468923498531619,0.9027684137099699
Brcc3,0.9486045364960447,0.3178761688598576,0.7637747757727058
Brd1,0.4305481535057254,0.37924763764365127,0.7637747757727058
Brd2,0.13208169557854613,0.460471093507733,0.783144710909973
Brd3,0.008792578789451801,0.9726312700592751,0.989806379224035
Brd3os,-1.554862803641028,0.10215700655834052,0.7517629275291794
Brd4,0.40159526812916424,0.2828107842125518,0.7637747757727058
Brd7,0.9804234670490202,0.2991420241304203,0.7637747757727058
Brd8,0.5014741342793979,0.1679247910548627,0.7517629275291794
Brd8dc,-0.027048453958531102,0.7892552680845595,0.9193171072347639
Brd9,-0.2499073044992209,0.5334800014145161,0.8118923038388912
Brdt,1.9528145973811029,0.649806144824408,0.8624910528214327
Brf1,-0.9842189513820669,0.20261058919467798,0.7517629275291794
Brf2,-0.2416189997983533,0.5257768233666753,0.8082032284837808
Bri3,0.753231786478966,0.8590674211237022,0.9474633747662826
Bri3bp,0.6336855458974674,0.7672082340422322,0.9098541530736334
Brinp1,-2.165339656362808,0.6727903182721741,0.8720472502956088
Brinp2,-2.983445985013355,0.09790419862126881,0.7517629275291794
Brinp3,-2.869336799776507,0.6728164919711443,0.8720472502956088
Brip1,1.8008399019674723,0.5890616566730393,0.8355980081534926
Brip1os,0.11440504985664027,0.9822655057656077,0.9940283035020616
Brix1,1.0031487710529314,0.09962054565569192,0.7517629275291794
Brk1,0.4383294895629155,0.1508464116465255,0.7517629275291794
Brme1,0.9119026289455974,0.7350703953564108,0.8975811193646521
Brms1,0.8974892562683298,0.20455021337109497,0.7517629275291794
Brms1l,-1.1041003713694464,0.1589872036782908,0.7517629275291794
Brox,-0.11022098127739162,0.6140562058864467,0.8466878535894456
Brpf1,0.620141763348996,0.43616511231835864,0.7693646874167788
Brpf3,-0.9756357497870655,0.2864734555537516,0.7637747757727058
Brsk1,0.5665295796354027,0.5852922995892044,0.8340135005551548
Brsk2,-2.2072698374237625,0.07777225288169903,0.7517629275291794
Brwd1,-0.8529790765381706,0.17517374986966286,0.7517629275291794
Brwd3,1.1728578558692289,0.22553928219608774,0.7517629275291794
Bscl2,0.6104489283840855,0.060381542958816176,0.7517629275291794
Bsdc1,0.12526540153111487,0.9299734871349878,0.9762768342809544
Bsg,-0.39600483768097544,0.3646717763640567,0.7637747757727058
Bsn,0.2851714736628468,0.7523409256969933,0.9046303415716469
Bsnd,4.950374395926436,0.42264973081037427,0.7637747757727058
Bspry,-4.53358100165953,0.2419609847110334,0.7524593546480055
Bst1,1.2797208413923271,0.3073608003423099,0.7637747757727058
Bst2,1.023756893126667,0.13761735880938455,0.7517629275291794
Btaf1,1.2689175247743916,0.39748929282758777,0.7637747757727058
Btbd1,-0.2146560880388375,0.572974656008909,0.8296060115612038
Btbd10,-0.4421506459662153,0.42933582682478905,0.7668725620933446
Btbd17,-4.7800105372589385,0.03857260935031115,0.7517629275291794
Btbd18,0.6272346649648383,0.9194464072649864,0.9721204641355061
Btbd19,0.7232186415887133,0.43586548934227737,0.7693646874167788
Btbd2,-0.8852423081348835,0.08986556870273037,0.7517629275291794
Btbd3,-1.870762127370688,0.09087874945508441,0.7517629275291794
Btbd6,-1.3450970214124551,0.20619956870738904,0.7517629275291794
Btbd7,-0.8768944704200544,0.08972471788207716,0.7517629275291794
Btbd8,-0.16504668662634092,0.8444088779702743,0.9413833263081365
Btbd9,-0.09996972413076603,0.5180696090437659,0.8062602993549052
Btc,-2.510745559152585,0.15390287984960985,0.7517629275291794
Btd,-0.8402962689498571,0.28230458273274234,0.7637747757727058
Btf3,0.8457688355339615,0.05042862942016185,0.7517629275291794
Btf3-ps17,-0.2219661317437342,0.8110019456695031,0.9279954817293115
Btf3l4,-0.14472823694373846,0.5539526377586644,0.8228508650258408
Btg1,0.5618930687764775,0.26204056292649003,0.7592585799757732
Btg2,0.3945005409829061,0.1825098649515178,0.7517629275291794
Btg3,-0.3008537196167276,0.4762759838783042,0.7887463234328793
Btk,0.22916586995178384,0.6081838082454267,0.8436461406294692
Btla,-2.52724190472083,0.6164173244866078,0.8475829505102037
Btnl1,4.093694786377379,0.24150504380617105,0.7524593546480055
Btnl10,0.9050912208949965,0.3151990074681002,0.7637747757727058
Btnl12,0.23463270722458648,0.6282635017276075,0.8536493512856773
Btnl2,0.5665853202859247,0.9222017274615735,0.9733181690309386
Btrc,-0.7676082855557326,0.3027888215222878,0.7637747757727058
Bub1,0.9749768377956765,0.6660996123354365,0.868778388659972
Bub1b,0.17268690238740267,0.6546734482899431,0.86386989602481
Bub3,0.6220558548807502,0.003541361105904945,0.7517629275291794
Bud13,-1.6857292524454777,0.05222682791889449,0.7517629275291794
Bud23,0.23910026181339963,0.24756002160767956,0.7536858023907909
Bud31,0.7843238151934883,0.09509586679208938,0.7517629275291794
Bves,0.07509829613397088,0.6196416969975271,0.8493725417805292
Bvht,-1.401844128095787,0.03343517690857714,0.7517629275291794
Bysl,-0.49388304981690223,0.4072092175358725,0.7637747757727058
Bzw1,0.3950117583272566,0.08997762828842312,0.7517629275291794
Bzw2,0.07443439063162544,0.7679993900750484,0.9103425311099608
C1d,0.44737294102592895,0.18225193809953302,0.7517629275291794
C1galt1,3.3275787428949877,0.07242231766933274,0.7517629275291794
C1galt1c1,0.2633826045724378,0.28423170518318736,0.7637747757727058
C1qa,0.825749319022351,0.11346309807917315,0.7517629275291794
C1qb,1.0076372921283525,0.09011574659674673,0.7517629275291794
C1qbp,0.34896299899203465,0.7244870522740239,0.893139997447717
C1qc,0.6855876730717565,0.9099519984465878,0.9675296796319952
C1ql1,-4.344768719193017,0.0047437914777664495,0.7517629275291794
C1ql2,-2.191822159587902,0.5471736002568073,0.8187061126125625
C1ql3,-1.7885869022275775,0.19805416294860206,0.7517629275291794
C1ql4,-3.51776465329969,0.42264973081037427,0.7637747757727058
C1qtnf1,-1.1666001626417593,0.7111726324570505,0.8881492986646096
C1qtnf12,-0.6376240255404532,0.7958065576411192,0.9218924176188595
C1qtnf2,-2.271224572262,0.42264973081037427,0.7637747757727058
C1qtnf3,2.699913339996587,0.2034853530063953,0.7517629275291794
C1qtnf4,-2.0235246562551055,0.042455206355805304,0.7517629275291794
C1qtnf6,-1.2872255618291462,0.2856504052761326,0.7637747757727058
C1qtnf7,1.7630313868059282,0.38686594579669054,0.7637747757727058
C1qtnf9,1.5269264960301705,0.951039000153256,0.9842484916812172
C1ra,-0.620723773755911,0.4932212229138228,0.7971316041700935
C1rb,0.04812737659292881,0.9824209212038466,0.9940283035020616
C1rl,-0.26697143377415367,0.42313487896526386,0.7640835662010929
C1s1,1.586748000204915,0.7273110032462302,0.8941227491959496
C1s2,-1.557688882753641,0.5098279544955663,0.803571273825492
C2,0.240360799282035,0.8745340570811319,0.954713054433735
C2cd2,0.055701090553954315,0.8331381196462493,0.9367424144088167
C2cd2l,-1.4931526472295102,0.23535174097012546,0.7517629275291794
C2cd3,-0.27849993681597546,0.4638033166721588,0.7846877076672756
C2cd4b,-0.5558801132667257,0.6806316723471839,0.8750000817009383
C2cd4d,-1.3673388123584727,0.46944853861215513,0.7868370948761026
C2cd5,0.5391590140732689,0.7894723205270925,0.9193171072347639
C3,-0.4349014397210914,0.602900144479471,0.8406504336946922
C3ar1,0.9012884606958318,0.02220612209754924,0.7517629275291794
C4a,0.7438574003252068,0.857037175552398,0.9463446566283829
C4b,-0.1676828920729824,0.5648159475121457,0.8281976897447848
C4bp-ps1,1.892763144188057,0.9804938682822655,0.9932992784213815
C5ar1,0.009009734746954164,0.9045101691557834,0.9650663584467215
C5ar2,0.5631865183330146,0.3912731737163495,0.7637747757727058
C6,0.681981716875406,0.30870203232506105,0.7637747757727058
C77080,2.5099164348473497,0.16319580027005456,0.7517629275291794
C86187,-1.1930233890671709,0.5706081233323457,0.8289699550139333
C87436,0.25318503415275423,0.37418433853086525,0.7637747757727058
C8g,-0.4892769733452081,0.4669778285404354,0.7858633503798405
C9orf72,0.4098116919704523,0.5511317861350856,0.821527681573128
Caap1,0.14160284962314734,0.8423711206869985,0.9406293918920405
Cab39,-0.01928759393562747,0.832360434719678,0.9362641137751047
Cab39l,0.41049903377382696,0.14678446150109797,0.7517629275291794
Cabcoco1,1.9388037704248757,0.4206568129589163,0.7637747757727058
Cabin1,-0.14152586696934327,0.6925558697360762,0.878962882890295
Cables1,-0.20835002264916405,0.9449666006590527,0.9822103658911785
Cables2,-0.9303200921182299,0.1615396089295847,0.7517629275291794
Cabp1,-0.5913728003178033,0.25968826657708155,0.7586323021372235
Cabp2,-0.12632480328117007,0.5306763844767336,0.810448855531464
Cabp4,-2.708423963289491,0.051553651925238246,0.7517629275291794
Cabp5,0.06648846250204242,0.9188682828847683,0.9716662521674194
Cabyr,-0.7726257773247988,0.27215341332577897,0.7632502834829473
Cacfd1,-0.9459659371465784,0.18614822542368728,0.7517629275291794
Cachd1,-1.4421102304104403,0.5088867948069797,0.8029670636833646
Cacna1a,1.0052167733073831,0.07112715009442142,0.7517629275291794
Cacna1b,-0.0016582741554457578,0.999763246147257,0.999763246147257
Cacna1c,-2.4874788344993624,0.04386224727092978,0.7517629275291794
Cacna1d,-0.18586469196638658,0.6031206485201327,0.8408241613568154
Cacna1e,-2.6534582811817193,0.31892268938520685,0.7637747757727058
Cacna1f,-0.4016822580746311,0.815873004735168,0.929618780396975
Cacna1g,2.905827364925768,0.6745622756946177,0.8724876678907353
Cacna1h,-0.8386774175587685,0.5459489866339751,0.8181724400990236
Cacna1i,-2.044952421314731,0.14561713064760373,0.7517629275291794
Cacna1s,-0.11992733229357724,0.8626520762920005,0.9492239316384555
Cacna2d1,-1.1826303107637535,0.2646689940322599,0.7596075499258521
Cacna2d2,-2.127122097242087,0.34183309287283514,0.7637747757727058
Cacna2d3,1.1285430429273617,0.7926867459757311,0.9209841677706248
Cacna2d4,-1.7902048394175643,0.1857223650786765,0.7517629275291794
Cacnb1,-0.625104998595696,0.3114880929722728,0.7637747757727058
Cacnb2,-1.3765704352822368,0.2348009095137297,0.7517629275291794
Cacnb3,-1.696991659043605,0.8961576242998628,0.9631239105409019
Cacnb4,0.29751052859006566,0.7365815253857481,0.8980883464395121
Cacng2,0.07035681560079267,0.7490538013069137,0.9035032842836436
Cacng3,-1.2975538620577969,0.1820494134682726,0.7517629275291794
Cacng4,-0.8079308207285391,0.2991583543879599,0.7637747757727058
Cacng5,-3.1417430706402776,0.3939138869311903,0.7637747757727058
Cacng7,-2.2276992118695413,0.0616230789458892,0.7517629275291794
Cacng8,-3.0058915472083227,0.07647252826816207,0.7517629275291794
Cactin,-1.1269099664749989,0.18541171140348822,0.7517629275291794
Cacul1,-0.3273632560252422,0.44741774009697943,0.7741600972929449
Cacybp,0.4579072123488539,0.08461986337407429,0.7517629275291794
Cad,0.21053433478087755,0.8317226702049119,0.9361026642307655
Cadm1,-0.922626087993116,0.11468308213705469,0.7517629275291794
Cadm2,-1.3158552677916786,0.1559670320964839,0.7517629275291794
Cadm3,-1.565477137032779,0.15823037965547407,0.7517629275291794
Cadm4,-3.3808553313257557,0.025422436005164105,0.7517629275291794
Cadps,-0.10554660447177777,0.5510220502234849,0.821527681573128
Cadps2,-0.9113562096853203,0.23358057186482223,0.7517629275291794
Cage1,0.28479927972327074,0.5706494597587021,0.8289699550139333
Calb1,-1.2198721374183132,0.16184187702479447,0.7517629275291794
Calb2,-1.9549139100499384,0.07765015604019089,0.7517629275291794
Calca,-0.5745656673200236,0.43666900773016876,0.7693646874167788
Calcb,-2.321083081231459,0.42264973081037416,0.7637747757727058
Calcoco1,-0.6253222101438274,0.10530760037379942,0.7517629275291794
Calcrl,-0.2833920278102523,0.50183746360906,0.800188139104852
Cald1,-0.008388652371653876,0.6478162647454707,0.8613167185287668
Calhm1,1.3800363006665564,0.42264973081037427,0.7637747757727058
Calhm2,-0.5309913335500375,0.3020556120152969,0.7637747757727058
Calhm5,-0.4711675359320869,0.5809744372575205,0.8322255190672301
Calhm6,0.4131940288834838,0.6617792803143484,0.8662550035162963
Calm1,1.0535856955594243,0.10531024623444056,0.7517629275291794
Calm2,0.8464232553633194,0.2091391612719846,0.7517629275291794
Calm3,0.012440136832347345,0.7664928251439002,0.9095989029241746
Calml4,2.589184908200035,0.04438816115908032,0.7517629275291794
Caln1,-4.520571402370102,0.0638338863612097,0.7517629275291794
Calr,0.15182886690260375,0.5999170163932002,0.8394324875872025
Calr3,-0.9088745839929094,0.12145833729226954,0.7517629275291794
Calr4,-1.4270342120715784,0.09714603085886515,0.7517629275291794
Calu,-0.3547227874367857,0.06109183399230582,0.7517629275291794
Caly,-0.12898060335294365,0.6256311307321072,0.8524287125428346
Camk1,0.35632417103622743,0.7229312434309405,0.8928052474846034
Camk1d,0.22400779485520422,0.42359099017078106,0.7642049796971367
Camk1g,0.33353239863158424,0.48722792886917154,0.7941599420644876
Camk2a,0.787250269570644,0.8782565361118051,0.9567576247048971
Camk2b,-0.438957775428977,0.46518192207014347,0.7853159097770688
Camk2d,-0.7488545640901361,0.18354935643416967,0.7517629275291794
Camk2g,0.12803941339398997,0.8417382956986666,0.9403269869428761
Camk2n1,1.3320995675099383,0.36633816986107204,0.7637747757727058
Camk2n2,-1.340589579313882,0.5742455946338892,0.8299100606736268
Camk4,-0.32086102303245856,0.45475834994176295,0.7789305116658315
Camkk1,-0.8152784587864179,0.26491353913220284,0.7596075499258521
Camkk2,-0.6200486042032317,0.22645832598387872,0.7517629275291794
Camkmt,-0.7371038676430697,0.2573547362134102,0.7586323021372235
Camkv,-0.6585595408455155,0.42170749972354654,0.7637747757727058
Caml,0.5250371591296477,0.17466378393550452,0.7517629275291794
Camsap1,-0.5382340489143699,0.3705681193088985,0.7637747757727058
Camsap2,0.15528716542018062,0.8953371918664691,0.962769020850741
Camsap3,-1.4387292374417922,0.039934057422395926,0.7517629275291794
Camta1,-0.7215907687889086,0.1351526203460072,0.7517629275291794
Camta2,-0.07091075916053484,0.6881225109226996,0.8780430534706992
Cand1,-0.571962410649367,0.05387374739580415,0.7517629275291794
Cand2,-0.9064158616252294,0.2356512511685666,0.7518792519035891
Cant1,0.3118841259914819,0.8828199767197925,0.9588635316857683
Canx,0.9842251326846312,0.22040759350020767,0.7517629275291794
Cap1,-0.07032499393426744,0.7251735978219299,0.8934068244423784
Cap2,-1.06176256514076,0.4552645552611724,0.7791773154322404
Capg,1.024467430558433,0.05782465132178743,0.7517629275291794
Capn1,0.1931825027482601,0.6215604282751344,0.850229702234606
Capn10,-1.6547671682339038,0.08787310851146687,0.7517629275291794
Capn11,4.1085683408309235,0.17699434800415248,0.7517629275291794
Capn12,-3.8380867925571844,0.21125773921123994,0.7517629275291794
Capn15,0.038646051741522205,0.8955334253944938,0.962769020850741
Capn2,-0.31192327953961946,0.6094476777057517,0.8445740192230449
Capn3,0.6201156752609817,0.22352672847929914,0.7517629275291794
Capn5,-1.348711438347181,0.7785283417913561,0.9137030125311862
Capn6,4.728932817124794,0.42264973081037427,0.7637747757727058
Capn7,-0.16007511225653265,0.5608937740780835,0.8259976364386319
Capns1,-0.16184993183807087,0.5738126940603578,0.8298332061143651
Capns2,-1.2150093508697575,0.7775350881288291,0.9134828727161641
Caprin1,0.3021372864705338,0.8138417021744662,0.9291479708769614
Caprin2,-1.958830693654442,0.09932446319060614,0.7517629275291794
Caps2,-4.3264625672759145,0.42264973081037416,0.7637747757727058
Capsl,-0.989138491169576,0.8270139068569191,0.9342077861499894
Capza1,0.1797408416717303,0.2548845868004196,0.7577786998798439
Capza1b,-1.6926983232464488,0.42264973081037427,0.7637747757727058
Capza2,0.44546979784005836,0.0820014253100309,0.7517629275291794
Capzb,0.6531460773003456,0.06817474719821733,0.7517629275291794
Car10,-1.3404997915042969,0.2772627225818866,0.7637747757727058
Car11,-1.7036440397214556,0.10580716071611386,0.7517629275291794
Car13,0.4464926622223155,0.3746911341561051,0.7637747757727058
Car14,-0.25826388200683914,0.7387789373177256,0.8986917509491344
Car15,-2.076146699825736,0.6798746982571705,0.8746666452157434
Car2,-0.7775970238741018,0.24712921380675085,0.7535888999043093
Car3,-0.8316955960902285,0.9869791407247679,0.9956092519716949
Car4,0.4284732758632049,0.9580412760673713,0.9860121132487117
Car5a,-1.7409520893059793,0.18082093345893002,0.7517629275291794
Car5b,-0.34081352331639103,0.5027368294497825,0.8005734274766093
Car6,-2.168932825247948,0.2894078379939987,0.7637747757727058
Car7,-2.1853985719261133,0.04645787732431182,0.7517629275291794
Car8,0.24387059239522993,0.8846731860411875,0.9597935858369425
Car9,1.4692782959667183,0.09051970755117275,0.7517629275291794
Card10,-1.392558732303234,0.7854498946609085,0.9169577982932544
Card11,1.1198265798009734,0.2505098997098062,0.756161236779949
Card14,3.5262106703314773,0.011975936092524094,0.7517629275291794
Card19,0.6897354938149726,0.1663479289192541,0.7517629275291794
Card6,1.2058991098528122,0.44558398585034426,0.7734567428388122
Card9,-0.44622105491153324,0.6953401977583316,0.8808163801690656
Carf,0.1969153931689415,0.911696698828379,0.9684410611191641
Carhsp1,-0.3927990665707992,0.5776898782848396,0.831304309577846
Carlr,-3.2643867297354228,0.42264973081037427,0.7637747757727058
Carm1,0.356972073621802,0.7498086827260455,0.9038237376769176
Carmil1,1.587377195225531,0.09133193689894535,0.7517629275291794
Carmil2,-4.028980004846806,0.2531637646925654,0.7574342730799326
Carmil3,-0.026678859477483486,0.964095775854508,0.9878680763681652
Carmn,-2.9653345168287952,0.13761422469170956,0.7517629275291794
Carnmt1,-1.2176012999147197,0.10439234405483717,0.7517629275291794
Carns1,1.2152603477217703,0.7766417779646927,0.9132783883119145
Cars,0.47230878623877853,0.09482695780925522,0.7517629275291794
Cars2,-0.44445639885964994,0.3713485830509389,0.7637747757727058
Cartpt,-2.533032791938017,0.11790230789138502,0.7517629275291794
Casc3,-0.29193601195708135,0.4854554704922861,0.7936741940161961
Casd1,-0.8218133586148494,0.2758900436154265,0.7637747757727058
Cask,0.5154862340877082,0.3799690711374675,0.7637747757727058
Caskin1,-1.9904825467900096,0.05043258303486327,0.7517629275291794
Caskin2,1.5151280673228502,0.5802946889096472,0.8317807426679311
Casp1,1.1437942236695402,0.05450404062282501,0.7517629275291794
Casp12,-0.7702048800225505,0.3196260389889153,0.7637747757727058
Casp2,-0.47376966821641353,0.40341879648800916,0.7637747757727058
Casp3,0.44069874308015405,0.3994791298270906,0.7637747757727058
Casp4,0.6164247323164307,0.31364369724768826,0.7637747757727058
Casp6,1.2431738049420469,0.16393158159462223,0.7517629275291794
Casp7,0.18445638955065102,0.5606967946270616,0.825857130819035
Casp8,0.32915824486959266,0.2322219840116841,0.7517629275291794
Casp8ap2,0.20851104203819523,0.5797444734821929,0.8317807426679311
Casp9,-0.6651396511417995,0.2667603750931685,0.7604114678671272
Casq1,0.9791389113004503,0.34446543731360824,0.7637747757727058
Casq2,-2.318700914405385,0.19884533028409873,0.7517629275291794
Cass4,-0.4817554059748731,0.7930593158342046,0.9210159146011718
Cast,0.5815957074124973,0.12180498710567733,0.7517629275291794
Castor1,0.09346034885400968,0.9424270929455973,0.9809656722361099
