total_counts,n_genes_by_counts,pct_counts_mt,sample,tissue,condition
75199,8925,0.7327225096078406,GSM8880857,Retina,Sham
7515,3038,0.3060545575515636,GSM8880857,Retina,Sham
2170,1356,0.3225806451612903,GSM8880857,Retina,Sham
8960,3495,0.20089285714285712,GSM8880857,Retina,Sham
8831,3446,1.6306194089004644,GSM8880857,Retina,Sham
24385,5912,0.19274143940947303,GSM8880857,Retina,Sham
527,435,1.1385199240986716,GSM8880857,Retina,Sham
5912,2837,0.3382949932341001,GSM8880857,Retina,Sham
8968,3414,0.8809099018733274,GSM8880857,Retina,Sham
7229,3025,0.09683220362429104,GSM8880857,Retina,Sham
5833,2739,0.8057603291616663,GSM8880857,Retina,Sham
4908,2347,0.44824775876120615,GSM8880857,Retina,Sham
13656,4367,0.30755711775043937,GSM8880857,Retina,Sham
8703,3362,0.2872572676088705,GSM8880857,Retina,Sham
6949,2861,0.1439055979277594,GSM8880857,Retina,Sham
5705,2560,0.42068361086765993,GSM8880857,Retina,Sham
7280,3030,0.6318681318681318,GSM8880857,Retina,Sham
6452,2846,0.35647861128332303,GSM8880857,Retina,Sham
11299,4198,0.2566598814054341,GSM8880857,Retina,Sham
1204,866,0.08305647840531562,GSM8880857,Retina,Sham
1117,732,0.9847806624888094,GSM8880857,Retina,Sham
4258,2152,0.9628933771723814,GSM8880857,Retina,Sham
8501,3377,0.5293494882954947,GSM8880857,Retina,Sham
8539,3287,0.5855486590935707,GSM8880857,Retina,Sham
4105,2156,0.24360535931790497,GSM8880857,Retina,Sham
7317,3049,0.25966926335930024,GSM8880857,Retina,Sham
7557,3067,0.2249569935159455,GSM8880857,Retina,Sham
8850,3376,0.2824858757062147,GSM8880857,Retina,Sham
7446,3120,0.29546065001343,GSM8880857,Retina,Sham
7050,3082,0.6950354609929078,GSM8880857,Retina,Sham
6132,2751,0.538160469667319,GSM8880857,Retina,Sham
26903,6075,0.4163104486488496,GSM8880857,Retina,Sham
7165,3062,0.3349616189811584,GSM8880857,Retina,Sham
6894,2810,0.02901073397156948,GSM8880857,Retina,Sham
6425,2788,0.5603112840466926,GSM8880857,Retina,Sham
1581,1110,0.7590132827324478,GSM8880857,Retina,Sham
5382,2581,0.4087699739873653,GSM8880857,Retina,Sham
8151,3200,0.5520794994479205,GSM8880857,Retina,Sham
18665,5378,0.4500401821591214,GSM8880857,Retina,Sham
7135,2820,0.4905395935529082,GSM8880857,Retina,Sham
8598,3172,0.31402651779483604,GSM8880857,Retina,Sham
9386,3463,0.5220541231621565,GSM8880857,Retina,Sham
8597,3313,0.6164941258578573,GSM8880857,Retina,Sham
6630,2806,0.4675716440422323,GSM8880857,Retina,Sham
7654,3057,0.169845832244578,GSM8880857,Retina,Sham
6619,2846,1.1179936546306088,GSM8880857,Retina,Sham
29172,6700,0.97696421225833,GSM8880857,Retina,Sham
1256,786,4.219745222929936,GSM8880857,Retina,Sham
9618,3578,0.1455604075691412,GSM8880857,Retina,Sham
5016,2322,0.4784688995215311,GSM8880857,Retina,Sham
28156,6310,0.6925699673249042,GSM8880857,Retina,Sham
6381,2823,0.5171603196991067,GSM8880857,Retina,Sham
6485,2643,1.141094834232845,GSM8880857,Retina,Sham
6898,2979,0.8263264714409974,GSM8880857,Retina,Sham
7355,3097,0.24473147518694768,GSM8880857,Retina,Sham
8039,3196,0.46025625077745985,GSM8880857,Retina,Sham
8479,3312,0.6486613987498526,GSM8880857,Retina,Sham
6791,2892,0.25033132086585186,GSM8880857,Retina,Sham
4867,2277,0.7602219026094102,GSM8880857,Retina,Sham
706,526,2.4079320113314444,GSM8880857,Retina,Sham
7670,3055,0.1955671447196871,GSM8880857,Retina,Sham
12010,3390,1.665278934221482,GSM8880857,Retina,Sham
6401,2748,0.1562255897516013,GSM8880857,Retina,Sham
7184,2991,0.5707126948775055,GSM8880857,Retina,Sham
8684,3280,0.17273146015660987,GSM8880857,Retina,Sham
8500,3403,0.6705882352941176,GSM8880857,Retina,Sham
11291,3896,0.5579665220086795,GSM8880857,Retina,Sham
6349,2432,2.5200819026618366,GSM8880857,Retina,Sham
7434,3056,0.36319612590799033,GSM8880857,Retina,Sham
4145,2036,0.0,GSM8880857,Retina,Sham
3558,1891,0.39347948285553686,GSM8880857,Retina,Sham
6191,2743,0.32304958811177514,GSM8880857,Retina,Sham
19769,5517,1.71480600940867,GSM8880857,Retina,Sham
1053,800,0.4748338081671415,GSM8880857,Retina,Sham
5185,2456,0.3857280617164899,GSM8880857,Retina,Sham
7837,3241,0.6124792650248819,GSM8880857,Retina,Sham
4632,2291,0.6044905008635579,GSM8880857,Retina,Sham
7280,3088,0.45329670329670335,GSM8880857,Retina,Sham
6312,2942,0.5861850443599493,GSM8880857,Retina,Sham
14965,4568,0.5078516538590043,GSM8880857,Retina,Sham
29914,6552,0.7989570100956075,GSM8880857,Retina,Sham
7229,3026,0.5118273620141098,GSM8880857,Retina,Sham
12753,4331,0.22739747510389713,GSM8880857,Retina,Sham
7796,3001,0.4746023601847101,GSM8880857,Retina,Sham
8450,3175,0.27218934911242604,GSM8880857,Retina,Sham
7798,3246,0.6155424467812259,GSM8880857,Retina,Sham
8281,3258,0.422654268808115,GSM8880857,Retina,Sham
8758,3291,0.593742863667504,GSM8880857,Retina,Sham
10529,3523,0.550859530819641,GSM8880857,Retina,Sham
7214,3057,0.4574438591627391,GSM8880857,Retina,Sham
15521,4513,0.3350299594098318,GSM8880857,Retina,Sham
8596,3256,0.5700325732899023,GSM8880857,Retina,Sham
7639,3135,0.3665401230527556,GSM8880857,Retina,Sham
10180,3663,0.5795677799607072,GSM8880857,Retina,Sham
10042,3630,0.6174068910575582,GSM8880857,Retina,Sham
8568,3096,0.22175536881419233,GSM8880857,Retina,Sham
9223,3557,0.2927463948823593,GSM8880857,Retina,Sham
8980,3521,0.5456570155902005,GSM8880857,Retina,Sham
5314,2454,0.4704554008280015,GSM8880857,Retina,Sham
14609,4464,0.287494010541447,GSM8880857,Retina,Sham
1609,1031,1.4916096954630205,GSM8880857,Retina,Sham
7674,3173,0.7167057597081053,GSM8880857,Retina,Sham
7255,3051,1.047553411440386,GSM8880857,Retina,Sham
9277,3745,0.5820847256656246,GSM8880857,Retina,Sham
5827,2679,0.6864595846919512,GSM8880857,Retina,Sham
7601,3028,0.4078410735429549,GSM8880857,Retina,Sham
10973,4032,0.437437346213433,GSM8880857,Retina,Sham
7302,2948,0.6847439057792386,GSM8880857,Retina,Sham
14466,4832,0.4700677450573759,GSM8880857,Retina,Sham
6093,2642,0.4267191859510914,GSM8880857,Retina,Sham
8690,3410,0.6789413118527042,GSM8880857,Retina,Sham
14187,4498,0.5075068724888983,GSM8880857,Retina,Sham
5805,2631,0.809646856158484,GSM8880857,Retina,Sham
8914,3372,0.1009647745120036,GSM8880857,Retina,Sham
15606,4525,0.9611687812379853,GSM8880857,Retina,Sham
8720,3387,0.573394495412844,GSM8880857,Retina,Sham
7306,2909,0.13687380235422938,GSM8880857,Retina,Sham
2425,1454,2.020618556701031,GSM8880857,Retina,Sham
5520,2489,0.12681159420289853,GSM8880857,Retina,Sham
2126,1286,1.7403574788334901,GSM8880857,Retina,Sham
7020,2980,0.3561253561253561,GSM8880857,Retina,Sham
7796,3074,0.23088763468445359,GSM8880857,Retina,Sham
9408,3531,0.18069727891156462,GSM8880857,Retina,Sham
8006,3151,0.41219085685735696,GSM8880857,Retina,Sham
6238,2763,0.36870791920487334,GSM8880857,Retina,Sham
8023,3289,0.19942664838589058,GSM8880857,Retina,Sham
13541,4354,0.5686433793663688,GSM8880857,Retina,Sham
7649,3063,0.5360177801019741,GSM8880857,Retina,Sham
8970,3328,0.758082497212932,GSM8880857,Retina,Sham
9229,3651,0.5417705060136526,GSM8880857,Retina,Sham
6787,2900,0.6482982171799028,GSM8880857,Retina,Sham
5678,2720,0.3170130327580134,GSM8880857,Retina,Sham
6313,2594,0.17424362426738477,GSM8880857,Retina,Sham
9019,3338,0.5765605943009203,GSM8880857,Retina,Sham
798,588,0.7518796992481203,GSM8880857,Retina,Sham
9487,3549,1.1173184357541899,GSM8880857,Retina,Sham
7673,3085,0.6386028932620879,GSM8880857,Retina,Sham
9201,3285,0.3260515161395501,GSM8880857,Retina,Sham
10239,3728,0.810626037698994,GSM8880857,Retina,Sham
9257,3400,0.35648698282380903,GSM8880857,Retina,Sham
12492,4140,0.38424591738712777,GSM8880857,Retina,Sham
6095,2658,0.27891714520098443,GSM8880857,Retina,Sham
6790,2757,0.35346097201767307,GSM8880857,Retina,Sham
675,539,0.5925925925925926,GSM8880857,Retina,Sham
2822,1609,0.3543586109142452,GSM8880857,Retina,Sham
3103,1771,0.29004189494038024,GSM8880857,Retina,Sham
8074,3091,0.32202130294773346,GSM8880857,Retina,Sham
509,405,0.19646365422396855,GSM8880857,Retina,Sham
8557,3291,0.3505901601028398,GSM8880857,Retina,Sham
7524,3143,0.8107389686337054,GSM8880857,Retina,Sham
9396,3545,1.0749255002128566,GSM8880857,Retina,Sham
7054,3101,0.9923447689254324,GSM8880857,Retina,Sham
6723,3008,0.6693440428380187,GSM8880857,Retina,Sham
7287,3069,0.56264580760258,GSM8880857,Retina,Sham
9712,3538,0.39126853377265236,GSM8880857,Retina,Sham
4600,2175,0.8913043478260869,GSM8880857,Retina,Sham
4420,2138,0.6334841628959276,GSM8880857,Retina,Sham
5803,2608,0.37911425124935383,GSM8880857,Retina,Sham
3870,2055,1.3436692506459949,GSM8880857,Retina,Sham
8583,3264,0.29127344751252476,GSM8880857,Retina,Sham
7783,3221,0.2826673519208531,GSM8880857,Retina,Sham
16173,4903,0.3833549743399493,GSM8880857,Retina,Sham
7232,3007,0.22123893805309736,GSM8880857,Retina,Sham
7622,3073,0.5903962214641827,GSM8880857,Retina,Sham
9729,3513,0.5036488847774695,GSM8880857,Retina,Sham
8541,3211,0.42149631190727077,GSM8880857,Retina,Sham
10317,3655,0.6106426286711254,GSM8880857,Retina,Sham
10315,3926,0.9112942317014058,GSM8880857,Retina,Sham
1985,1244,1.057934508816121,GSM8880857,Retina,Sham
11066,3588,0.08133020061449485,GSM8880857,Retina,Sham
9094,3357,0.21992522542335605,GSM8880857,Retina,Sham
9672,3533,0.3411910669975186,GSM8880857,Retina,Sham
12362,4134,0.33975084937712347,GSM8880857,Retina,Sham
6275,2621,0.20717131474103584,GSM8880857,Retina,Sham
10449,3836,0.8996076179538712,GSM8880857,Retina,Sham
2446,1422,1.839738348323794,GSM8880857,Retina,Sham
5254,2169,2.626570232204035,GSM8880857,Retina,Sham
7186,3073,1.015864180350682,GSM8880857,Retina,Sham
6143,2791,0.8302132508546313,GSM8880857,Retina,Sham
7521,3071,0.7179896290386917,GSM8880857,Retina,Sham
14886,4533,0.3090151820502486,GSM8880857,Retina,Sham
872,524,10.091743119266056,GSM8880857,Retina,Sham
5570,2732,0.10771992818671454,GSM8880857,Retina,Sham
5986,2671,0.8519879719345138,GSM8880857,Retina,Sham
7831,3143,0.8683437619716511,GSM8880857,Retina,Sham
7481,3203,0.25397674107739604,GSM8880857,Retina,Sham
5711,2602,0.3852215023638592,GSM8880857,Retina,Sham
5908,2657,0.2708192281651997,GSM8880857,Retina,Sham
7389,3152,0.16240357287860333,GSM8880857,Retina,Sham
7427,2993,0.8751851353170864,GSM8880857,Retina,Sham
8715,3151,0.034423407917383825,GSM8880857,Retina,Sham
14504,4810,0.27578599007170435,GSM8880857,Retina,Sham
10197,3624,0.9414533686378346,GSM8880857,Retina,Sham
4378,2206,0.7080858839652809,GSM8880857,Retina,Sham
6432,2961,0.388681592039801,GSM8880857,Retina,Sham
7191,2871,1.474064803226255,GSM8880857,Retina,Sham
5406,2618,0.8324084350721421,GSM8880857,Retina,Sham
9556,3506,0.5860192549183758,GSM8880857,Retina,Sham
6010,2743,0.33277870216306155,GSM8880857,Retina,Sham
4723,2258,0.4869786152868939,GSM8880857,Retina,Sham
27362,6093,0.1936992909875009,GSM8880857,Retina,Sham
4155,2017,0.1444043321299639,GSM8880857,Retina,Sham
4925,2463,0.42639593908629436,GSM8880857,Retina,Sham
567,456,0.0,GSM8880857,Retina,Sham
2504,1313,0.039936102236421724,GSM8880857,Retina,Sham
10394,3850,0.5772561092938233,GSM8880857,Retina,Sham
47170,7685,0.6741573033707865,GSM8880857,Retina,Sham
5124,2442,0.351288056206089,GSM8880857,Retina,Sham
12586,4262,0.36548546003495946,GSM8880857,Retina,Sham
25552,5771,0.5831246086412023,GSM8880857,Retina,Sham
6812,2936,0.2935995302407516,GSM8880857,Retina,Sham
6990,2773,0.10014306151645207,GSM8880857,Retina,Sham
7541,3095,0.2784776554833576,GSM8880857,Retina,Sham
6842,2811,0.35077462730195846,GSM8880857,Retina,Sham
7412,2985,0.5126821370750134,GSM8880857,Retina,Sham
24208,5794,0.557666886979511,GSM8880857,Retina,Sham
8478,3098,0.719509318235433,GSM8880857,Retina,Sham
6147,2786,0.7646006181877338,GSM8880858,Retina,MB
9066,3307,0.2316346790205162,GSM8880858,Retina,MB
5886,2618,0.7135575942915392,GSM8880858,Retina,MB
1996,1244,0.501002004008016,GSM8880858,Retina,MB
2487,1384,0.0,GSM8880858,Retina,MB
2377,1392,0.7572570466975179,GSM8880858,Retina,MB
5281,2420,0.2651013065707252,GSM8880858,Retina,MB
573,479,0.6980802792321117,GSM8880858,Retina,MB
21842,5936,1.8313341269114551,GSM8880858,Retina,MB
6556,2873,0.6101281269066504,GSM8880858,Retina,MB
16354,4550,1.3758101993396112,GSM8880858,Retina,MB
9329,3280,0.25726230035373565,GSM8880858,Retina,MB
931,739,0.966702470461869,GSM8880858,Retina,MB
652,476,14.877300613496933,GSM8880858,Retina,MB
32322,6769,0.7796547243363653,GSM8880858,Retina,MB
6177,2805,0.45329447952080304,GSM8880858,Retina,MB
801,610,1.2484394506866416,GSM8880858,Retina,MB
3097,1731,4.972554084597998,GSM8880858,Retina,MB
2417,1409,1.8618121638394702,GSM8880858,Retina,MB
537,444,1.48975791433892,GSM8880858,Retina,MB
1447,1007,1.520387007601935,GSM8880858,Retina,MB
1529,1085,0.7194244604316548,GSM8880858,Retina,MB
1092,811,1.9230769230769231,GSM8880858,Retina,MB
850,657,2.0,GSM8880858,Retina,MB
10861,3507,0.8838965104502349,GSM8880858,Retina,MB
7812,3048,0.08960573476702509,GSM8880858,Retina,MB
16873,4768,0.9423339062407396,GSM8880858,Retina,MB
1984,1221,1.2600806451612903,GSM8880858,Retina,MB
6845,2874,0.4528853177501826,GSM8880858,Retina,MB
1874,977,4.9626467449306295,GSM8880858,Retina,MB
817,624,0.36719706242350064,GSM8880858,Retina,MB
2921,1546,0.890106128038343,GSM8880858,Retina,MB
3879,2029,0.8507347254447023,GSM8880858,Retina,MB
1309,916,0.9167303284950344,GSM8880858,Retina,MB
1543,1051,2.0090732339598185,GSM8880858,Retina,MB
2047,1227,1.5144113336590133,GSM8880858,Retina,MB
4035,2052,0.7187112763320942,GSM8880858,Retina,MB
6730,2804,0.4160475482912333,GSM8880858,Retina,MB
7676,3012,0.5211047420531527,GSM8880858,Retina,MB
1237,851,0.32336297493936944,GSM8880858,Retina,MB
1895,1218,2.163588390501319,GSM8880858,Retina,MB
2986,1733,0.8037508372404554,GSM8880858,Retina,MB
6824,2798,0.9232121922626025,GSM8880858,Retina,MB
530,399,0.5660377358490566,GSM8880858,Retina,MB
3380,1847,0.8579881656804733,GSM8880858,Retina,MB
2224,1301,2.023381294964029,GSM8880858,Retina,MB
1419,978,0.9866102889358703,GSM8880858,Retina,MB
851,653,0.35252643948296125,GSM8880858,Retina,MB
60568,8814,1.0038304054946507,GSM8880858,Retina,MB
1194,892,1.0050251256281406,GSM8880858,Retina,MB
655,512,0.7633587786259541,GSM8880858,Retina,MB
1747,1151,0.40068689181453926,GSM8880858,Retina,MB
14026,3646,1.154997861115072,GSM8880858,Retina,MB
16777,5025,0.6556595338856769,GSM8880858,Retina,MB
5975,2554,0.2510460251046025,GSM8880858,Retina,MB
17410,5134,0.3905801263641585,GSM8880858,Retina,MB
5860,2553,0.9215017064846417,GSM8880858,Retina,MB
2048,1323,0.830078125,GSM8880858,Retina,MB
7880,3032,1.0025380710659897,GSM8880858,Retina,MB
872,651,0.34403669724770647,GSM8880858,Retina,MB
2044,1291,1.1252446183953033,GSM8880858,Retina,MB
992,795,0.0,GSM8880858,Retina,MB
3107,1562,2.188606372706791,GSM8880858,Retina,MB
567,436,0.7054673721340388,GSM8880858,Retina,MB
1796,1176,3.0066815144766146,GSM8880858,Retina,MB
2002,1307,0.34965034965034963,GSM8880858,Retina,MB
955,690,0.5235602094240838,GSM8880858,Retina,MB
7661,3020,0.20885001957968935,GSM8880858,Retina,MB
7975,3096,0.6018808777429466,GSM8880858,Retina,MB
9613,3751,1.2483095807760325,GSM8880858,Retina,MB
13752,4351,0.2036067481093659,GSM8880858,Retina,MB
1638,1172,0.18315018315018314,GSM8880858,Retina,MB
4609,2375,0.9980472987632892,GSM8880858,Retina,MB
1479,893,5.409060175794456,GSM8880858,Retina,MB
6135,2739,0.5215973920130399,GSM8880858,Retina,MB
577,477,1.2131715771230502,GSM8880858,Retina,MB
1752,1125,3.1963470319634704,GSM8880858,Retina,MB
2165,1214,3.3718244803695154,GSM8880858,Retina,MB
1463,938,1.0936431989063569,GSM8880858,Retina,MB
751,600,0.6657789613848202,GSM8880858,Retina,MB
9373,3359,0.7041502187133255,GSM8880858,Retina,MB
7369,3004,0.18998507260143846,GSM8880858,Retina,MB
12009,4171,0.7994004496627529,GSM8880858,Retina,MB
6767,2889,0.384217526230235,GSM8880858,Retina,MB
569,477,0.35149384885764495,GSM8880858,Retina,MB
7927,3066,1.7913460325469914,GSM8880858,Retina,MB
2667,1559,0.4874390701162355,GSM8880858,Retina,MB
4518,2190,0.0,GSM8880858,Retina,MB
13394,4406,0.6420785426310288,GSM8880858,Retina,MB
23590,6044,1.042814752013565,GSM8880858,Retina,MB
1593,1063,0.8788449466415568,GSM8880858,Retina,MB
5470,2495,0.8957952468007313,GSM8880858,Retina,MB
37296,7295,1.354032604032604,GSM8880858,Retina,MB
5554,2439,0.810226863521786,GSM8880858,Retina,MB
2073,1265,3.7144235407621804,GSM8880858,Retina,MB
1012,781,1.185770750988142,GSM8880858,Retina,MB
8039,3033,0.8583157109093171,GSM8880858,Retina,MB
948,733,0.8438818565400843,GSM8880858,Retina,MB
2542,1436,2.1243115656963023,GSM8880858,Retina,MB
2485,1418,2.494969818913481,GSM8880858,Retina,MB
5395,2565,1.742354031510658,GSM8880858,Retina,MB
1146,807,1.832460732984293,GSM8880858,Retina,MB
4937,2413,0.24306258861656876,GSM8880858,Retina,MB
11046,3767,1.1768966141589716,GSM8880858,Retina,MB
1702,1144,1.3513513513513513,GSM8880858,Retina,MB
18914,4388,1.2741884318494237,GSM8880858,Retina,MB
12207,4142,0.39321700663553694,GSM8880858,Retina,MB
8063,3177,0.9301748728761007,GSM8880858,Retina,MB
1441,1045,0.6939625260235947,GSM8880858,Retina,MB
10912,3704,0.7148093841642228,GSM8880858,Retina,MB
4753,2329,2.4405638544077424,GSM8880858,Retina,MB
932,736,0.9656652360515022,GSM8880858,Retina,MB
760,573,0.39473684210526316,GSM8880858,Retina,MB
13179,4319,1.0547082479702556,GSM8880858,Retina,MB
9447,3352,1.1432200698634487,GSM8880858,Retina,MB
15502,3735,1.896529480067088,GSM8880858,Retina,MB
530,383,0.0,GSM8880858,Retina,MB
1297,899,0.3855050115651504,GSM8880858,Retina,MB
2586,1415,1.1214230471771076,GSM8880858,Retina,MB
1719,1168,0.0,GSM8880858,Retina,MB
25959,6069,0.9168303863785201,GSM8880858,Retina,MB
1973,1280,3.0917384693360366,GSM8880858,Retina,MB
1761,1144,1.4196479273140261,GSM8880858,Retina,MB
109112,9912,1.1071192902705478,GSM8880858,Retina,MB
25098,5885,0.701251095704837,GSM8880858,Retina,MB
5541,2393,1.0106478974914275,GSM8880858,Retina,MB
7972,2683,0.8780732563973909,GSM8880858,Retina,MB
544,446,0.3676470588235294,GSM8880858,Retina,MB
617,499,0.1620745542949757,GSM8880858,Retina,MB
7609,3028,0.0,GSM8880858,Retina,MB
6079,2682,0.6086527389373252,GSM8880858,Retina,MB
1851,1218,0.05402485143165856,GSM8880858,Retina,MB
5703,2775,0.45590040329651055,GSM8880858,Retina,MB
7239,2949,0.4282359441911866,GSM8880858,Retina,MB
5377,2580,0.4463455458434071,GSM8880858,Retina,MB
2778,1447,2.699784017278618,GSM8880858,Retina,MB
3218,1727,1.1497824735860782,GSM8880858,Retina,MB
725,587,1.103448275862069,GSM8880858,Retina,MB
109186,9481,1.007455168245013,GSM8880858,Retina,MB
1605,1101,1.0591900311526479,GSM8880858,Retina,MB
5439,2556,0.4964147821290678,GSM8880858,Retina,MB
12295,3716,2.1309475396502644,GSM8880858,Retina,MB
5061,2417,0.5730092867022327,GSM8880858,Retina,MB
1436,1054,0.34818941504178275,GSM8880858,Retina,MB
1539,980,2.144249512670565,GSM8880858,Retina,MB
504,425,0.7936507936507936,GSM8880858,Retina,MB
727,565,1.5130674002751032,GSM8880858,Retina,MB
9429,3705,0.456039876975289,GSM8880858,Retina,MB
9813,3299,0.8050545195149292,GSM8880858,Retina,MB
8605,3247,0.8832074375363161,GSM8880858,Retina,MB
4895,2328,0.30643513789581206,GSM8880858,Retina,MB
6930,2941,0.5050505050505051,GSM8880858,Retina,MB
4018,2159,1.2195121951219512,GSM8880858,Retina,MB
8338,3245,1.4871671863756297,GSM8880858,Retina,MB
3640,1883,0.5494505494505495,GSM8880858,Retina,MB
6580,2960,0.851063829787234,GSM8880858,Retina,MB
5963,2621,0.5198725473754822,GSM8880858,Retina,MB
6333,2710,1.231643770724775,GSM8880858,Retina,MB
10078,3723,0.07938082952966859,GSM8880858,Retina,MB
7444,3086,0.026867275658248254,GSM8880858,Retina,MB
1550,1027,0.6451612903225806,GSM8880858,Retina,MB
893,689,1.2318029115341544,GSM8880858,Retina,MB
1360,998,0.3676470588235294,GSM8880858,Retina,MB
701,533,0.0,GSM8880858,Retina,MB
1508,1036,2.0557029177718835,GSM8880858,Retina,MB
1864,1274,0.8047210300429184,GSM8880858,Retina,MB
1315,948,0.6083650190114068,GSM8880858,Retina,MB
13140,4279,0.4946727549467275,GSM8880858,Retina,MB
683,555,0.29282576866764276,GSM8880858,Retina,MB
1141,795,0.9640666082383873,GSM8880858,Retina,MB
7193,3028,0.5839010148755734,GSM8880858,Retina,MB
1164,767,0.25773195876288657,GSM8880858,Retina,MB
1348,948,0.5192878338278931,GSM8880858,Retina,MB
4333,2410,1.0385414262635588,GSM8880858,Retina,MB
9174,3352,0.6431218661434489,GSM8880858,Retina,MB
12765,4362,0.8225616921269095,GSM8880858,Retina,MB
3288,1673,0.6082725060827251,GSM8880858,Retina,MB
1282,797,3.74414976599064,GSM8880858,Retina,MB
537,342,0.0,GSM8880858,Retina,MB
2241,1297,0.71396697902722,GSM8880858,Retina,MB
614,504,0.4885993485342019,GSM8880858,Retina,MB
512,413,0.78125,GSM8880858,Retina,MB
595,481,1.0084033613445378,GSM8880858,Retina,MB
1723,1179,5.107370864770749,GSM8880858,Retina,MB
1067,763,0.28116213683223995,GSM8880858,Retina,MB
6974,2901,0.028677946659019213,GSM8880858,Retina,MB
7424,3039,0.646551724137931,GSM8880858,Retina,MB
6221,2863,0.6912072014145636,GSM8880858,Retina,MB
7840,3224,0.35714285714285715,GSM8880858,Retina,MB
2778,1586,1.5478761699064074,GSM8880858,Retina,MB
1520,973,1.0526315789473684,GSM8880858,Retina,MB
10217,3715,4.41421160810414,GSM8880858,Retina,MB
771,575,0.38910505836575876,GSM8880858,Retina,MB
14054,3955,0.9036573217589298,GSM8880858,Retina,MB
574,472,0.0,GSM8880858,Retina,MB
556,444,0.0,GSM8880858,Retina,MB
7249,3006,2.552076148434267,GSM8880858,Retina,MB
16712,4857,0.34107228338918144,GSM8880858,Retina,MB
785,590,1.910828025477707,GSM8880858,Retina,MB
7814,3093,1.7020732019452267,GSM8880858,Retina,MB
2021,1234,3.4636318654131615,GSM8880858,Retina,MB
8706,3235,0.6776935446818286,GSM8880858,Retina,MB
645,517,0.7751937984496124,GSM8880858,Retina,MB
1272,869,1.8867924528301887,GSM8880858,Retina,MB
1194,685,6.532663316582915,GSM8880858,Retina,MB
673,557,0.7429420505200593,GSM8880858,Retina,MB
573,446,0.5235602094240838,GSM8880858,Retina,MB
6819,2829,0.3079630444346678,GSM8880858,Retina,MB
6680,3037,0.10479041916167664,GSM8880858,Retina,MB
46022,7447,1.331971665725088,GSM8880858,Retina,MB
2093,1309,1.5289058767319637,GSM8880858,Retina,MB
36118,7084,0.5565092197796112,GSM8880858,Retina,MB
3643,1895,1.5097447158934942,GSM8880858,Retina,MB
1164,770,0.3436426116838488,GSM8880858,Retina,MB
617,495,1.4586709886547813,GSM8880858,Retina,MB
4767,2378,1.3006083490664988,GSM8880858,Retina,MB
500,395,0.8,GSM8880858,Retina,MB
2157,1316,0.23180343069077425,GSM8880858,Retina,MB
2752,1551,0.32703488372093026,GSM8880858,Retina,MB
5071,2467,0.1577598106882272,GSM8880858,Retina,MB
9341,3265,1.3595974735039076,GSM8880858,Retina,MB
6634,2891,0.4220681338558939,GSM8880858,Retina,MB
7435,3080,0.5514458641560188,GSM8880858,Retina,MB
1433,889,1.04675505931612,GSM8880858,Retina,MB
5034,2341,1.3110846245530394,GSM8880858,Retina,MB
29985,6495,1.0005002501250626,GSM8880858,Retina,MB
33227,6932,0.8607457790351221,GSM8880858,Retina,MB
2589,1451,2.587871765160293,GSM8880858,Retina,MB
519,430,1.1560693641618496,GSM8880858,Retina,MB
5589,2561,0.2147074610842727,GSM8880858,Retina,MB
800,615,1.0,GSM8880858,Retina,MB
7127,2916,0.3648098779290024,GSM8880858,Retina,MB
2391,1510,0.37641154328732745,GSM8880858,Retina,MB
7646,3088,1.1901647920481297,GSM8880858,Retina,MB
503,332,9.343936381709742,GSM8880858,Retina,MB
4989,2408,0.5411906193625977,GSM8880858,Retina,MB
6566,2803,0.10660980810234541,GSM8880858,Retina,MB
5490,2459,0.3825136612021858,GSM8880858,Retina,MB
5651,2670,0.1769598301185631,GSM8880858,Retina,MB
6054,2662,0.280806078625702,GSM8880858,Retina,MB
1949,1245,0.8722421754746024,GSM8880858,Retina,MB
7725,2978,8.336569579288026,GSM8880858,Retina,MB
1986,1299,0.7049345417925479,GSM8880858,Retina,MB
1393,978,0.4307250538406317,GSM8880858,Retina,MB
6014,2762,1.1639507815098105,GSM8880858,Retina,MB
2619,1483,0.7254677357770141,GSM8880858,Retina,MB
1031,760,0.5819592628516004,GSM8880858,Retina,MB
2169,1311,0.7837713231904103,GSM8880858,Retina,MB
6653,2909,0.6613557793476628,GSM8880858,Retina,MB
2155,1356,0.13921113689095127,GSM8880858,Retina,MB
13080,4232,0.13761467889908258,GSM8880858,Retina,MB
22863,5441,1.0584787648165157,GSM8880858,Retina,MB
1980,1233,1.6666666666666667,GSM8880858,Retina,MB
1438,1017,0.4172461752433936,GSM8880858,Retina,MB
4472,2069,0.29069767441860467,GSM8880858,Retina,MB
43070,7286,0.5502670071975854,GSM8880858,Retina,MB
35462,6792,0.5047656646551238,GSM8880858,Retina,MB
521,418,0.9596928982725527,GSM8880858,Retina,MB
2674,1345,6.768885564697083,GSM8880858,Retina,MB
1701,1117,0.3527336860670194,GSM8880858,Retina,MB
1001,758,1.098901098901099,GSM8880858,Retina,MB
627,491,0.4784688995215311,GSM8880858,Retina,MB
2755,1808,0.5081669691470054,GSM8880858,Retina,MB
5484,2687,2.297592997811816,GSM8880858,Retina,MB
1182,898,0.5076142131979695,GSM8880858,Retina,MB
1025,776,1.3658536585365855,GSM8880858,Retina,MB
762,561,0.5249343832020997,GSM8880858,Retina,MB
