gene,spearman_dpt
Irf1,0.05295493234463437
Gm10701,0.05296948894951199
Prss12,0.052972772886591996
Macrod1,0.05301357619697772
Gm35715,0.05304939422486765
Taf13,0.053062318437016046
Btbd8,0.053082467839019654
Gm49208,0.053137714221267514
Klf4,0.05324238378261012
4930517O19Rik,0.05330424601312566
Iqch,0.05332647115436791
Sugct,0.05333705387067981
Atg4a,0.053346072725783296
Cryba1,0.053427696283302586
Cmah,0.053479284064351054
Gm28403,0.053510638962203885
5730522E02Rik,0.05353361436450507
Gm15246,0.053553427527729756
Epb41l5,0.053560526059563254
Fam78b,0.053652595917959595
Cd63,0.05366231653674062
Sh3rf1,0.05366671718798393
Plekhg3,0.053675397754550186
Gm20069,0.05368243284406906
1700126G02Rik,0.053725312206141476
Rab9,0.05373211881723146
Btbd11,0.05379264576170798
Gm41609,0.05386586320782195
Col23a1,0.0539453228252167
Srgap3,0.053946861774139876
Nxn,0.05404258445263224
Gm26632,0.05428149372965115
1810034E14Rik,0.054401496108024416
Lrrk2,0.05445648823252764
Gk5,0.05445716678569024
Akap14,0.05446376998326038
Cxcl9,0.0544768796333863
Fau,0.05448339394119809
Slbp,0.054522967828538466
Proca1,0.054589053426735416
Zfp934,0.0546341300744416
Gm48383,0.054643099645601795
Mast1,0.05466876449129125
Nr6a1,0.0547477945734521
Stap1,0.05477992680127426
Lrrc28,0.05481093766559607
AW554918,0.05490299561114532
Mfsd6,0.0549058383748622
Mok,0.05510903985348206
Kcnma1,0.05515928960800499
Ccr2,0.05523255679953078
Gm41361,0.05525196409653261
Gnmt,0.055377408322785995
Gm20470,0.05547253325363122
Prph2,0.05557131825437483
Il1b,0.055677732678583974
Abhd18,0.05581858666064006
Pif1,0.05582803767083279
Ablim1,0.05600348313629901
Ccdc88c,0.05606322247003253
Stau2,0.05607800168151085
Ppm1e,0.05608340947218334
Igkc,0.05616493771646074
Ccdc171,0.05620588301260626
Mettl21c,0.056392736142800916
AY512915,0.05640693467419332
Cd244a,0.056464849707083244
Wdr35,0.05654124619590074
E130307A14Rik,0.056551171545025515
Vegfa,0.05656466937794286
Fut8,0.05664520708678518
Snx12,0.056752682453935
Fam120c,0.056846935139372355
St8sia4,0.05686345841743737
Cenps,0.05697995816381393
Ammecr1,0.0569991663907497
Nhej1,0.05713056689762278
Rasal2,0.05715604651011314
Gm48708,0.05715860247485468
Anxa1,0.05718025988598342
Dph6,0.057479375912111295
D630008O14Rik,0.05747981444541578
Gm31323,0.05754407277528182
Gm11508,0.05772797927878028
Sept1,0.057784596073288404
Ust,0.05778803221612732
Wars2,0.05782132942449884
Gm34086,0.0578780598030957
St8sia6,0.05789348674874943
Dgki,0.05791208368898793
Pdgfc,0.05793341838099672
Trmt61b,0.058009759150641126
A430090L17Rik,0.058075002154416334
Wbp1,0.058076350459599496
D130040H23Rik,0.05809956425216148
Hsph1,0.05811404288889702
BC048559,0.058193381874786315
4930533B01Rik,0.0582250268461003
Gdf3,0.058225104044392385
Hdac7,0.05824587636030946
Fam20a,0.0582485235637146
Atxn7l1os2,0.05826432131223628
H2afz,0.058339636342935104
Kif9,0.05838141840773101
Peli1,0.058568824917061
Pf4,0.058571740016520726
L3mbtl3,0.058615751519666706
4930565N06Rik,0.0586191211616321
Larp1b,0.058633493397862634
Mettl15,0.058638896599363784
Fam185a,0.05882024946135254
Gpr137c,0.05882125779167693
Acyp2,0.058826135523177725
Gm16055,0.05889559638680557
Zfp64,0.05889942474427496
Arhgap28,0.05892055173983773
Prorp,0.059008137450656056
Slc22a15,0.05901385983206583
Rnf150,0.05910975100697357
Met,0.05917132642253571
Slc9a7,0.059253985062403355
Rp1,0.05932977512875528
2210408F21Rik,0.05951773274620014
Shld2,0.05958506986888449
Gm13563,0.0595871506535839
Ube4bos1,0.05960115075830746
2010009K17Rik,0.05961502034939053
Gpr82,0.05967687095694151
AA467197,0.05979810411836795
Gm16036,0.05984612011301065
Zfp318,0.05993610233907022
Klhl12,0.05994356476050154
Cxcl13,0.05995439196622909
2610204G07Rik,0.05996897537874085
Gm50368,0.060118745731503914
Slc2a3,0.0601271975337607
Srxn1,0.06013832753896828
Mlf1,0.06015009571107006
Cpeb3,0.06032015651271837
Haus5,0.06037210779887662
Gm15489,0.06043746140320316
F13a1,0.06046146051294697
Eml2,0.06048393894447506
Slc22a23,0.06051732151970956
Gm34408,0.060525920599417644
Kcnq3,0.06056921282857854
Crtc3,0.06058376140109068
Gm16549,0.06060261979167602
Gm10847,0.06060448966463942
Kcnip4,0.0606987233856088
Atp11c,0.06073089502028547
Tmigd3,0.06082283297260655
Dusp1,0.06082320136747499
Mboat1,0.060827255733874805
Gm48228,0.06084399591067435
Usp28,0.060850374008167514
Gpd2,0.06095724915268752
Il1rn,0.06095846712050491
Gm10135,0.060981951843709546
Mmp12,0.06103687348396246
Gm16153,0.061127360753260696
Gm28085,0.061175939026940115
Magi2,0.06122144018764482
Dnajc11,0.061356774141315754
Angptl1,0.061383619385170625
Xkr6,0.06149723090962898
Pbx1,0.061561484652685315
Mamdc2,0.06158096095291247
Gm14798,0.06158963647557149
Prdm10,0.06163321513939646
Hlcs,0.061702942054245785
Gm28198,0.0617464987233952
Gimap5,0.061753916141565175
Scai,0.06179950807746681
Cd46,0.06183154115549899
Tmlhe,0.06184445565619369
Adap2os,0.06205754378463382
Gm12703,0.062132192145312716
Nubpl,0.06225954602273656
Slc15a2,0.062289090375461466
Lamc1,0.06232634591345394
Mrc1,0.06236181668574993
Nup210,0.06240134453347446
Meis1,0.062449772156956136
Nol4l,0.06248816134070203
Zbtb25,0.06248943420404508
Zdhhc2,0.06254548929643323
Gm13710,0.06255245042363426
Tesk2,0.06258647813919821
Glp2r,0.06262418293473637
Copg2,0.06266701825007619
Traf3ip2,0.06275510870161788
Rab11fip1,0.06282692804626049
Clec4e,0.06291234114400561
Gm48855,0.06299391119598896
Pdgfa,0.06300341406900893
Zcwpw2,0.06304702930337827
Ccdc34,0.06312679335631252
Igf1r,0.06315637378641248
Fancd2,0.06329098451257938
Sytl2,0.06330373024477055
Gm14858,0.0633072945490658
Gdf15,0.06335699334209359
Gm17231,0.06349956657764567
Cradd,0.0636006121487878
Myo3b,0.06366900098782008
Gm14023,0.06367798457173701
2210408I21Rik,0.06368949331841525
Ifit1bl1,0.06370246911960217
Arl15,0.06374956315109195
Nos1ap,0.0637602209519105
Mrtfb,0.06379461509896171
Gm10785,0.06383964001125361
Trip4,0.06390667613853918
Dgat2l6,0.06414944084861197
Plekha5,0.06428084058497346
4930406D18Rik,0.06435752510661438
Ctsk,0.06438291550295316
Atg10,0.06441310854775799
C2,0.06446660564123714
Strip2,0.06460783419613482
Fap,0.06462441905621093
Radx,0.06471938663485605
Col9a3,0.06488217409750809
Alpk1,0.06494741093866199
Kiz,0.06498480015115735
Lmtk2,0.06499089634866045
Hectd2os,0.06502138830841599
Tnf,0.06502935703417359
Serpinb6a,0.06521756470210884
Il2ra,0.06527130134734911
Aven,0.06528586789562048
Gm11146,0.06528970739649503
4921511C10Rik,0.06534066507168108
Gimap6,0.06547786232586919
Minar1,0.06548531536148813
Gm10603,0.06559362622114415
Cwc27,0.06566186030814448
Chrnb1,0.06568987432475511
Cc2d2a,0.06571089515152147
B3gat2,0.0657192120509587
Nlrp3,0.06577497726832741
Cd247,0.06584627119566917
Hmgn5,0.0658775732175264
Slc9a5,0.06589814173299938
Gm19466,0.06594863655558601
Pde4c,0.06617560013020074
Cdkl5,0.06618674949685778
Rhbdd1,0.06634394651094407
Nfkbiz,0.06655375643793089
Neurl1b,0.0665889371375388
Dse,0.06662637178495975
Stim1,0.06671744627778034
Gm15886,0.0667399230949346
Slc6a20b,0.06686194764103134
Taf3,0.06687762443907211
Phlda1,0.06687839596784366
B930036N10Rik,0.06695961887212751
Mob3b,0.06696690333653249
Dgkh,0.06703918237165356
Epm2a,0.0670902745237863
Fam241a,0.06715098344589283
Cpne2,0.06717730986182197
Immp1l,0.06724663179749676
2610035D17Rik,0.0672491713669714
Gm17359,0.06735468997228895
Ankrd12,0.06737973344559949
Ly75,0.06742568407020924
Xrcc4,0.06755500087391678
Sertad2,0.06756533131457439
Asb3,0.06756996881253462
Gm26854,0.06760074400496681
Spata1,0.06769511367030004
Gm13402,0.06771056277934445
Slc18a2,0.06778493879244535
Gm4876,0.06782454645285425
Nt5e,0.06785668325386815
Slc7a11,0.06789881851566802
Hspa1a,0.06795137063992163
Ccl2,0.0679818239383408
Tmtc2,0.0681746634737749
Gm11716,0.06820532142506176
Immp2l,0.06841605218004491
Filip1l,0.06844777336925394
Gm12227,0.06849284599092262
Npat,0.0685562835656265
Prkg1,0.06870932118954226
Pdss2,0.06874476411957064
Eml5,0.06875114099296167
Cp,0.06875348509509754
Eefsec,0.06878691479845792
Wwox,0.06883619125626383
4831440D22Rik,0.06886194594165387
Pole2,0.06892032581970062
BC052040,0.06893958504515027
Fbxo33,0.06896228730102974
Cxcl2,0.06901492151701262
Plxna4os3,0.06922642667402892
Dmd,0.06951468094262414
Gm10248,0.06953267570533721
Grk5,0.06966192736475017
Tsga10,0.06966773780352152
Gm12592,0.06971191414688922
Smad6,0.06976529728618955
Gm44577,0.06984343259291662
Nrp1,0.06995056752729177
Clybl,0.06996877689548671
Zranb3,0.07001777861458065
Bcas3,0.07008373081122354
Gm11906,0.07015849034269317
Gm15738,0.07016555506819298
Ppp2r2b,0.0702557669825779
Dag1,0.07030020417460495
Itgb7,0.07031811270102808
Gm19667,0.07033669125985936
Ctdspl,0.07040341826897441
Hipk2,0.07040571031836984
Megf9,0.0704352119244502
Zfp831,0.07054826028324074
Aspn,0.07056947776705673
Fbxl2,0.07061307894814575
1700094J05Rik,0.070639615781646
Gm49189,0.0706420066370516
Dach1,0.07066126391183421
Gm15155,0.07068547450587032
Adamts6,0.07068598370600414
Iars2,0.070687804676696
Cep57l1,0.0707004404571133
Gm37571,0.07071406360084319
Lhpp,0.07077208137931028
4930484I04Rik,0.07094010506292663
St3gal4,0.07096366234358047
Hhat,0.07098883554979016
Uck2,0.07101731080526567
Vopp1,0.07104973283553565
Pgap1,0.07106665197392625
Bbx,0.07107280322962616
Snx25,0.07108317357637943
Snhg14,0.07112948367291849
Gm50020,0.07115077065726427
Glcci1,0.07115143095601112
Rgs12,0.07132823800191034
Acvr2a,0.07137696069053451
B3galt2,0.07141879516102088
Clcn5,0.07153881714422365
Pik3r3,0.07162554631821674
Mettl25,0.07166176629473148
Rps12,0.07179087948941158
Mcm4,0.07190587671215276
4930455C13Rik,0.07208459239542452
Adamts1,0.07218147715367731
4921511I17Rik,0.07219439769872002
Umad1,0.07244123872950443
Mcu,0.07244334915285706
Syn3,0.07246601214281627
Colec12,0.07249227506365002
Npnt,0.07249513524546822
Gm16552,0.07250519702124678
Gm20089,0.07257263976040582
Mtm1,0.07260223483437915
Pakap-1,0.07263494847217539
Enox2,0.0726878159464083
Tmem216,0.07276217950130635
Kynu,0.07277039945646821
Mir155hg,0.07278820417563449
Itgae,0.07282396176666152
Gm31763,0.07288450672698805
Gm50163,0.07312349047966742
4930512B01Rik,0.07313480007712532
Limk2,0.0731928171137617
Bach2,0.07322555758942961
Jazf1,0.073344640439032
Klhl2,0.07336571678735068
Akt3,0.07353054677817344
Cep290,0.07364231142949607
Arhgap32,0.0736655487441341
Pecam1,0.07369778569037529
Ap1s3,0.0737094500672996
C79798,0.07373564562191418
Gm39214,0.07385367178725954
Gm36992,0.07387805407859545
Pkd2l2,0.07388317222879387
Gm13822,0.07389644821312875
Gm11457,0.07394551216857123
Gcnt2,0.07395123510102439
Gbe1,0.0740601293580944
Spon1,0.07410854763332353
Ulk4,0.07411125353282635
St18,0.07426797154732433
Taf4b,0.07436232118228583
Fam214a,0.0744795074472169
Tgm2,0.0746151535589467
Egr3,0.07505195858913385
Gramd3,0.07513150947545905
Rnf24,0.0751964950650427
Mmd,0.07521464741740275
Gm12216,0.07535670486931563
Gm15614,0.0753610971183203
Wdpcp,0.07548540472972876
Mns1,0.07549348658651901
Rgcc,0.07555505336464939
Trim37,0.07564100876961029
Arl5b,0.07564195611362233
Cpq,0.07567856249035647
Tmem241,0.07579114115447258
Mgmt,0.07581391522267586
Gbp3,0.07582108661960575
Tes,0.07588091613619039
Ldlrad3,0.07589373068131758
Ccdc7a,0.07589761259059928
Akap7,0.07591289634156143
4930556J24Rik,0.07596197177385844
Htr2b,0.07600069559047463
Commd10,0.0760742329161067
Tpk1,0.07610137682845965
Pbx3,0.07610692163838995
Afg1l,0.07615834797302684
Il15ra,0.0761850911107518
Gys1,0.07622853694855503
Gm19605,0.0763321223609554
Gm50237,0.07634160462200722
Syne2,0.07634549922534344
Gmds,0.0763585365864033
Gab3,0.076394103078502
Pard3bos1,0.0764964099913998
Crim1,0.07650132156366858
Ogn,0.07654754744265485
A630089N07Rik,0.07658275320131637
Mnat1,0.07658596522141348
Gm44148,0.07679119390881337
Gm11476,0.07683140956497181
Bzw2,0.07683224384821621
Appl1,0.07687185529915994
Cep112,0.07690783828220833
Apoc1,0.07694722499740189
Nostrin,0.07705712915522725
Zhx2,0.07710466052177102
Zfp438,0.07719141542271779
Sntb2,0.0773766427163724
Ddb2,0.07746156104940694
Gbp7,0.0775867403212155
5430427M07Rik,0.0776756479011239
Myo10,0.07783176645812949
Gm49417,0.07783701747420409
Mitd1,0.07783907541011165
Zfp366,0.07798011824615535
Gfod1,0.07805535736758196
Als2,0.07805845347027514
Efcab11,0.07810448276837677
Icos,0.07811679523879586
Prkcg,0.07821165991226504
Fggy,0.07834810777486631
Phf6,0.07843025057269125
Ctla2b,0.07848501168216543
Nme7,0.07849004146323688
P2ry14,0.07850472442864588
Gm16541,0.07862462789288094
4930579G18Rik,0.07863901733032505
Slf1,0.07870774065727831
Ccdc73,0.07874068444123247
Nf2,0.07876518504916988
Gm47272,0.0787691824926852
Dapk1,0.07887510487333493
Camk4,0.07894246831617548
4930599N23Rik,0.07898394025677978
1110051M20Rik,0.07909051366845167
St5,0.07919773726589494
Slco5a1,0.07942347326200133
Gm27201,0.07965308080836528
Gm47827,0.07967762919144318
Gzmc,0.07975043784454591
Gramd1b,0.07980165550213646
Simc1,0.07992071286110226
Bst2,0.07995070566902004
Sntb1,0.08004096287533435
Plcxd2,0.08010364360842294
Gm4117,0.08016513112321547
Scfd2,0.08016529897575542
Gm10848,0.08026544939313299
Dusp2,0.08036074812214473
Rev3l,0.08036671435375288
Serpine1,0.08040227482366183
Ccdc88a,0.08064685736519656
Ppp2r3a,0.08091711057137971
Reps2,0.08099234982111071
Ildr1,0.08114223127325408
Magi3,0.08114570309659051
1700037C18Rik,0.08117850921283636
Itgb3bp,0.08125758878993464
Ahcyl2,0.0812796867318341
Gsdme,0.08134489531615843
Ifi44,0.08138437653382345
Cfdp1,0.08138959380270991
Pced1b,0.08142917997626982
Ptpn9,0.08147926187161283
Prdx1,0.08156385281144042
Plcb4,0.0816533591361243
Gm26936,0.08170550876512786
Papss2,0.08170709556241115
Gm4035,0.081723303461355
Rps28,0.08181417864487714
Gpr132,0.08182223709072485
Nmt2,0.08186398248060699
Rps24,0.08191094226508361
Gk,0.08196731843573189
Cerkl,0.08207432658612346
Alms1,0.08212915477142717
Stk39,0.0821320777972324
Gm47283,0.08214954865223448
Nedd4l,0.08225187333939968
Dpp4,0.08226639858351825
Gm36975,0.08228770714341226
Dram1,0.08235714914105237
Sclt1,0.08246039245877776
Gm50035,0.08252118814383952
Pex5l,0.082587836420717
Ripor2,0.08259222359053449
Ciita,0.0826025431637229
Gfm2,0.08261092663746347
Pmf1,0.08265018840007005
Srbd1,0.08273498616542092
Degs2,0.08275091928462575
Kalrn,0.08287427148581313
Gm37229,0.08297628996249015
Rad18,0.08301495703432112
4930523C07Rik,0.08305811339718117
Sag,0.08323695504094966
Pltp,0.08335205024377489
Spn,0.0833929438071401
Bcl11b,0.0834849165083798
Rps16,0.08350849803817242
Cadm1,0.08364995871506993
Prim2,0.08371031960696775
St8sia1,0.08372284283400357
Gm9968,0.08377879249649614
Cadm2,0.08378192206234772
Gramd4,0.08378528932146459
Gm44686,0.0838652859150927
Gm26802,0.0841239378597299
A930001M01Rik,0.084143075460846
Lysmd4,0.08421522865858432
Zhx3,0.08422730642824723
Slc16a1,0.08424912420557344
Ppp3cc,0.08425894791194129
Phlpp1,0.0843137712138288
Lima1,0.08431968494663598
Grasp,0.08437965643292246
Gm17590,0.08440492389980968
Fgf13,0.08444122701052684
Dscam,0.0845195028379084
Klra2,0.0845229324524482
Farp1,0.08454529163344271
Cip2a,0.08454935046187041
Cd83,0.08459130655042162
Zfp407,0.08464796488142483
Rad51b,0.08466612668232486
Afdn,0.08477625500174955
Actr3b,0.08488155329107556
Ralgapa2,0.08492871074003654
Slfn1,0.08506375594885682
Itga5,0.08510819128660883
Ccdc57,0.08520153898517586
Ccnb2,0.08526590670160718
Mfsd4a,0.08529781542490363
Pam,0.08530998416111495
Zbtb2,0.08572267898635529
Arhgap18,0.08572849081425264
1500004A13Rik,0.08586452823942917
Cntln,0.08588293382941517
Kansl1l,0.08589299587935355
Fosb,0.08594481787718075
Klf10,0.08599356121672486
Sdk1,0.08600178115805208
Homer1,0.08602137145679087
Ecm2,0.08603528985756904
Crybg1,0.08606701036521706
Rpgrip1,0.08608289603473604
Mastl,0.08617442418741414
Gm28379,0.08627581048913464
Traf1,0.08629612604435716
Ikzf2,0.08641116439504191
Mgst1,0.08658219476366022
Smyd3,0.08658892868963143
Cpeb2,0.08662491284640506
Adam33,0.08664142653185977
Cox6a2,0.08668093576020612
Gm13269,0.08688130220189515
Uhrf1bp1l,0.08713344897948469
Pitpnc1,0.08717592217121992
Smim4,0.08732176866307172
Neat1,0.08738714105784376
Zfand2a,0.08740103735765431
Gm47350,0.08744511435929063
Esr1,0.087682004554808
Tbc1d4,0.08771357704121384
Gm17227,0.0879589451212892
Kcnq5,0.08797945690237984
Rpl23,0.0880995156318444
Gna14,0.08810236250231143
Usp50,0.08825340522129214
Gm38604,0.08828908956436786
Ch25h,0.08838763622658365
Cd38,0.08841298616130551
Wwp1,0.08848394101919808
Scpep1os,0.0885118847648099
Slc41a2,0.08856863646535439
Brca2,0.08857381777583659
Cd40,0.08865756751601009
Gm15563,0.08881558044114396
Il18r1,0.08893604268256754
Rad51,0.08912471511514948
Zc3h12c,0.08919851188724874
Gm46411,0.0893979669162799
4933423P22Rik,0.08945641745556743
Ptchd1,0.08948484617473122
Adk,0.08963059211394696
Ly6a,0.08966275558218426
Arhgef18,0.08987646568730283
Dhx40,0.08998039567046479
Vxn,0.09008676304742562
Aspm,0.09013085391645557
Cacna1d,0.0902787899803814
Asah2,0.09032053347598203
Angpt2,0.09044385762706227
Cdk6,0.09045214809433037
Dnajc19,0.0904742068846666
Ankrd33b,0.09070812459978517
Gzmb,0.09089310351434172
Man2c1os,0.09090708135397696
Gm26759,0.09093541351319878
Pde7b,0.09099411033099877
Mast2,0.09104666111737253
Gadl1,0.09108818468875417
Il1rap,0.0911271367609245
4930473A02Rik,0.09112932394733463
Srgn,0.09122865274253773
Gm48765,0.09135898678413748
Lin52,0.09146267993329686
Psd3,0.09170072132130384
Aig1,0.09170868389410991
Fn1,0.09176397828521624
Rttn,0.09195390478670934
Prkce,0.09210083024627953
Shtn1,0.09221639926218572
Adhfe1,0.09222020184937425
Ctsw,0.09223935920044413
Kif20b,0.09232364245513579
Slc38a6,0.09239554742591637
Slc44a1,0.09266520754428283
mt-Nd1,0.09266644297379248
Mpp7,0.09272584864646159
Hivep2,0.0927449600047381
Rnf19b,0.09281160056731017
AY036118,0.09288857491097381
Slfn8,0.09298160932948146
Rps18,0.09300540848446154
Prkcq,0.09304448293085033
Kif11,0.09324871451606226
Xdh,0.09329938066303507
Arf4,0.09334188912472027
Gm28375,0.09343536585866223
Cnot10,0.09393043861899546
Slc7a5,0.09396065263207237
Pcgf5,0.09396669636088473
Cyp2r1,0.09405645841307372
Tiam1,0.0940709686334765
Nr4a3,0.09423869431412697
Rgs1,0.0942634690570157
Itpr1,0.09427092583620664
Rfx7,0.09443298529212889
Rsf1os2,0.09444068233793577
Gm34455,0.09444258926191838
Adgb,0.0945631922596341
Cenpp,0.09458328773913327
Mreg,0.09464226657654236
Wfdc17,0.09484468655412863
Cd69,0.09485053854193673
Ckap2l,0.09496207436835215
Eif2ak2,0.09496757212871014
Tg,0.09497233020069977
Cdc20,0.09516527144044365
Prune2,0.09526464362606002
Tiparp,0.09542241796184993
Insyn2a,0.09543055376238016
Dtnb,0.09548072337730187
5330438D12Rik,0.09549532775988309
Klrb1b,0.09550515298651502
Apoc4,0.09560614550620336
Carmil1,0.09570500138491245
Gls,0.09578978115465812
Ttpal,0.09603143509129564
Pole,0.09608964219629097
Gm12353,0.09611039567879107
Gm47243,0.09629312156669491
Gm43713,0.0965061439899382
mt-Atp6,0.09654061685495229
Galnt7,0.09656031407246674
Airn,0.09666897378922075
Ncoa7,0.09678902639834418
Nrp2,0.09704548123848934
Lpl,0.09716909738130404
Acod1,0.0971854731189385
Bcl2l11,0.09718629365944928
Hist1h1b,0.09723006156487972
Slc24a1,0.09727106710386357
mt-Co1,0.0973090860286278
Tspan5,0.09735657661719965
mt-Nd2,0.09757158612417836
Gm47167,0.09762160583413344
Rsf1os1,0.09782905678689859
Zbtb10,0.09787960426697957
Map3k20,0.09794031595883083
Gm12248,0.09836147721024291
Gm27017,0.09836348998810376
Gm42047,0.098395199487808
Ggact,0.09860868316499681
Ect2,0.0986669323068733
Lonrf3,0.09868318802788066
Gm20404,0.09883753828336506
Ezh2,0.09897578142194267
Spata5,0.09903676824063369
Fcrls,0.09915116727374503
6530409C15Rik,0.09925541949240238
Plac8,0.09926266431843436
Ifitm2,0.09930739510334875
Tmcc3os,0.09952792557556987
Plk2,0.09953285749819789
Setdb2,0.09954344952186045
Cenpa,0.09965989825822846
Ext1,0.09967061047217328
Dnajb13,0.09968227865552015
Cytip,0.09984325839480727
Sqstm1,0.0998805551728888
Lrguk,0.09991536845003153
Rps19,0.10003613990162072
Ptpn22,0.10019709994507758
Card11,0.10023184302709441
Siglec1,0.10042307247132905
Pla2g7,0.10045429207531312
Stil,0.10056686222338726
Slc10a1,0.10066426289520015
Aff3,0.10069091626109666
Antxr2,0.10069911940502677
Gpr68,0.10070153578387606
Atf3,0.10072979964663475
9130019P16Rik,0.10081526743477119
Prc1,0.10085756918309477
Rps20,0.10091259171343867
Sirt1,0.10092977605889825
Arid5b,0.10108789250361479
Gm32036,0.10116987460691905
Fmn1,0.10124947035082003
Anln,0.10140753339987574
Pfkp,0.10142508924093896
Trim30a,0.1015726000181409
Itsn1,0.10167416082725585
Gm43221,0.10176212121445524
Lockd,0.10181081861523099
Msra,0.10213589949705311
Gm26626,0.10217841858960162
Slc16a10,0.10245358598663029
Racgap1,0.10254151586034035
Mms22l,0.10254691978882455
Kif15,0.1026136171345949
Klrk1,0.10262128718309782
Gm15527,0.10269810618441103
Cxcl14,0.10274897483107708
Gem,0.10276637423208765
Bub1b,0.1028605818785933
1600010M07Rik,0.10306607036947799
Gm48678,0.10309079631718225
Utrn,0.10309170762246997
Hip1,0.10316989762490492
Themis,0.10318767236700188
Atxn7l1os1,0.10324657561195608
Rps25,0.10326569029848753
Nfe2l3,0.10329159164517097
Samd9l,0.10337888108740859
Pde4b,0.10343508655028547
Kif23,0.10395805456242577
Oprm1,0.10402163386691576
Rad51ap1,0.10405037741428715
Cblb,0.10407602683029453
Pclaf,0.10417380852145386
Fyn,0.1043660141819805
Fam210a,0.10444239629890349
Fmnl2,0.10469411319928208
Adam19,0.1047140494545941
Rabgap1l,0.10473828760592745
Polq,0.10488213939782658
Atad5,0.10489852674234981
Ctif,0.10494493627216837
Kif24,0.10502400425532098
mt-Co3,0.10510603331806966
Ell2,0.10522263814775024
Trerf1,0.10550882176590039
Anapc15,0.10555431957341647
Kif22,0.10563613674800935
Pdgfrl,0.1056578425577114
Gm2245,0.10572376059966769
mt-Co2,0.1059935016159844
Mis18bp1,0.10610820759087687
Blm,0.10639630809644313
Birc5,0.10651479884759225
Nes,0.10675742108392003
Pde7a,0.10683437667573986
Morrbid,0.10694988370887139
mt-Nd6,0.10706696934474981
Baiap2,0.10721991315730568
Agap1,0.10728427401635497
Far1os,0.1074257541564759
Itgal,0.10742703950038142
Cit,0.1074667658208078
Gm15635,0.10753347013398257
Napsa,0.1076112365289231
Cd226,0.10769173988878471
Gm36723,0.10777536538647828
Rps26,0.10777864772376178
Gm10974,0.10781293069876782
Igf2r,0.10836305954516755
Map3k8,0.10837957973679774
Gm16337,0.10839906185846832
Gm26749,0.10865485853759077
Ywhaq,0.10884619394077642
Adgre5,0.10920590372947259
Smc4,0.1092229757681752
Atad2,0.10925758542439659
Mast4,0.10956132760257116
Gm20528,0.10973505681920548
Nedd9,0.10973799824993993
Tmem163,0.109739086490637
Gm42836,0.10980685207042938
Ube2c,0.1099978593958251
Syne1,0.1101221297620466
Ifi27l2a,0.11019275823415191
Dab2,0.11027051876996462
Atrnl1,0.11039753952039874
Mthfd1l,0.11060180086500561
2610020C07Rik,0.11061497636552099
Dlgap5,0.11065220552158352
Fancc,0.11065652811129546
Gm20275,0.11092606061800105
9130015G15Rik,0.11147424643863775
Plaur,0.11190297772769608
Cacna1a,0.11193068489422721
Rec114,0.11203306254713995
Dock5,0.11239236940183003
Ccl3,0.1125684404227883
Cdca8,0.11261281373130902
Baiap2l1,0.11263088541816867
Irgm1,0.11263623027939874
Fnip2,0.1129193629298725
4930479D17Rik,0.1130635624222845
Arhgap26,0.1131119509144267
Gm19710,0.11341111481410533
Mcph1,0.11345416222423026
Gbp2,0.11351356515968485
mt-Cytb,0.1137906004526577
Parp14,0.11380006951671556
Timeless,0.11396274538748732
Atg16l2,0.11409725153341853
Cdca2,0.11410288549736174
Cd52,0.11421025657229092
Osbpl3,0.11429961833309593
Hells,0.11460645509739846
Pola1,0.11494587916124771
Atxn1,0.11509574502348276
St7,0.11516037507437475
Gm41764,0.11564767095792806
Ifi208,0.11574929340374084
4930557K07Rik,0.11581288419385086
Xcl1,0.11589283295822043
Cenpe,0.11593312807326671
Gm28501,0.11609795549183809
Ahnak2,0.11642375215845256
Gm26827,0.11652117323006966
Smc2,0.11652879787964757
Taco1,0.11657345534343402
Ier3,0.11670397242972529
Apbb2,0.11670817548309838
4930444A19Rik,0.1167122982959652
S100a11,0.11678890607765101
1700025G04Rik,0.11686029737146603
Gm13684,0.11693632247206252
Iigp1,0.11694581320729106
Nsd2,0.1170118581485515
Oas3,0.11715804325108728
Abtb2,0.11733049760722507
Tpx2,0.11738628676361687
Chka,0.11764071802582457
Ms4a4b,0.11773948536476607
Cxcl10,0.11778250306673932
Esco2,0.11779364176161944
Gins2,0.11834746819392268
Arhgap10,0.1184097014009426
Ezr,0.11842253113908191
Herc6,0.11855767540383252
Ddhd1,0.11859328263854133
Traf3,0.11869772141088833
Gm13708,0.11899409794437554
Ifrd1,0.11942265629643387
Aoah,0.11946887521243814
H2-Ab1,0.11965717680286318
Chst11,0.11971388778958175
Lrrc8c,0.12042475437498316
Txk,0.12052060718036539
Myof,0.12071320246103154
Rora,0.12092131242100024
Strbp,0.12116650711342859
Nasp,0.12123925856932133
Hmgb2,0.12124040625583489
Pbk,0.12128249629007103
Nusap1,0.1214001314120818
Fgr,0.12155803605711164
4930469K13Rik,0.1218618198535043
Ifi203,0.12195128384283771
Anxa2,0.1219726212482142
Sh3bgrl,0.12200523448200967
Pkp4,0.12216085519024421
mt-Nd5,0.12232120761601252
Hmmr,0.12254437781284416
Knl1,0.12329052213923611
Zswim4,0.12330550461866945
Fxyd5,0.12363016341971049
Ccnd2,0.12364287330167667
Pml,0.12389221570899431
Sulf2,0.123964119042811
Hist1h3c,0.12397275615107786
